 cpt#    psproj# nr.coll energy       directional cosines x,y,z                        emission site x,y,z
                         (eV)                                                          (Angs)
   1        6020    5    0.1984E+03  -0.96927613E+00 -0.13022570E+00 -0.20867388E+00  -0.236522E+01  0.990846E+00 -0.474433E+01
   1        6022    4    0.2738E+03  -0.63576490E+00  0.50858535E-01 -0.77020538E+00  -0.281339E+01  0.333791E+01 -0.126310E+02
   1        6023    4    0.2511E+03  -0.61098570E+00  0.25903761E+00 -0.74806142E+00  -0.178870E+01  0.474675E+00 -0.776402E+01
   1        6026    6    0.3171E+03  -0.65499860E+00 -0.29207256E+00  0.69690055E+00  -0.203541E+01 -0.743667E+01  0.924052E+01
   1        6027    5    0.1928E+03  -0.95709980E+00  0.15872520E+00 -0.24241778E+00  -0.463432E+00 -0.283821E+01 -0.502757E+01
   1        6031    7    0.1950E+03  -0.76649725E+00  0.35002989E+00  0.53848022E+00  -0.967705E+00 -0.967387E+01 -0.760385E+00
   1        6034   17    0.9957E+01  -0.94748729E+00  0.29775897E+00  0.11665060E+00  -0.129824E+01 -0.536429E+01 -0.213451E+02
   1        6039   11    0.5105E+02  -0.99901104E+00  0.30688350E-02  0.44356015E-01  -0.257269E+01  0.107043E+02 -0.447566E+01
   1        6044    6    0.2802E+03  -0.68835711E+00 -0.71657836E+00 -0.11260442E+00  -0.242011E+01 -0.135485E+02 -0.132048E+01
   1        6049   14    0.3361E+02  -0.94909680E+00  0.80736261E-02  0.31488055E+00  -0.152265E+01 -0.119404E+02 -0.148173E+01
   1        6051    4    0.1813E+03  -0.59319782E+00  0.63298076E+00  0.49744517E+00  -0.157158E+01  0.603348E+01  0.363123E+01
   1        6052   10    0.3117E+02  -0.90333140E+00 -0.42889857E+00  0.62064910E-02  -0.191409E+01 -0.826883E+00  0.262993E+01
   1        6056    4    0.2271E+03  -0.75883567E+00  0.13528007E+00  0.63707745E+00  -0.207638E+01 -0.103347E+01  0.586665E+01
   1        6057    9    0.6051E+02  -0.81369400E+00 -0.58105713E+00  0.16569233E-01  -0.273668E+01  0.485003E+01  0.409078E+01
   1        6069   13    0.9239E+01  -0.97842008E+00  0.14868844E+00  0.14347766E+00  -0.870651E+00 -0.336417E+01 -0.167338E+01
   1        6073    8    0.1203E+03  -0.95230514E+00 -0.29915658E+00 -0.60166050E-01  -0.156936E+01  0.690917E+01  0.364081E+01
   1        6075    4    0.2422E+03  -0.86552370E+00 -0.44136560E+00  0.23678079E+00  -0.229552E+01 -0.143242E+01  0.737305E+01
   1        6078    5    0.1565E+03  -0.88918912E+00  0.90990767E-01 -0.44840091E+00  -0.771599E+00 -0.218872E+01  0.173863E+01
   1        6079   13    0.1262E+03  -0.98807287E+00 -0.11410338E+00  0.10340361E+00  -0.188686E+01 -0.852849E+01  0.204328E+02
   1        6081    8    0.1050E+03  -0.83261687E+00 -0.50655597E+00  0.22394273E+00  -0.132658E+01 -0.580790E+01 -0.696997E+01
   1        6085    8    0.4039E+02  -0.79413843E+00  0.54182029E+00 -0.27527270E+00  -0.276187E+01  0.941947E+01 -0.335117E+01
   1        6088    7    0.4388E+02  -0.99151909E+00 -0.12926324E+00  0.13451824E-01  -0.277683E+01 -0.728552E+01 -0.593023E+01
   1        6095    3    0.3110E+03  -0.56478494E+00  0.69263345E+00  0.44863862E+00  -0.214054E+01  0.593801E+01  0.370693E+01
   1        6104    3    0.3022E+03  -0.57184976E+00  0.48945886E+00 -0.65834481E+00  -0.187058E+01  0.198801E+01 -0.629603E+01
   1        6107   11    0.1300E+03  -0.83666921E+00  0.25255355E+00 -0.48600543E+00  -0.126958E+01  0.179743E+02 -0.513692E+01
   1        6112    5    0.1138E+03  -0.39774576E+00  0.91649824E+00  0.42771004E-01  -0.229922E+01  0.103373E+02  0.155130E+01
   1        6113   17    0.3649E+02  -0.76130939E+00 -0.46202767E+00 -0.45490474E+00  -0.162613E+01 -0.175962E+02 -0.679675E+01
   1        6114    9    0.1650E+03  -0.55277824E+00  0.19671142E+00  0.80977815E+00  -0.241854E+01 -0.891396E+01  0.116753E+02
   1        6124   10    0.6143E+02  -0.66478187E+00 -0.40693042E+00 -0.62647641E+00  -0.136611E+01 -0.110406E+02  0.854086E+00
   1        6127    3    0.1993E+03  -0.84135920E+00 -0.47099188E+00  0.26510605E+00  -0.910235E+00 -0.350137E+01 -0.321603E+01
   1        6136    9    0.1371E+03  -0.40357211E+00  0.85209501E+00 -0.33326223E+00  -0.239138E+01 -0.167793E+01 -0.116891E+01
   1        6143    2    0.2689E+03  -0.78338367E+00 -0.62153721E+00 -0.12267308E-02  -0.234068E+01 -0.519872E+01  0.640565E+00
   1        6155    9    0.1136E+03  -0.69648004E+00 -0.67668742E+00  0.23876691E+00  -0.121733E+01 -0.156665E+02  0.771533E+01
   1        6156    8    0.5427E+02  -0.48034984E+00  0.61399680E+00  0.62631607E+00  -0.177225E+01 -0.740693E+01  0.265648E+01
   1        6157    5    0.7963E+02  -0.59356493E+00 -0.92901714E-01  0.79940587E+00  -0.279321E+01 -0.333651E+01  0.978437E+01
   1        6160   17    0.1105E+03  -0.93958157E+00 -0.26416707E+00  0.21772039E+00  -0.126032E+01  0.207325E+01 -0.119029E+02
   1        6161    8    0.2462E+03  -0.40512291E+00  0.33169070E+00  0.85197216E+00  -0.187310E+01 -0.196671E+01  0.166997E+02
   1        6164    8    0.1706E+03  -0.59439975E+00  0.76766461E+00  0.23954111E+00  -0.195991E+01  0.149430E+02  0.557619E+01
   1        6166    3    0.1369E+03  -0.73665589E+00  0.41798005E+00 -0.53163016E+00  -0.169296E+01  0.221002E+01 -0.634136E+01
   1        6170    7    0.3451E+02  -0.41824204E+00 -0.35441691E+00 -0.83633864E+00  -0.255847E+01  0.524378E-01 -0.102981E+02
   1        6173    6    0.2195E+03  -0.57222849E+00  0.50935304E+00 -0.64273936E+00  -0.253834E+01 -0.453324E+01 -0.101784E+02
   1        6176    2    0.1664E+03  -0.48724118E+00  0.84239370E+00  0.23014948E+00  -0.221359E+01  0.110969E+02 -0.133730E+01
   1        6179    6    0.1881E+03  -0.88837308E+00 -0.45912236E+00  0.19828978E-03  -0.132261E+01 -0.704096E+01  0.667233E+01
   1        6180   12    0.4447E+02  -0.96101153E+00 -0.24828960E+00 -0.12169221E+00  -0.174004E+01 -0.518364E+01 -0.172082E+00
   1        6181    5    0.1755E+03  -0.79295045E+00  0.45338839E+00 -0.40702385E+00  -0.108475E+01  0.419308E+01 -0.649624E+01
   1        6186   10    0.8289E+02  -0.62391567E+00 -0.26782277E+00  0.73416626E+00  -0.230277E+01  0.164109E+02  0.511071E+01
   1        6188    4    0.1880E+03  -0.65127051E+00 -0.66020793E+00 -0.37412849E+00  -0.204439E+01 -0.588378E+01 -0.493793E+01
   1        6192   10    0.3765E+02  -0.88477874E+00  0.23873812E+00  0.40021324E+00  -0.112817E+01 -0.172420E+01 -0.872525E+00
   1        6193   14    0.5817E+02  -0.61525881E+00 -0.32350180E+00  0.71889013E+00  -0.178427E+01  0.230140E+02  0.239659E+01
   1        6196    4    0.1596E+03  -0.80496478E+00 -0.33570933E+00 -0.48921472E+00  -0.107128E+01 -0.367936E+01 -0.617676E+01
   1        6202    4    0.1619E+03  -0.27947628E+00  0.74335742E+00 -0.60771090E+00  -0.235428E+01  0.121173E+02 -0.496323E+01
   1        6206    3    0.2156E+03  -0.62256950E+00  0.73945081E+00 -0.25616312E+00  -0.175232E+01  0.814206E+01 -0.293442E+01
   1        6208    3    0.2647E+03  -0.70607477E+00  0.56212085E+00 -0.43067199E+00  -0.121499E+01  0.414752E+01 -0.470079E+01
   1        6213   16    0.2243E+02  -0.93016332E+00  0.36714593E+00  0.46949635E-05  -0.261475E+01 -0.795165E+01  0.127474E+02
   1        6217    2    0.2690E+03  -0.62933755E+00 -0.66313297E+00  0.40520215E+00  -0.240159E+01 -0.531433E+01  0.335188E+01
   1        6221   18    0.1011E+03  -0.82942450E+00 -0.54949695E+00 -0.10053813E+00  -0.119643E+01 -0.805372E+01 -0.225784E+01
   1        6222    8    0.1654E+03  -0.46918225E+00  0.64354980E+00 -0.60474086E+00  -0.247641E+01  0.123687E+01 -0.761757E+01
   1        6224    8    0.1365E+03  -0.85379463E+00 -0.35864404E+00  0.37737119E+00  -0.261677E+01 -0.784250E+00  0.672646E+01
   1        6228    2    0.1566E+03  -0.94564885E+00 -0.22456940E+00 -0.23519549E+00  -0.143198E+01 -0.404770E+01  0.222590E+01
   1        6229    2    0.2699E+03  -0.75540113E+00 -0.94757743E-01 -0.64837503E+00  -0.102330E+01 -0.109844E+01 -0.342339E+01
   1        6238    4    0.1454E+03  -0.81297320E+00 -0.44681779E+00  0.37340108E+00  -0.171226E+01 -0.342676E+01 -0.170648E+01
   1        6246    9    0.2804E+02  -0.98689187E+00 -0.74952587E-01 -0.14292115E+00  -0.137499E+01  0.709884E+01  0.525884E+01
   1        6247    3    0.2779E+03  -0.56128800E+00  0.31909686E+00  0.76363146E+00  -0.175051E+01  0.494095E+01  0.800416E+01
   1        6251    9    0.4588E+02  -0.80717605E+00  0.26380330E+00 -0.52808583E+00  -0.233476E+01 -0.602644E+01 -0.265441E+01
   1        6253   17    0.1667E+02  -0.78226823E+00  0.61866289E+00 -0.72887085E-01  -0.229053E+01  0.847869E+01 -0.962626E+01
   1        6256    8    0.5517E+02  -0.60995215E+00 -0.65362263E+00  0.44803533E+00  -0.228963E+01 -0.135139E+02  0.112400E+01
   1        6259    7    0.7447E+02  -0.87475365E+00 -0.39507809E+00  0.28056958E+00  -0.214567E+01  0.812652E+01 -0.304721E+01
   1        6262    7    0.1589E+03  -0.69872206E+00  0.62452966E+00 -0.34892708E+00  -0.118426E+01  0.121923E+02 -0.789769E+01
   1        6274    4    0.1604E+03  -0.86307585E+00 -0.43980113E+00  0.24834439E+00  -0.762375E+00 -0.596203E+01  0.976470E-01
   1        6276   10    0.5775E+02  -0.92601240E+00  0.37733987E+00 -0.10740487E-01  -0.251845E+01  0.209845E+01  0.128904E+02
   1        6280    2    0.1789E+03  -0.90547019E+00  0.12931834E+00 -0.40422818E+00  -0.282455E+01  0.263487E+01 -0.165921E+01
   1        6286    4    0.1369E+03  -0.79289484E+00 -0.16234764E+00 -0.58733374E+00  -0.265079E+01 -0.277473E+01 -0.297892E+01
   1        6289    2    0.1800E+03  -0.80346400E+00  0.16606548E+00 -0.57172370E+00  -0.208865E+01  0.102232E+01 -0.358108E+01
   1        6294    1    0.2492E+03  -0.10410921E+00 -0.91874331E+00 -0.38088307E+00  -0.280106E+01 -0.304046E+02 -0.113834E+02
   1        6296   13    0.1793E+02  -0.97342217E+00 -0.14902236E-01  0.22853251E+00  -0.903037E+00 -0.755865E+01  0.416917E+01
   1        6297    3    0.1287E+03  -0.88539386E+00 -0.46061024E+00  0.62576748E-01  -0.192385E+01 -0.218901E+01  0.214736E+01
   1        6304   10    0.1958E+03  -0.94547445E+00  0.27151000E+00  0.17988972E+00  -0.162621E+01  0.969539E+01  0.108632E+02
   1        6309   10    0.1611E+02  -0.67558956E+00 -0.19241825E+00  0.71172601E+00  -0.149240E+01 -0.705949E+01 -0.291133E+01
   1        6310    2    0.2318E+03  -0.59864980E+00 -0.79471725E+00 -0.10021327E+00  -0.137422E+01 -0.614505E+01  0.706915E+00
   1        6313    8    0.4547E+02  -0.90483457E+00  0.24715228E+00  0.34668410E+00  -0.281727E+01  0.196799E+01  0.846641E+01
   1        6315    7    0.1010E+03  -0.52685583E+00  0.51458699E+00 -0.67647839E+00  -0.159596E+01 -0.226262E+01 -0.143439E+02
   1        6327    8    0.1551E+03  -0.98814273E+00 -0.15223826E+00 -0.19935986E-01  -0.218374E+01  0.136879E+01 -0.443819E+01
   1        6333    3    0.2494E+03  -0.86604559E+00 -0.12270053E+00 -0.48467487E+00  -0.159714E+01 -0.172899E+01 -0.456268E+01
   1        6336    5    0.1842E+03  -0.68040431E+00 -0.20207834E+00  0.70442474E+00  -0.212500E+01 -0.743081E+01  0.129175E+02
   1        6341    1    0.2055E+03  -0.27653167E+00 -0.50155133E+00 -0.81974161E+00  -0.227188E+01 -0.684576E+01 -0.101206E+02
   1        6344    7    0.1982E+03  -0.98200619E+00  0.72363645E-01  0.17443417E+00  -0.827144E+00 -0.803806E+01 -0.971582E-02
   1        6345   10    0.8188E+02  -0.98050565E+00 -0.18627998E+00 -0.62518083E-01  -0.966803E+00  0.250976E-02  0.125164E+02
   1        6348    3    0.2646E+03  -0.52503914E+00  0.15182196E-02 -0.85107666E+00  -0.265650E+01 -0.348378E+01 -0.660153E+01
   1        6351   11    0.2822E+02  -0.78536558E+00 -0.73068410E-01 -0.61470461E+00  -0.261522E+01  0.454776E+01  0.218724E+01
   1        6361    8    0.3687E+02  -0.73462158E+00 -0.54742146E+00 -0.40082517E+00  -0.114160E+01  0.313745E+01  0.195971E+01
   1        6367   17    0.4348E+02  -0.60228699E+00  0.99571228E-01  0.79204535E+00  -0.270749E+01  0.140116E+02  0.362684E+01
   1        6373   10    0.1472E+03  -0.72741449E+00 -0.53740913E+00  0.42668426E+00  -0.147775E+01  0.197949E+01  0.713443E+01
   1        6379    5    0.1226E+03  -0.85648650E+00 -0.32988837E+00 -0.39699417E+00  -0.204996E+01 -0.305745E+01  0.123128E+01
   1        6381    4    0.2406E+03  -0.38156271E+00 -0.92217463E+00 -0.63276030E-01  -0.264737E+01 -0.152334E+02 -0.558508E+01
   1        6383    6    0.8041E+02  -0.82176960E+00 -0.54120225E+00  0.17831060E+00  -0.282908E+01 -0.347490E+01 -0.417760E+01
   1        6385   10    0.1702E+03  -0.81059235E+00  0.37355223E+00  0.45099738E+00  -0.265846E+01  0.140219E+02 -0.482369E+01
   1        6386   16    0.9503E+01  -0.82308775E+00  0.15036599E+00  0.54764640E+00  -0.131780E+01  0.158802E+02 -0.351758E+01
   1        6392    2    0.3103E+03  -0.15003757E+00 -0.79367071E+00  0.58955544E+00  -0.247249E+01 -0.152722E+02  0.125964E+02
   1        6395    5    0.2456E+03  -0.53092128E+00  0.12883978E+00  0.83756953E+00  -0.190272E+01  0.115599E+01  0.113367E+02
   1        6404   11    0.3466E+02  -0.81656957E+00  0.46129614E+00  0.34701583E+00  -0.227868E+01 -0.893807E+01  0.697426E+01
   1        6405    6    0.1143E+03  -0.88587588E+00 -0.25179914E+00  0.38964209E+00  -0.223221E+01 -0.514316E-01  0.523510E+01
   1        6412   12    0.7581E+02  -0.88945878E+00 -0.45074922E+00  0.75421102E-01  -0.158518E+01  0.320673E+01  0.592824E+01
   1        6417    3    0.1357E+03  -0.83478558E+00 -0.81802115E-01 -0.54446423E+00  -0.231782E+01  0.175064E+01 -0.357239E+01
   1        6418    6    0.1777E+03  -0.87548119E+00 -0.42183128E+00 -0.23577765E+00  -0.917614E+00 -0.102099E+02 -0.223666E+00
   1        6419   17    0.1427E+02  -0.95379001E+00  0.21119565E-01  0.29973066E+00  -0.273272E+01 -0.691826E+01  0.185054E+02
   1        6424    9    0.6012E+02  -0.96629727E+00  0.35297930E-01  0.25499707E+00  -0.220806E+01  0.789883E+01  0.707099E+01
   1        6431    4    0.2348E+03  -0.33069727E+00 -0.79249376E+00  0.51243812E+00  -0.245409E+01 -0.153005E+02  0.110833E+02
   1        6432    5    0.1610E+03  -0.74170285E+00 -0.66756326E+00  0.65085895E-01  -0.214527E+01 -0.900845E+01 -0.508337E+01
   1        6434    6    0.1456E+03  -0.76789129E+00  0.37924239E+00 -0.51625377E+00  -0.249505E+01  0.808127E+01  0.105639E+00
   1        6436   11    0.1211E+02  -0.73889047E+00  0.32864144E+00 -0.58824790E+00  -0.244456E+01 -0.725276E+00 -0.270582E+00
   1        6441    4    0.1403E+03  -0.84485304E+00  0.53316593E+00 -0.44243645E-01  -0.186203E+01  0.118981E+01 -0.493717E+01
   1        6443    8    0.2165E+03  -0.90065628E+00  0.43443793E+00 -0.90517709E-02  -0.162834E+01  0.153313E+02  0.389778E+01
   1        6444    4    0.2281E+03  -0.58522791E+00 -0.78795069E+00  0.19142057E+00  -0.141950E+01 -0.919398E+01  0.758285E-01
   1        6448    6    0.1666E+03  -0.78210670E+00  0.40793803E+00  0.47105786E+00  -0.280264E+01 -0.249410E+01  0.572038E+01
   1        6449    8    0.8647E+02  -0.73502636E+00 -0.61791718E+00 -0.27913189E+00  -0.259990E+01  0.160748E+01 -0.784719E+01
   1        6450    2    0.2528E+03  -0.25070181E+00 -0.49484378E+00  0.83203250E+00  -0.222625E+01 -0.719348E+01  0.885486E+01
   1        6451    9    0.2318E+03  -0.99130321E+00 -0.13131548E+00 -0.86027067E-02  -0.148524E+01 -0.686568E+01 -0.111662E+02
   1        6454   10    0.6723E+02  -0.72677249E+00 -0.13354239E+00 -0.67377144E+00  -0.239142E+01  0.234668E+01  0.532721E+01
   1        6459    3    0.1667E+03  -0.79820204E+00  0.35988903E+00  0.48306674E+00  -0.942111E+00  0.436112E+01  0.141121E+01
   1        6460   14    0.7935E+02  -0.91367447E+00 -0.37978581E+00 -0.14478125E+00  -0.218683E+01  0.163695E+01  0.879951E+01
   1        6462   10    0.3566E+02  -0.70988458E+00 -0.95976435E-01  0.69774795E+00  -0.162097E+01 -0.108336E+02  0.160840E+00
   1        6463    5    0.2528E+03  -0.76615393E+00  0.35386272E-01  0.64168221E+00  -0.102930E+01 -0.127158E+01  0.100981E+02
   1        6469   10    0.7402E+02  -0.74319476E+00 -0.60711586E+00  0.28119686E+00  -0.115014E+01 -0.989146E+01  0.152143E+02
   1        6471    8    0.9324E+02  -0.88439316E+00 -0.45841721E+00  0.87762281E-01  -0.255777E+01 -0.657589E+00 -0.123366E+02
   1        6472    8    0.2103E+03  -0.87299573E+00 -0.44368470E+00 -0.20253944E+00  -0.745310E+00 -0.144934E+02  0.352593E+01
   1        6474    9    0.1018E+03  -0.79081142E+00 -0.58261925E+00 -0.18754253E+00  -0.258182E+01 -0.913045E+01 -0.706849E+01
   1        6476    9    0.9159E+02  -0.87113732E+00  0.26480103E+00  0.41352153E+00  -0.119112E+01 -0.786244E+01  0.439138E+01
   1        6477    6    0.1975E+03  -0.95806694E+00  0.93829647E-01  0.27074659E+00  -0.143461E+01 -0.203754E+01  0.470380E+01
   1        6479    2    0.1661E+03  -0.85021764E+00  0.65316238E-01  0.52236336E+00  -0.212423E+01  0.459153E+01  0.564583E+00
   1        6483    5    0.9280E+02  -0.91757864E+00 -0.18649291E-01  0.39711678E+00  -0.943104E+00  0.364424E+01 -0.295708E+01
   1        6489   15    0.4225E+02  -0.84354997E+00  0.52387381E+00  0.11823528E+00  -0.233919E+01  0.788930E+01 -0.195899E+02
   1        6490    5    0.2448E+03  -0.48664784E+00 -0.79904497E+00 -0.35313019E+00  -0.247043E+01 -0.107798E+02 -0.109017E+02
   1        6491    5    0.1049E+03  -0.58530509E+00  0.37227106E+00 -0.72030008E+00  -0.190189E+01  0.693506E+00 -0.874760E+01
   1        6493    7    0.1302E+03  -0.35844618E+00  0.87367052E+00 -0.32896203E+00  -0.268640E+01  0.133863E+02 -0.123027E+02
   1        6499   16    0.1819E+02  -0.77982837E+00 -0.50417781E+00 -0.37104219E+00  -0.276935E+01 -0.931855E+00 -0.169406E+01
   1        6503    2    0.2129E+03  -0.90875536E+00 -0.36769333E+00  0.19739661E+00  -0.200448E+01 -0.299202E+01  0.289984E+00
   1        6506   18    0.2188E+02  -0.62319726E+00 -0.63479501E+00  0.45679355E+00  -0.220743E+01 -0.304102E+01 -0.124735E+02
   1        6507    4    0.1540E+03  -0.70139521E+00  0.50907612E+00 -0.49888492E+00  -0.180112E+01  0.209575E+01 -0.747290E+01
   1        6509    5    0.1840E+03  -0.76601672E+00  0.62802714E+00  0.13711439E+00  -0.212856E+01  0.224910E+01 -0.478215E+01
   1        6514    4    0.1991E+03  -0.84289294E+00  0.18811084E+00 -0.50412858E+00  -0.224331E+01 -0.367511E+01 -0.656683E+01
   1        6521    6    0.1842E+03  -0.84420431E+00  0.37875772E+00 -0.37929121E+00  -0.140023E+01  0.439765E+01 -0.116273E+02
   1        6523    3    0.3020E+03  -0.43118176E+00  0.33572577E-01  0.90164012E+00  -0.263369E+01  0.339757E+01  0.163705E+02
   1        6525    6    0.1336E+03  -0.73057717E+00 -0.58525389E+00  0.35175955E+00  -0.125672E+01 -0.142270E+01 -0.777829E+01
   1        6531    8    0.1062E+03  -0.77584600E+00  0.34699604E+00  0.52693141E+00  -0.155004E+01  0.115588E+02 -0.554745E+01
   1        6533    9    0.2343E+03  -0.99950743E+00 -0.51125884E-04 -0.31381935E-01  -0.214718E+01  0.759248E+01 -0.144471E+02
   1        6536    6    0.1883E+03  -0.90005881E+00  0.29903531E-01  0.43474105E+00  -0.164815E+01  0.914212E+01 -0.463123E+00
   1        6544    6    0.9027E+02  -0.95461112E+00  0.14124309E+00  0.26223660E+00  -0.268093E+01 -0.685632E+01  0.346319E+01
   1        6545    7    0.1364E+03  -0.87545300E+00  0.12843227E+00  0.46592605E+00  -0.154450E+01  0.259221E+01 -0.656704E+01
   1        6546   14    0.1397E+02  -0.82146400E+00 -0.15104884E+00  0.54989183E+00  -0.116142E+01 -0.102619E+02  0.137641E+02
   1        6547    6    0.2116E+03  -0.81090403E+00 -0.32220170E+00  0.48848832E+00  -0.138947E+01 -0.535711E+01  0.937315E+01
   1        6554    8    0.1535E+03  -0.73381311E+00 -0.65302908E+00 -0.18727289E+00  -0.138388E+01 -0.113124E+01  0.727943E+01
   1        6561    2    0.2388E+03  -0.25564873E+00  0.32843220E+00  0.90927219E+00  -0.249328E+01  0.382435E+01  0.115677E+02
   1        6564    4    0.1030E+03  -0.78944206E+00  0.48961020E+00  0.37022021E+00  -0.111677E+01  0.161067E+01  0.418405E+01
   1        6565    6    0.6223E+02  -0.88178664E+00  0.44112524E+00 -0.16691527E+00  -0.107854E+01 -0.479371E+00  0.694125E+01
   1        6572    3    0.1439E+03  -0.21838149E+00 -0.23717123E+00  0.94660413E+00  -0.230860E+01  0.132869E+00  0.131506E+02
   1        6574    5    0.1355E+03  -0.96653599E+00 -0.12310767E+00 -0.22506158E+00  -0.418437E+00 -0.478571E+01 -0.872291E+00
   1        6587    8    0.1893E+03  -0.62798274E+00  0.77709317E+00 -0.41998129E-01  -0.216855E+01  0.168475E+02 -0.283353E+01
   1        6588   14    0.1182E+03  -0.99074650E+00  0.94604504E-03 -0.13572186E+00  -0.995041E+00 -0.191179E+02  0.947374E+01
   1        6593    2    0.1581E+03  -0.98791742E+00  0.13526781E+00 -0.75642087E-01  -0.906271E+00  0.166522E+01  0.126506E+01
   1        6604   10    0.1065E+03  -0.55816174E+00  0.82820475E+00  0.50320897E-01  -0.194081E+01  0.144179E+02  0.779021E+01
   1        6611   13    0.1431E+02  -0.24606785E+00 -0.44565633E+00  0.86072117E+00  -0.241913E+01 -0.354347E+01  0.213803E+02
   1        6613    8    0.1954E+03  -0.83086812E+00  0.40855402E+00  0.37781197E+00  -0.129785E+01 -0.121897E+02 -0.358118E+01
   1        6615    8    0.6424E+02  -0.88214773E+00  0.43298927E+00 -0.18529865E+00  -0.185757E+01  0.664909E+01  0.623172E+01
   1        6619    7    0.2503E+03  -0.38518071E+00 -0.31548741E+00  0.86723894E+00  -0.232370E+01 -0.338023E+01  0.205830E+02
   1        6626    5    0.2961E+03  -0.38757581E+00 -0.72235256E+00  0.57270545E+00  -0.224597E+01 -0.151548E+02  0.105248E+02
   1        6629    9    0.1131E+03  -0.91200262E+00  0.24180675E+00 -0.33133185E+00  -0.652088E+00  0.757058E+01 -0.156957E+02
   1        6630    2    0.2861E+03  -0.42888913E+00  0.27488267E+00  0.86051935E+00  -0.246785E+01  0.248770E+01  0.117062E+02
   1        6632    6    0.1656E+03  -0.70473909E+00 -0.23721530E+00  0.66863412E+00  -0.169183E+01 -0.961151E+01  0.369444E+01
   1        6637   12    0.4558E+02  -0.92264974E+00  0.18787271E+00 -0.33678088E+00  -0.621308E+00 -0.544560E+01  0.786025E+00
   1        6639    4    0.2821E+03  -0.44617879E+00  0.75932360E+00  0.47365803E+00  -0.214030E+01  0.130266E+02  0.417054E+01
   1        6640    6    0.1122E+03  -0.91221291E+00  0.23543161E+00 -0.33532000E+00  -0.196914E+01 -0.245055E+01 -0.274866E+01
   1        6645    5    0.2136E+03  -0.99524254E+00 -0.76801240E-01 -0.59948053E-01  -0.186589E+01  0.224159E+01 -0.432983E+01
   1        6647   10    0.2474E+02  -0.54576546E+00 -0.42096081E+00  0.72452188E+00  -0.198449E+01 -0.711767E+01 -0.242499E+01
   1        6648    8    0.1332E+03  -0.69307822E+00  0.57325798E+00  0.43705595E+00  -0.232620E+01  0.722249E+01  0.301102E+00
   1        6652    8    0.7172E+02  -0.21832952E+00  0.66278398E+00 -0.71627480E+00  -0.267190E+01  0.555020E+01 -0.205668E+02
   1        6654   12    0.1349E+03  -0.95583510E+00  0.27952778E+00 -0.90792611E-01  -0.261284E+01 -0.619439E+01  0.529810E+01
   1        6655    3    0.2000E+03  -0.70225662E+00 -0.30084032E+00  0.64523697E+00  -0.138920E+01 -0.272654E+01  0.452720E+01
   1        6657    4    0.2883E+03  -0.74780184E+00  0.17704545E-01 -0.66368574E+00  -0.175025E+01 -0.394702E+01 -0.567111E+01
   1        6658    1    0.2940E+03  -0.12312962E+00 -0.43933904E+00 -0.88984287E+00  -0.279254E+01 -0.141852E+02 -0.262643E+02
   1        6671    3    0.2443E+03  -0.87643397E+00 -0.46970120E+00 -0.10603755E+00  -0.258317E+01 -0.550384E+01  0.139336E+01
   1        6672    2    0.2509E+03  -0.66652304E+00  0.63507575E+00 -0.39041734E+00  -0.160463E+01  0.474223E+01 -0.393363E+01
   1        6675    8    0.2752E+02  -0.67134875E+00  0.31197235E+00  0.67228264E+00  -0.197415E+01  0.463638E+01  0.110474E+01
   1        6677   12    0.1571E+03  -0.84281689E+00 -0.48925108E+00 -0.22426130E+00  -0.190465E+01 -0.139566E+02  0.598881E+01
   1        6679    9    0.1095E+03  -0.89826125E+00 -0.29811034E+00  0.32288840E+00  -0.721035E+00 -0.694849E+01  0.414521E+01
   1        6681    8    0.1161E+03  -0.97437418E+00  0.89417614E-01 -0.20639646E+00  -0.255066E+01  0.645824E+01 -0.516065E+01
   1        6684    7    0.2159E+03  -0.69951731E+00  0.70744222E+00  0.10099938E+00  -0.237914E+01  0.166954E+02 -0.825608E+00
   1        6692   11    0.8483E+02  -0.67276847E+00 -0.67426264E+00 -0.30455285E+00  -0.166326E+01 -0.547642E+01  0.101828E+02
   1        6693   11    0.1027E+03  -0.75619978E+00 -0.55438030E+00 -0.34759790E+00  -0.255503E+01  0.803517E+01 -0.282986E+01
   1        6694    9    0.1045E+03  -0.74651074E+00  0.57908022E+00  0.32770064E+00  -0.164603E+01  0.153648E+02  0.110752E+02
   1        6697    4    0.1470E+03  -0.81523150E+00 -0.52694160E+00  0.24027069E+00  -0.254786E+01 -0.548403E+01 -0.499669E+00
   1        6712    4    0.2332E+03  -0.81382692E+00 -0.46324727E+00  0.35083833E+00  -0.231212E+01 -0.591141E+01  0.396645E+01
   1        6713    2    0.1891E+03  -0.37855408E+00 -0.89736098E+00 -0.22680371E+00  -0.255003E+01 -0.106064E+02  0.979072E+00
   1        6717    2    0.1531E+03  -0.52894807E+00 -0.73943299E+00  0.41647646E+00  -0.170719E+01 -0.525549E+01  0.793814E+00
   1        6720    6    0.2855E+03  -0.47400174E+00 -0.30601999E+00 -0.82563549E+00  -0.207916E+01 -0.668717E+01 -0.165854E+02
   1        6722    8    0.2426E+03  -0.76216918E+00 -0.60142130E+00  0.23956321E+00  -0.205560E+01 -0.134755E+02  0.492406E+01
   1        6724    2    0.2429E+03  -0.50304770E+00  0.83903894E-01 -0.86017609E+00  -0.279504E+01  0.872656E+00 -0.669490E+01
