SDTrimSP: VERSION 6.01    28.09.2022
H_Ar_on_Fe_W_60deg                                                              
flue.-step out-layer     atoms  each-out max-layer calc_mom.  n-projec stat./dyn
        nh       nqx       ncp     idout      nqxm  ncp_proj     idrel
       500       200         4        10      5000         2         1
     H         Ar        Fe        W    
  fluence-step,dsurface                   : fluc,srrc
  surface atomic fraction                 : csf(ncp)
  Momente                                 : flib(5,qbeam)
  areal densities (atoms/A^2)             : ard(1:ncp)
  number projectils                       : nproj
  number particle backscattered           : iback_p(1:ncp)
  energy particle backscattered           : eback_p(1:ncp)
  number particle transmission            : itran_p(1:ncp)
  energy particle transmission            : etran_p(1:ncp)
  number particle backsputtering          : iback_r(1:ncp)
  energy particle backsputtering          : eback_r(1:ncp)
  number particle transmission sputtering : itran_r(1:ncp)
  energy particle transmission sputtering : etran_r(1:ncp)
  energy all projectils                   : e_tot_p(1:ncp)
  number particle reemission              : reem   (1:ncp)
  number particle chemical erosion        : d_chem (1:ncp)
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.50000000E+00  0.50000000E+00 !--- csf(ncp)      
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.12109588E+03  0.36185880E+02 !--- ard(1:ncp)    
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
   center[A]  density[a/A^3]  atomic fraction  
   xxx(*)       dns(*)       (qux(*,jp),jp=1,ncp)
0.500000E+01   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.150000E+02   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.250000E+02   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.350000E+02   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.450000E+02   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.550000E+02   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.650000E+02   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.750000E+02   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.850000E+02   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.950000E+02   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.105000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.115000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.125000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.135000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.145000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.155000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.165000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.175000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.185000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.195000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.205000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.215000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.225000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.235000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.245000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
0.255000E+03   0.723718E-01      0.00000  0.00000  0.50000  0.50000  0.00000  0.00000
