  0.914983E+00 F
   0.4404E+00   0.4396E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.59162E-01  0.40006E+01 0.43840E+01  0.00466 0.10143 0.35379 0.54012
  0.15000E+02  0.63835E-01  0.18062E+01 0.17934E+01  0.00676 0.06370 0.43649 0.49306
  0.25000E+02  0.67511E-01  0.65718E+00 0.52576E+00  0.00911 0.03476 0.47753 0.47860
  0.35000E+02  0.71436E-01  0.98783E-01 0.86941E-01  0.01348 0.00248 0.49250 0.49154
  0.45000E+02  0.71621E-01  0.53530E-01 0.52927E-01  0.01630 0.00004 0.49205 0.49161
  0.55000E+02  0.71596E-01  0.41364E-01 0.40430E-01  0.01698 0.00000 0.49185 0.49117
  0.65000E+02  0.71548E-01  0.33061E-01 0.33106E-01  0.01787 0.00000 0.49120 0.49093
  0.75000E+02  0.71577E-01  0.25852E-01 0.25098E-01  0.01733 0.00000 0.49162 0.49105
  0.85000E+02  0.71591E-01  0.20141E-01 0.20129E-01  0.01692 0.00000 0.49150 0.49157
  0.95000E+02  0.71601E-01  0.13491E-01 0.13908E-01  0.01668 0.00000 0.49155 0.49177
  0.10500E+03  0.71673E-01  0.10382E-01 0.10003E-01  0.01530 0.00000 0.49240 0.49231
  0.11500E+03  0.71794E-01  0.71862E-02 0.68600E-02  0.01288 0.00000 0.49372 0.49340
  0.12500E+03  0.71860E-01  0.51039E-02 0.50221E-02  0.01149 0.00000 0.49425 0.49425
  0.13500E+03  0.71978E-01  0.30439E-02 0.31233E-02  0.00912 0.00000 0.49547 0.49541
  0.14500E+03  0.72007E-01  0.18981E-02 0.17153E-02  0.00856 0.00000 0.49578 0.49567
  0.15500E+03  0.72098E-01  0.11589E-02 0.10192E-02  0.00673 0.00000 0.49668 0.49660
  0.16500E+03  0.72136E-01  0.76340E-03 0.80714E-03  0.00594 0.00000 0.49702 0.49704
  0.17500E+03  0.72237E-01  0.46059E-03 0.43870E-03  0.00394 0.00000 0.49804 0.49802
  0.18500E+03  0.72267E-01  0.18565E-03 0.13266E-03  0.00334 0.00000 0.49834 0.49832
  0.19500E+03  0.72317E-01  0.89269E-04 0.11019E-03  0.00234 0.00000 0.49882 0.49884
  0.20500E+03  0.72360E-01  0.32204E-04 0.34521E-04  0.00148 0.00000 0.49926 0.49926
  0.21500E+03  0.72370E-01  0.27576E-04 0.27576E-04  0.00128 0.00000 0.49936 0.49936
  0.22500E+03  0.72401E-01  0.24448E-05 0.24448E-05  0.00067 0.00000 0.49967 0.49967
  0.23500E+03  0.72414E-01  0.00000E+00 0.00000E+00  0.00041 0.00000 0.49980 0.49980
