  0.573666E+00 F
   0.9046E-01   0.8954E-01
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.68174E-01  0.15244E+01 0.17903E+01  0.00085 0.02757 0.45424 0.51735
  0.15000E+02  0.69472E-01  0.67656E+00 0.57468E+00  0.00190 0.02148 0.48740 0.48921
  0.25000E+02  0.71961E-01  0.83454E-01 0.65359E-01  0.00190 0.00298 0.49906 0.49606
  0.35000E+02  0.72274E-01  0.16824E-01 0.15213E-01  0.00281 0.00016 0.49864 0.49839
  0.45000E+02  0.72276E-01  0.10424E-01 0.10177E-01  0.00322 0.00000 0.49855 0.49823
  0.55000E+02  0.72244E-01  0.82803E-02 0.83628E-02  0.00374 0.00000 0.49799 0.49827
  0.65000E+02  0.72220E-01  0.68779E-02 0.67687E-02  0.00431 0.00000 0.49795 0.49773
  0.75000E+02  0.72269E-01  0.47030E-02 0.46201E-02  0.00331 0.00000 0.49837 0.49831
  0.85000E+02  0.72284E-01  0.37869E-02 0.37855E-02  0.00301 0.00000 0.49850 0.49850
  0.95000E+02  0.72262E-01  0.24246E-02 0.24515E-02  0.00343 0.00000 0.49829 0.49829
  0.10500E+03  0.72281E-01  0.16726E-02 0.17536E-02  0.00304 0.00000 0.49845 0.49851
  0.11500E+03  0.72306E-01  0.11731E-02 0.11226E-02  0.00258 0.00000 0.49874 0.49869
  0.12500E+03  0.72308E-01  0.10241E-02 0.91606E-03  0.00253 0.00000 0.49876 0.49871
  0.13500E+03  0.72331E-01  0.46515E-03 0.48693E-03  0.00206 0.00000 0.49896 0.49898
  0.14500E+03  0.72358E-01  0.33584E-03 0.33709E-03  0.00151 0.00000 0.49924 0.49924
  0.15500E+03  0.72372E-01  0.35715E-03 0.27839E-03  0.00125 0.00000 0.49940 0.49935
  0.16500E+03  0.72365E-01  0.14893E-03 0.17097E-03  0.00137 0.00000 0.49930 0.49933
  0.17500E+03  0.72389E-01  0.11179E-03 0.87091E-04  0.00091 0.00000 0.49956 0.49953
  0.18500E+03  0.72392E-01  0.59532E-05 0.44649E-05  0.00086 0.00000 0.49957 0.49957
  0.19500E+03  0.72410E-01  0.26069E-04 0.26069E-04  0.00049 0.00000 0.49975 0.49975
  0.20500E+03  0.72418E-01  0.15509E-05 0.15509E-05  0.00034 0.00000 0.49983 0.49983
  0.21500E+03  0.72429E-01  0.26041E-04 0.26041E-04  0.00012 0.00000 0.49994 0.49994
  0.22500E+03  0.72429E-01  0.15722E-05 0.15722E-05  0.00011 0.00000 0.49994 0.49994
  0.23500E+03  0.72430E-01  0.00000E+00 0.00000E+00  0.00008 0.00000 0.49996 0.49996
