  0.111051E+01 F
   0.3062E+00   0.3037E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.62035E-01  0.21913E+01 0.23854E+01  0.00347 0.07718 0.39904 0.52032
  0.15000E+02  0.64243E-01  0.23026E+01 0.23905E+01  0.00432 0.05991 0.43372 0.50205
  0.25000E+02  0.69678E-01  0.39044E+00 0.30469E+00  0.00631 0.01874 0.48968 0.48528
  0.35000E+02  0.71802E-01  0.62347E-01 0.56692E-01  0.00969 0.00111 0.49478 0.49442
  0.45000E+02  0.71853E-01  0.37186E-01 0.36433E-01  0.01169 0.00002 0.49445 0.49384
  0.55000E+02  0.71829E-01  0.28334E-01 0.27966E-01  0.01216 0.00000 0.49400 0.49384
  0.65000E+02  0.71798E-01  0.23461E-01 0.23257E-01  0.01282 0.00000 0.49378 0.49340
  0.75000E+02  0.71835E-01  0.17371E-01 0.16921E-01  0.01205 0.00000 0.49412 0.49383
  0.85000E+02  0.71835E-01  0.13395E-01 0.13451E-01  0.01198 0.00000 0.49398 0.49404
  0.95000E+02  0.71847E-01  0.91419E-02 0.93330E-02  0.01173 0.00000 0.49406 0.49420
  0.10500E+03  0.71935E-01  0.69727E-02 0.68136E-02  0.01000 0.00000 0.49504 0.49496
  0.11500E+03  0.72000E-01  0.45638E-02 0.44527E-02  0.00872 0.00000 0.49572 0.49556
  0.12500E+03  0.72017E-01  0.33670E-02 0.32836E-02  0.00834 0.00000 0.49583 0.49583
  0.13500E+03  0.72093E-01  0.17198E-02 0.17406E-02  0.00682 0.00000 0.49661 0.49658
  0.14500E+03  0.72159E-01  0.10335E-02 0.90802E-03  0.00550 0.00000 0.49729 0.49721
  0.15500E+03  0.72211E-01  0.73683E-03 0.62467E-03  0.00445 0.00000 0.49780 0.49774
  0.16500E+03  0.72231E-01  0.51442E-03 0.57993E-03  0.00405 0.00000 0.49797 0.49799
  0.17500E+03  0.72297E-01  0.37102E-03 0.32903E-03  0.00275 0.00000 0.49864 0.49861
  0.18500E+03  0.72312E-01  0.60462E-04 0.54975E-04  0.00244 0.00000 0.49878 0.49878
  0.19500E+03  0.72347E-01  0.27563E-04 0.27563E-04  0.00173 0.00000 0.49913 0.49913
  0.20500E+03  0.72380E-01  0.29361E-05 0.29361E-05  0.00109 0.00000 0.49946 0.49946
  0.21500E+03  0.72401E-01  0.24606E-04 0.24606E-04  0.00068 0.00000 0.49966 0.49966
  0.22500E+03  0.72418E-01  0.30172E-05 0.30172E-05  0.00034 0.00000 0.49983 0.49983
  0.23500E+03  0.72422E-01  0.00000E+00 0.00000E+00  0.00025 0.00000 0.49987 0.49987
