  0.103818E+01 F
   0.2461E+00   0.2439E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.63786E-01  0.25528E+01 0.28677E+01  0.00271 0.06138 0.41184 0.52408
  0.15000E+02  0.64912E-01  0.20419E+01 0.20235E+01  0.00352 0.05571 0.44659 0.49418
  0.25000E+02  0.70481E-01  0.28861E+00 0.22453E+00  0.00525 0.01300 0.49354 0.48821
  0.35000E+02  0.71935E-01  0.49167E-01 0.44891E-01  0.00793 0.00076 0.49573 0.49557
  0.45000E+02  0.71981E-01  0.28944E-01 0.28498E-01  0.00907 0.00003 0.49566 0.49525
  0.55000E+02  0.71944E-01  0.22244E-01 0.22108E-01  0.00981 0.00000 0.49511 0.49508
  0.65000E+02  0.71918E-01  0.19411E-01 0.19293E-01  0.01037 0.00000 0.49491 0.49472
  0.75000E+02  0.71955E-01  0.14031E-01 0.13569E-01  0.00965 0.00000 0.49534 0.49501
  0.85000E+02  0.71954E-01  0.10610E-01 0.10555E-01  0.00960 0.00000 0.49521 0.49519
  0.95000E+02  0.71964E-01  0.69337E-02 0.71766E-02  0.00936 0.00000 0.49524 0.49540
  0.10500E+03  0.72033E-01  0.54354E-02 0.53353E-02  0.00803 0.00000 0.49602 0.49595
  0.11500E+03  0.72072E-01  0.34791E-02 0.33169E-02  0.00727 0.00000 0.49645 0.49629
  0.12500E+03  0.72091E-01  0.27251E-02 0.26125E-02  0.00685 0.00000 0.49657 0.49658
  0.13500E+03  0.72172E-01  0.14326E-02 0.14769E-02  0.00522 0.00000 0.49738 0.49740
  0.14500E+03  0.72226E-01  0.78658E-03 0.71416E-03  0.00417 0.00000 0.49795 0.49788
  0.15500E+03  0.72260E-01  0.61632E-03 0.53378E-03  0.00349 0.00000 0.49828 0.49823
  0.16500E+03  0.72269E-01  0.40427E-03 0.42230E-03  0.00329 0.00000 0.49835 0.49837
  0.17500E+03  0.72329E-01  0.31065E-03 0.28814E-03  0.00210 0.00000 0.49896 0.49894
  0.18500E+03  0.72341E-01  0.53779E-04 0.51157E-04  0.00186 0.00000 0.49907 0.49907
  0.19500E+03  0.72365E-01  0.27573E-04 0.27573E-04  0.00137 0.00000 0.49931 0.49931
  0.20500E+03  0.72388E-01  0.27717E-05 0.27717E-05  0.00093 0.00000 0.49954 0.49954
  0.21500E+03  0.72409E-01  0.24783E-04 0.24783E-04  0.00051 0.00000 0.49974 0.49974
  0.22500E+03  0.72424E-01  0.28376E-05 0.28376E-05  0.00022 0.00000 0.49989 0.49989
  0.23500E+03  0.72426E-01  0.00000E+00 0.00000E+00  0.00017 0.00000 0.49992 0.49992
