  0.105044E+01 F
   0.2560E+00   0.2539E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.63571E-01  0.27107E+01 0.30447E+01  0.00278 0.06286 0.40777 0.52660
  0.15000E+02  0.64651E-01  0.20725E+01 0.20423E+01  0.00365 0.05812 0.44594 0.49230
  0.25000E+02  0.70354E-01  0.30452E+00 0.23691E+00  0.00541 0.01392 0.49304 0.48763
  0.35000E+02  0.71912E-01  0.51300E-01 0.46801E-01  0.00823 0.00083 0.49562 0.49531
  0.45000E+02  0.71967E-01  0.30182E-01 0.29763E-01  0.00935 0.00003 0.49551 0.49512
  0.55000E+02  0.71928E-01  0.23037E-01 0.22899E-01  0.01013 0.00000 0.49496 0.49490
  0.65000E+02  0.71905E-01  0.20055E-01 0.19883E-01  0.01064 0.00000 0.49479 0.49457
  0.75000E+02  0.71935E-01  0.14342E-01 0.13854E-01  0.01005 0.00000 0.49514 0.49481
  0.85000E+02  0.71938E-01  0.11017E-01 0.10962E-01  0.00992 0.00000 0.49505 0.49502
  0.95000E+02  0.71944E-01  0.73302E-02 0.75740E-02  0.00976 0.00000 0.49504 0.49520
  0.10500E+03  0.72012E-01  0.55737E-02 0.55264E-02  0.00844 0.00000 0.49579 0.49577
  0.11500E+03  0.72063E-01  0.37702E-02 0.35837E-02  0.00746 0.00000 0.49637 0.49616
  0.12500E+03  0.72077E-01  0.27652E-02 0.26773E-02  0.00712 0.00000 0.49642 0.49646
  0.13500E+03  0.72159E-01  0.14587E-02 0.14791E-02  0.00549 0.00000 0.49725 0.49726
  0.14500E+03  0.72215E-01  0.86472E-03 0.79027E-03  0.00439 0.00000 0.49784 0.49776
  0.15500E+03  0.72255E-01  0.62292E-03 0.54039E-03  0.00359 0.00000 0.49824 0.49818
  0.16500E+03  0.72261E-01  0.40427E-03 0.42227E-03  0.00345 0.00000 0.49827 0.49829
  0.17500E+03  0.72325E-01  0.31066E-03 0.28819E-03  0.00219 0.00000 0.49891 0.49889
  0.18500E+03  0.72336E-01  0.53971E-04 0.51330E-04  0.00197 0.00000 0.49902 0.49902
  0.19500E+03  0.72360E-01  0.27570E-04 0.27570E-04  0.00149 0.00000 0.49926 0.49926
  0.20500E+03  0.72385E-01  0.28013E-05 0.28013E-05  0.00099 0.00000 0.49951 0.49951
  0.21500E+03  0.72407E-01  0.24749E-04 0.24749E-04  0.00054 0.00000 0.49973 0.49973
  0.22500E+03  0.72423E-01  0.28714E-05 0.28714E-05  0.00022 0.00000 0.49989 0.49989
  0.23500E+03  0.72426E-01  0.00000E+00 0.00000E+00  0.00017 0.00000 0.49992 0.49992
