 cpt#    psproj# nr.coll energy       directional cosines x,y,z                        emission site x,y,z
                         (eV)                                                          (Angs)
   1        6379   42    0.3338E+03  -0.45684758E+00  0.47375929E+00  0.75288934E+00  -0.252295E+01 -0.580187E+02  0.496819E+02
   2        6380    2    0.3361E+03  -0.18351643E+00 -0.15516677E+00 -0.97069299E+00  -0.249015E+01 -0.710231E+01 -0.142379E+02
   2        6381    3    0.2724E+03  -0.70668626E+00  0.17733017E+00  0.68494403E+00  -0.180232E+01 -0.137645E+02  0.601401E+01
   2        6383    1    0.4163E+03  -0.35784131E+00 -0.92790604E+00  0.10459436E+00  -0.198144E+01 -0.916550E+01  0.534489E+00
   1        6384   25    0.4207E+03  -0.65171820E+00 -0.69352418E+00  0.30706283E+00  -0.136770E+01 -0.600470E+02  0.158285E+02
   1        6385  120    0.1095E+03  -0.67067230E+00  0.28693402E+00 -0.68400836E+00  -0.156725E+01 -0.596262E+02 -0.254780E+02
   1        6386  109    0.1601E+03  -0.72272056E+00 -0.33206239E-01 -0.69034213E+00  -0.103209E+01 -0.963795E+02  0.102152E+03
   1        6387   10    0.4593E+03  -0.89078426E+00 -0.34199831E+00  0.29923308E+00  -0.168282E+01 -0.210408E+02  0.772315E+01
   2        6389    9    0.1095E+02  -0.84635603E+00 -0.26703149E+00  0.46084237E+00  -0.145665E+01 -0.107792E+02 -0.390924E+01
   2        6390    1    0.2062E+03  -0.41327628E+00 -0.77676100E+00 -0.47523174E+00  -0.270287E+01 -0.112305E+02 -0.357353E+01
   2        6394    1    0.2921E+03  -0.33066559E+00 -0.19568948E+00  0.92323661E+00  -0.257279E+01 -0.585232E+01  0.675234E+01
   2        6397    7    0.2009E+03  -0.41217813E+00 -0.90323818E+00  0.11945634E+00  -0.174040E+01 -0.278286E+02 -0.779439E+00
   2        6398    4    0.3669E+03  -0.58523554E+00 -0.58611256E+00  0.56033134E+00  -0.225900E+01 -0.159217E+02  0.705737E+01
   1        6400    2    0.4890E+03  -0.47496986E+00 -0.77748179E+00  0.41222015E+00  -0.246217E+01 -0.121263E+02  0.293317E+01
   1        6401   10    0.4549E+03  -0.72240889E+00 -0.43560702E+00  0.53700262E+00  -0.267225E+01 -0.246355E+02  0.770922E+01
   2        6402    1    0.2786E+03  -0.25778890E+00 -0.86211753E+00 -0.43623173E+00  -0.227559E+01 -0.106559E+02 -0.330313E+01
   1        6404   13    0.4448E+03  -0.47054461E+00 -0.37350893E+00 -0.79942399E+00  -0.262419E+01 -0.267396E+02 -0.134551E+02
   2        6406    2    0.2146E+03  -0.68025470E+00 -0.61844891E+00  0.39341372E+00  -0.241470E+01 -0.865345E+01  0.244565E+01
   1        6407  137    0.8046E+02  -0.83107084E+00 -0.49487698E+00 -0.25380674E+00  -0.234043E+01 -0.104728E+03 -0.494382E+00
   1        6408   26    0.3817E+03  -0.99526602E+00  0.47269527E-01 -0.84917709E-01  -0.478033E+00 -0.158712E+02 -0.244306E+02
   1        6409    2    0.4888E+03  -0.31549314E+00 -0.93643135E+00 -0.15349396E+00  -0.195528E+01 -0.158192E+02 -0.160197E+01
   2        6410    4    0.3321E+03  -0.76847255E+00 -0.45772681E+00 -0.44714203E+00  -0.118690E+01 -0.123336E+02 -0.256752E+01
   2        6411    2    0.2784E+03  -0.37689576E+00 -0.87162459E+00  0.31340089E+00  -0.233926E+01 -0.144831E+02  0.362674E+01
   2        6412    2    0.1903E+03  -0.50416213E+00 -0.60665685E+00 -0.61464453E+00  -0.221892E+01 -0.979827E+01 -0.144117E+01
   1        6413    6    0.4675E+03  -0.92783225E+00 -0.22413871E+00 -0.29814297E+00  -0.790343E+00 -0.128959E+02 -0.447945E+01
   1        6415   28    0.3917E+03  -0.58573729E+00 -0.80584651E+00 -0.86737014E-01  -0.177830E+01 -0.596541E+02  0.222117E+02
   1        6416   12    0.4573E+03  -0.73729533E+00 -0.25451306E+00  0.62579441E+00  -0.239031E+01 -0.261259E+02 -0.118976E+01
   1        6418    4    0.4601E+03  -0.86279231E+00  0.37901333E+00 -0.33457196E+00  -0.157849E+01 -0.572674E+01 -0.385929E+01
   1        6422   57    0.2930E+03  -0.50078940E+00  0.22817053E+00 -0.83495390E+00  -0.229616E+01 -0.670025E+02 -0.862827E+02
   1        6424   16    0.4432E+03  -0.66607720E+00 -0.59275144E+00 -0.45275471E+00  -0.233402E+01 -0.365145E+02 -0.148391E+02
   1        6426   47    0.3421E+03  -0.30643079E+00 -0.95085943E+00  0.44345599E-01  -0.241305E+01 -0.108193E+03 -0.383363E+02
   2        6428    8    0.3739E+02  -0.65258491E+00 -0.34358713E+00 -0.67533743E+00  -0.172572E+01 -0.138024E+02 -0.402371E+01
   1        6429  110    0.1216E+03  -0.46442103E+00  0.76436937E+00  0.44727248E+00  -0.225755E+01 -0.719067E+02 -0.529340E+02
   2        6430    4    0.3710E+03  -0.50994575E+00 -0.67432308E+00  0.53408206E+00  -0.209041E+01 -0.151268E+02  0.544539E+01
   2        6431    2    0.4200E+03  -0.32766178E+00 -0.94284892E+00  0.60610976E-01  -0.260064E+01 -0.133796E+02  0.389519E+00
   2        6438    6    0.2733E+03  -0.61035335E+00 -0.41849899E+00 -0.67255276E+00  -0.231754E+01 -0.175567E+02 -0.809617E+01
   2        6439    1    0.4157E+03  -0.22640011E+00 -0.83541369E+00  0.50082618E+00  -0.257723E+01 -0.182095E+02  0.761368E+01
   1        6440   38    0.3418E+03  -0.50032669E+00 -0.59638816E+00 -0.62768954E+00  -0.166490E+01 -0.493214E+00  0.130328E+02
   1        6441    5    0.4726E+03  -0.61431462E+00 -0.74411821E+00 -0.26249859E+00  -0.167053E+01 -0.146255E+02 -0.168994E+01
   1        6442   16    0.4015E+03  -0.28638712E+00 -0.90056020E+00 -0.32706794E+00  -0.222639E+01 -0.402041E+02 -0.791343E+01
   2        6443    4    0.1653E+03  -0.77231711E+00 -0.38197672E+00 -0.50756282E+00  -0.253469E+01 -0.114146E+02 -0.323081E+01
   1        6444   48    0.3255E+03  -0.99185359E+00  0.60951421E-02  0.12723722E+00  -0.232698E+01 -0.966333E+02  0.310641E+02
   1        6445    8    0.4560E+03  -0.73181576E+00  0.18986867E+00  0.65451926E+00  -0.171697E+01 -0.999219E+01  0.118959E+02
   1        6446   11    0.4566E+03  -0.18187702E+00 -0.65557241E+00  0.73290211E+00  -0.245800E+01 -0.353269E+02  0.256993E+02
   1        6448   12    0.4384E+03  -0.61939979E+00 -0.32724854E+00 -0.71361905E+00  -0.194578E+01 -0.222738E+02 -0.190100E+02
   1        6449  131    0.9112E+02  -0.80056340E+00  0.49604428E+00 -0.33621150E+00  -0.136165E+01 -0.735819E+02  0.115244E+03
   2        6450   14    0.2377E+02  -0.92097247E+00 -0.10110364E+00  0.37628141E+00  -0.237498E+01 -0.280244E+02  0.560446E+01
   2        6451    2    0.7405E+01  -0.78795063E+00 -0.43380624E+00  0.43697357E+00  -0.190910E+01 -0.970497E+01  0.268200E+01
   2        6452    5    0.1296E+03  -0.72501343E+00 -0.68770003E+00  0.37736483E-01  -0.244806E+01 -0.152496E+02  0.395135E+01
   1        6454   53    0.3145E+03  -0.86300671E+00 -0.50469363E+00  0.22442553E-01  -0.251113E+01 -0.302214E+02  0.666032E+02
   2        6455    9    0.6863E+02  -0.73913562E+00 -0.47896010E+00  0.47357750E+00  -0.237494E+01 -0.131203E+02 -0.528779E+01
   1        6459   17    0.4266E+03  -0.92649728E+00 -0.28188425E+00  0.24928692E+00  -0.206513E+01 -0.393197E+02 -0.141888E+01
   2        6460    5    0.2589E+03  -0.70028991E+00  0.50548035E+00 -0.50406706E+00  -0.149523E+01 -0.137616E+02 -0.226295E+01
   1        6461  121    0.1381E+03  -0.92958164E+00  0.12823702E+00 -0.34559089E+00  -0.978485E+00 -0.123443E+03 -0.138575E+02
   2        6463    6    0.2781E+03  -0.34137198E+00 -0.93950438E+00 -0.28223185E-01  -0.240986E+01 -0.247509E+02  0.345534E+01
   1        6464   36    0.3734E+03  -0.48618945E+00 -0.82861018E+00  0.27753341E+00  -0.261308E+01 -0.649660E+02  0.497286E+02
   1        6465   11    0.4589E+03  -0.21757948E+00 -0.96962279E+00 -0.11176173E+00  -0.264021E+01 -0.407033E+02  0.436189E-01
   1        6469   16    0.4353E+03  -0.99502939E+00 -0.97746603E-01  0.19023512E-01  -0.793389E+00 -0.317546E+02 -0.868041E+00
   1        6471   17    0.4130E+03  -0.71712703E+00 -0.64704669E+00  0.25895825E+00  -0.199186E+01 -0.398243E+02 -0.670338E+01
   1        6472  224    0.6319E+01  -0.94915879E+00 -0.23773689E-01  0.31389880E+00  -0.236998E+01 -0.165183E+03  0.852812E+01
   1        6473    2    0.4908E+03  -0.30203256E+00 -0.93088096E+00  0.20551586E+00  -0.246113E+01 -0.146483E+02  0.188044E+01
   2        6474    2    0.2852E+03  -0.28169352E+00 -0.90516502E+00  0.31831610E+00  -0.257674E+01 -0.163713E+02  0.491044E+01
   2        6475    5    0.8345E+02  -0.92996246E+00  0.36667994E+00  0.26751943E-01  -0.246405E+01 -0.104339E+02 -0.233228E+01
   1        6478    2    0.4898E+03  -0.14910398E+00 -0.95567918E+00  0.25386101E+00  -0.261850E+01 -0.265361E+02  0.552514E+01
   1        6479  118    0.1160E+03  -0.82857317E+00  0.26798589E-01  0.55923915E+00  -0.211766E+01 -0.321923E+01  0.474900E+02
   2        6480    5    0.8479E+02  -0.97480345E+00 -0.12392255E+00 -0.18547593E+00  -0.151678E+01 -0.713280E+01  0.401143E+01
   1        6481    5    0.4705E+03  -0.33531231E+00 -0.81975609E+00 -0.46429044E+00  -0.263439E+01 -0.245777E+02 -0.734820E+01
   2        6482    3    0.3282E+03  -0.40544379E+00 -0.60020334E+00 -0.68947172E+00  -0.185914E+01 -0.126246E+02 -0.476060E+01
   2        6492    1    0.4403E+03  -0.18993963E+00 -0.92547339E+00  0.32775277E+00  -0.247033E+01 -0.129610E+02  0.327928E+01
   2        6495    2    0.3546E+03  -0.49452016E+00 -0.46046486E+00  0.73717147E+00  -0.246568E+01 -0.109333E+02  0.783505E+01
   2        6497    1    0.2944E+03  -0.59078509E+00 -0.23284884E+00 -0.77249867E+00  -0.193107E+01 -0.735545E+01 -0.382225E+01
   2        6498    2    0.4360E+03  -0.48687115E+00 -0.86012113E+00  0.15214412E+00  -0.203372E+01 -0.857186E+01  0.104350E+01
   1        6499   59    0.3037E+03  -0.96252978E+00 -0.45771658E-01 -0.26728490E+00  -0.235626E+01 -0.112922E+03 -0.608161E+02
   1        6500  105    0.1489E+03  -0.89863390E+00 -0.15149938E+00 -0.41170976E+00  -0.133676E+01 -0.514179E+02  0.693312E+02
   2        6501    1    0.3126E+03  -0.86185580E+00 -0.49759260E+00 -0.98010384E-01  -0.245719E+01 -0.529054E+01 -0.239220E+00
   1        6503   47    0.3302E+03  -0.73850459E+00 -0.65242404E+00  0.17015800E+00  -0.999501E+00 -0.834853E+02  0.392401E+02
   2        6504    4    0.4369E+03  -0.38118887E+00 -0.85624188E+00 -0.34863243E+00  -0.219936E+01 -0.176277E+02 -0.196566E+01
   1        6505    2    0.4598E+03  -0.60531199E+00 -0.31072074E+00  0.73283690E+00  -0.157813E+01 -0.859841E+01  0.358573E+01
   1        6506  160    0.4200E+02  -0.91860121E+00  0.34222043E+00  0.19762804E+00  -0.269848E+01 -0.343946E+02  0.436403E+02
   2        6508    3    0.2106E+03  -0.27486619E+00 -0.32931396E+00 -0.90332758E+00  -0.249488E+01 -0.124402E+02 -0.937151E+01
   2        6511    1    0.3237E+03  -0.23279011E+00 -0.96168256E+00 -0.14482868E+00  -0.217251E+01 -0.113031E+02 -0.110116E+01
   2        6512    6    0.1556E+03  -0.70889300E+00 -0.44710127E+00 -0.54550070E+00  -0.254526E+01 -0.161442E+02 -0.618687E+01
   1        6515   77    0.2206E+03  -0.83290905E+00 -0.22987317E+00 -0.50340903E+00  -0.195033E+01 -0.132751E+03  0.861971E+02
   2        6517    4    0.4474E+03  -0.21577427E+00 -0.97642553E+00 -0.58739181E-02  -0.227984E+01 -0.236995E+02 -0.583385E+00
   1        6520   10    0.4509E+03  -0.81271797E+00 -0.45883054E+00  0.35911539E+00  -0.150701E+01 -0.229710E+02 -0.113869E+02
   1        6521  207    0.6916E+01  -0.92481905E+00  0.75823218E-01  0.37277395E+00  -0.178182E+01  0.152602E+02 -0.598555E+01
   1        6522    5    0.4617E+03  -0.54788601E+00  0.15379193E+00 -0.82229483E+00  -0.187443E+01 -0.140470E+02 -0.642333E+01
   1        6523  112    0.1297E+03  -0.69945115E+00  0.55790663E+00  0.44666332E+00  -0.263704E+01  0.224717E+02  0.682166E+02
   2        6525    4    0.3148E+03  -0.55578643E+00 -0.54528815E+00  0.62750483E+00  -0.212887E+01 -0.164831E+02  0.337926E+01
   1        6527   12    0.4335E+03  -0.68826532E+00 -0.14220659E+00 -0.71138448E+00  -0.228002E+01 -0.211095E+02 -0.162102E+02
   1        6529   15    0.4143E+03  -0.53227907E+00 -0.77362531E+00  0.34377724E+00  -0.211658E+01 -0.298652E+02  0.233516E+02
   2        6530   12    0.8590E+02  -0.70449400E+00 -0.69157195E+00 -0.15942515E+00  -0.101933E+01 -0.222362E+02  0.742939E+01
   2        6532    5    0.2075E+03  -0.84527671E+00 -0.46762019E+00  0.25853154E+00  -0.160422E+01 -0.157963E+02  0.233949E+01
   1        6533   15    0.4298E+03  -0.67064512E+00 -0.56509948E+00  0.48051801E+00  -0.263667E+01 -0.323764E+02  0.178714E+02
   2        6534    3    0.3673E+03  -0.49633458E+00 -0.72129714E+00 -0.48309651E+00  -0.153497E+01 -0.122029E+02 -0.922895E+01
   2        6536    3    0.3529E+03  -0.63389939E+00 -0.77278942E+00 -0.31114254E-01  -0.171495E+01 -0.125408E+02 -0.169038E+01
   1        6537   46    0.3097E+03  -0.52685589E+00  0.79878432E+00  0.29045889E+00  -0.167302E+01 -0.884357E+02 -0.185949E+02
   1        6538    6    0.4734E+03  -0.44746220E+00 -0.83798814E+00  0.31233546E+00  -0.247958E+01 -0.249354E+02  0.313696E+01
   1        6539    2    0.4615E+03  -0.86142445E+00 -0.42403245E+00 -0.27954283E+00  -0.177163E+01 -0.113070E+02 -0.132638E+01
   1        6540    4    0.4719E+03  -0.26255769E+00 -0.73434159E-01  0.96211791E+00  -0.261942E+01 -0.875227E+01  0.166349E+02
   2        6541    3    0.3709E+03  -0.30656680E+00 -0.92750740E+00  0.21388488E+00  -0.231782E+01 -0.177827E+02  0.308934E+01
   1        6548   55    0.2977E+03  -0.97514468E+00 -0.15473793E+00 -0.15858464E+00  -0.141686E+01 -0.939460E+02 -0.107296E+02
   2        6549    3    0.4161E+03  -0.38983107E+00 -0.91864914E+00  0.64151421E-01  -0.197863E+01 -0.159179E+02  0.386802E+00
   2        6550    5    0.1292E+03  -0.70935059E+00 -0.50792021E+00 -0.48871124E+00  -0.169931E+01 -0.153075E+02 -0.571913E+01
   2        6551   10    0.1951E+02  -0.60716629E+00 -0.33414492E+00 -0.72089952E+00  -0.182223E+01  0.385557E+00  0.260065E+01
   1        6555    5    0.4765E+03  -0.44793996E+00 -0.89081746E+00  0.76118901E-01  -0.192922E+01 -0.161816E+02  0.101051E+01
   1        6558  172    0.2824E+02  -0.85196036E+00 -0.50400537E+00 -0.14192326E+00  -0.219828E+01 -0.163376E+03 -0.539800E+02
   2        6561    3    0.2035E+03  -0.56706166E+00 -0.59355849E+00  0.57107735E+00  -0.202626E+01 -0.112903E+02  0.732916E+01
   1        6562   42    0.3414E+03  -0.34830621E+00  0.49430171E+00 -0.79645991E+00  -0.226902E+01  0.153816E+02 -0.841220E+02
   1        6563    1    0.4873E+03  -0.38202268E+00 -0.91403592E+00 -0.13637051E+00  -0.185187E+01 -0.923282E+01 -0.688872E+00
   1        6565  188    0.2738E+02  -0.56765956E+00 -0.64459091E+00 -0.51211834E+00  -0.251171E+01 -0.226871E+03  0.524393E+02
   2        6566    1    0.3508E+03  -0.70375323E+00 -0.62916481E+00  0.32997400E+00  -0.200969E+01 -0.589740E+01  0.837350E+00
   1        6568   81    0.2122E+03  -0.74854094E+00  0.81002712E-01  0.65812224E+00  -0.208240E+01 -0.457993E+02  0.114339E+03
   2        6577    4    0.2154E+03  -0.92070603E+00 -0.17274553E+00  0.34994179E+00  -0.784046E+00 -0.124296E+02  0.190645E+01
   1        6578  103    0.1324E+03  -0.78195536E+00 -0.61641902E+00 -0.92592463E-01  -0.122772E+01 -0.103479E+03  0.640965E+02
   1        6579   11    0.4147E+03  -0.98437935E+00  0.17058574E+00 -0.43562993E-01  -0.149678E+01 -0.138793E+02 -0.149878E+02
   2        6580    5    0.5376E+02  -0.80377644E+00  0.64089105E-01 -0.59146929E+00  -0.194504E+01 -0.908416E+01 -0.953147E+01
   2        6581    2    0.3289E+03  -0.71698850E+00 -0.61651212E+00 -0.32533079E+00  -0.163635E+01 -0.905622E+01 -0.549873E+00
   1        6582  167    0.5311E+02  -0.87489885E+00 -0.44363692E+00 -0.19426316E+00  -0.238296E+01 -0.149523E+03  0.111170E+03
   1        6583    2    0.4869E+03  -0.30006000E+00 -0.95354050E+00  0.26917236E-01  -0.249001E+01 -0.184972E+02  0.396756E+00
   1        6591   37    0.3772E+03  -0.55304521E+00 -0.79331738E+00 -0.25453568E+00  -0.214578E+01 -0.901456E+02  0.753677E+01
   1        6592    3    0.4825E+03  -0.48017004E+00 -0.52167654E+00  0.70518804E+00  -0.259671E+01 -0.127497E+02  0.671247E+01
   2        6595    2    0.3950E+03  -0.37116554E+00 -0.72436780E+00 -0.58097094E+00  -0.199072E+01 -0.780236E+01 -0.311784E+01
   1        6598   22    0.4058E+03  -0.42566517E+00  0.20335971E+00 -0.88173348E+00  -0.232870E+01 -0.242464E+02 -0.319515E+02
   1        6599   89    0.1756E+03  -0.90773243E+00 -0.39759144E+00  0.13395138E+00  -0.218750E+01  0.154241E+02  0.120375E+02
   1        6601   84    0.2401E+03  -0.65591073E+00  0.72311151E+00  0.21654327E+00  -0.258564E+01 -0.149751E+02 -0.469461E+02
   1        6602   80    0.2350E+03  -0.67946428E+00 -0.58843940E+00  0.43825483E+00  -0.108013E+01 -0.131483E+02  0.109128E+03
   1        6603   20    0.4145E+03  -0.69393045E+00  0.30999750E+00 -0.64989382E+00  -0.265833E+01 -0.144386E+02 -0.332034E+02
   1        6604   10    0.4443E+03  -0.74150807E+00 -0.67092323E+00  0.52649011E-02  -0.266357E+01 -0.244753E+02  0.770486E+01
   1        6605   20    0.4198E+03  -0.33120635E+00 -0.13103154E+00 -0.93441594E+00  -0.254669E+01 -0.268585E+02 -0.409670E+02
   1        6607   94    0.2245E+03  -0.48207787E+00 -0.15121572E+00 -0.86298013E+00  -0.178026E+01 -0.902394E+02 -0.158696E+03
   1        6609   11    0.4483E+03  -0.91768026E+00  0.18338871E+00  0.35246468E+00  -0.117699E+01 -0.171688E+02  0.121285E+02
   1        6610   56    0.2994E+03  -0.91468239E+00 -0.17726316E+00  0.36322689E+00  -0.244137E+01 -0.792738E+02  0.619188E+02
   1        6612   31    0.3586E+03  -0.71303153E+00  0.58377051E+00  0.38832694E+00  -0.133119E+01  0.125373E+02  0.375839E+02
   1        6614   87    0.1977E+03  -0.75250155E+00 -0.24590144E+00  0.61096132E+00  -0.185237E+01 -0.139383E+03  0.197776E+02
   2        6615    3    0.2174E+03  -0.91846424E+00  0.81493631E-01  0.38701695E+00  -0.133356E+01 -0.736393E+01  0.414152E+01
   2        6616    3    0.4302E+03  -0.36991894E+00 -0.76775044E+00 -0.52318174E+00  -0.259648E+01 -0.194670E+02 -0.584327E+01
   1        6617   99    0.1568E+03  -0.55397362E+00  0.71654660E+00  0.42387986E+00  -0.200619E+01  0.711592E+02  0.697483E+01
   2        6622    3    0.3904E+03  -0.50897890E+00 -0.35809571E+00  0.78275669E+00  -0.226320E+01 -0.100168E+02  0.514163E+01
   2        6623    5    0.2431E+03  -0.76262957E+00 -0.60706729E+00 -0.22330543E+00  -0.250254E+01 -0.156111E+02 -0.580721E+01
   2        6624    7    0.1255E+03  -0.84782654E+00 -0.10235608E+00  0.52030110E+00  -0.182629E+01 -0.193832E+02  0.819171E+01
   1        6625   14    0.4328E+03  -0.74688590E+00 -0.38754955E+00  0.54033953E+00  -0.147924E+01 -0.328335E+02  0.189043E+01
   2        6626    7    0.6937E+02  -0.37750000E+00 -0.75400400E+00  0.53756100E+00  -0.263468E+01 -0.232599E+02  0.686941E+01
   1        6627    7    0.4711E+03  -0.14322141E+00 -0.91883969E+00  0.36772424E+00  -0.243254E+01 -0.409458E+02  0.888716E+01
   1        6631   69    0.2478E+03  -0.93959856E+00  0.19188783E+00  0.28343198E+00  -0.796682E+00 -0.192909E+02  0.642672E+02
   1        6632   98    0.1807E+03  -0.80527198E+00 -0.57989329E+00  0.12353435E+00  -0.195508E+01 -0.102948E+03  0.412022E+01
   1        6633   62    0.2718E+03  -0.68398976E+00  0.47221625E+00  0.55603021E+00  -0.175567E+01 -0.219940E+02  0.308951E+02
   2        6638    2    0.3487E+03  -0.79842758E+00 -0.59874445E+00 -0.63391261E-01  -0.239373E+01 -0.750441E+01 -0.148065E+01
   1        6641   76    0.2281E+03  -0.81555462E+00  0.64183295E-01 -0.57510960E+00  -0.971840E+00 -0.115892E+02  0.143801E+02
   2        6642    7    0.3247E+03  -0.52036959E+00 -0.65250254E+00  0.55086833E+00  -0.147505E+01 -0.209751E+02  0.529689E+01
   1        6643   33    0.3647E+03  -0.34360236E+00  0.81692296E+00  0.46322155E+00  -0.221038E+01  0.865983E+01  0.415516E+02
   1        6644   10    0.4572E+03  -0.40108457E+00 -0.27268764E+00  0.87451279E+00  -0.253626E+01 -0.159592E+02  0.236847E+02
   1        6645  148    0.7531E+02  -0.97148216E+00  0.20235240E-01  0.23624751E+00  -0.217283E+01  0.438709E+02 -0.101266E+03
   1        6646    1    0.4870E+03  -0.62196374E+00 -0.65974486E+00  0.42177927E+00  -0.185651E+01 -0.101193E+02  0.208250E+01
   1        6647   29    0.3795E+03  -0.72131318E+00 -0.46536946E+00 -0.51297015E+00  -0.139848E+01 -0.421291E+02 -0.233495E+02
   1        6650   10    0.4354E+03  -0.95124114E+00 -0.64520158E-01 -0.30162448E+00  -0.215151E+01 -0.276445E+02 -0.296895E+01
   2        6651    5    0.2437E+03  -0.48717082E+00 -0.75168836E+00  0.44455504E+00  -0.261566E+01 -0.192992E+02  0.653434E+01
   2        6653    3    0.3886E+03  -0.38962758E+00 -0.77349252E+00  0.49989963E+00  -0.201431E+01 -0.167985E+02  0.803323E+01
   2        6654    5    0.4324E+03  -0.63598680E+00 -0.76258242E+00 -0.11827483E+00  -0.267669E+01 -0.189762E+02 -0.118376E+01
   1        6655  191    0.8430E+01  -0.63959056E+00 -0.75968444E+00 -0.11748742E+00  -0.210479E+01 -0.111060E+03  0.276181E+02
   2        6656    2    0.3177E+03  -0.44507957E+00 -0.87864333E+00 -0.17288649E+00  -0.260254E+01 -0.138282E+02 -0.149204E+01
   2        6658    1    0.3915E+03  -0.52157158E+00 -0.81636035E+00  0.24802963E+00  -0.162756E+01 -0.639142E+01  0.652173E+00
   2        6659    1    0.2146E+03  -0.39183098E+00 -0.80586475E+00 -0.44390348E+00  -0.218541E+01 -0.846637E+01 -0.226151E+01
   1        6660   26    0.3914E+03  -0.66348034E+00 -0.65925014E+00 -0.35381198E+00  -0.128583E+01 -0.456872E+02  0.186303E+02
   1        6661   26    0.3943E+03  -0.45409042E+00  0.85536987E+00 -0.24928753E+00  -0.227798E+01  0.122266E+02 -0.240326E+02
   1        6663  196    0.2731E+02  -0.92784351E+00  0.15704302E+00  0.33829537E+00  -0.164959E+01 -0.117466E+03 -0.205722E+03
   2        6665    3    0.1585E+03  -0.56431508E+00 -0.50940984E+00  0.64965379E+00  -0.247801E+01 -0.160435E+02  0.189973E+01
   2        6666    3    0.3299E+02  -0.46511251E+00 -0.22986925E+00 -0.85488623E+00  -0.209285E+01 -0.123888E+02 -0.560776E+01
   1        6667    7    0.4630E+03  -0.81802779E+00 -0.50957537E+00 -0.26676458E+00  -0.861962E+00 -0.186423E+02  0.298334E+01
   2        6669    2    0.2418E+03  -0.54047185E+00 -0.71036321E+00 -0.45085955E+00  -0.172825E+01 -0.123117E+02 -0.284652E+01
   2        6670    1    0.2802E+03  -0.56616557E+00 -0.28016484E+00  0.77521878E+00  -0.219993E+01 -0.703269E+01  0.378425E+01
   2        6672   11    0.9707E+01  -0.76408869E+00 -0.41506523E+00 -0.49385163E+00  -0.202688E+01 -0.102944E+02  0.426618E+00
   2        6673    2    0.4533E+03  -0.38189164E+00 -0.91532189E+00  0.12784542E+00  -0.255073E+01 -0.150793E+02  0.203424E+01
   2        6674    2    0.6772E+02  -0.93749231E+00 -0.13569430E+00 -0.32046077E+00  -0.191767E+01 -0.931010E+01 -0.276790E+00
   1        6676   47    0.3009E+03  -0.87813401E+00 -0.47037119E+00  0.87358274E-01  -0.223261E+01 -0.566634E+02  0.404360E+02
   1        6679  110    0.1284E+03  -0.63126135E+00 -0.43552440E+00  0.64173788E+00  -0.144281E+01 -0.136944E+03  0.512653E+02
   2        6681    5    0.7834E+02  -0.84776604E+00 -0.35171900E-01  0.52920282E+00  -0.208548E+01 -0.109623E+02  0.760385E+01
   2        6683   14    0.2905E+02  -0.71384859E+00 -0.24907370E+00  0.65450925E+00  -0.160199E+01 -0.116563E+02  0.183214E+02
   1        6686   44    0.3253E+03  -0.63584840E+00 -0.66862231E+00 -0.38553965E+00  -0.123310E+01 -0.709186E+02 -0.201323E+02
   2        6688    9    0.8810E+02  -0.86090797E+00  0.77677995E-01 -0.50279546E+00  -0.102213E+01 -0.667925E+01  0.666389E+01
   2        6691    8    0.2205E+03  -0.32052243E+00  0.16755722E+00  0.93230349E+00  -0.225458E+01 -0.188496E+02  0.143263E+02
   1        6693    3    0.4816E+03  -0.60416269E+00 -0.72439122E+00 -0.33203113E+00  -0.236801E+01 -0.126940E+02 -0.283064E+01
   2        6695   10    0.1664E+02  -0.89815611E+00  0.85011005E-01 -0.43138000E+00  -0.987992E+00 -0.112063E+02  0.124281E+02
   1        6696   83    0.2002E+03  -0.71837765E+00  0.36623430E+00 -0.59144384E+00  -0.267416E+01  0.208602E+02  0.411998E+01
   2        6698    4    0.3624E+03  -0.19477174E+00 -0.50158602E+00  0.84289712E+00  -0.232371E+01 -0.219051E+02  0.162186E+02
   2        6699    2    0.4686E+03  -0.18403165E+00 -0.97980672E+00 -0.78172997E-01  -0.232098E+01 -0.189357E+02 -0.109768E+01
   2        6700    5    0.1046E+02  -0.84242749E+00 -0.37378621E+00  0.38807178E+00  -0.212786E+01 -0.744222E+01  0.319770E+01
   2        6702    3    0.2114E+03  -0.59805661E+00 -0.79969156E+00 -0.53117741E-01  -0.175446E+01 -0.129944E+02  0.792540E-01
   1        6703  125    0.1080E+03  -0.91768819E+00 -0.32539499E+00 -0.22796139E+00  -0.110510E+01 -0.449261E+02 -0.528303E+02
   1        6704   18    0.4334E+03  -0.54977268E+00 -0.24261294E+00  0.79930514E+00  -0.230106E+01 -0.313166E+02  0.264650E+02
   1        6707    8    0.4615E+03  -0.55200762E+00 -0.82818437E+00  0.96944094E-01  -0.226950E+01 -0.251772E+02  0.600315E+01
   2        6708    5    0.2486E+03  -0.76322466E+00 -0.60559267E+00  0.22526786E+00  -0.120346E+01 -0.172765E+02  0.185311E+01
   1        6709   74    0.2253E+03  -0.99335146E+00  0.11324490E+00  0.20692304E-01  -0.242639E+01 -0.687124E+02 -0.656764E+01
   1        6710    2    0.4883E+03  -0.10168890E+00 -0.98043531E+00  0.16854033E+00  -0.249190E+01 -0.340461E+02  0.504471E+01
