  0.824552E+00 F
   0.4694E+00   0.4705E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.58786E-01  0.46015E+01 0.50937E+01  0.00512 0.10392 0.34289 0.54808
  0.15000E+02  0.63756E-01  0.17120E+01 0.16434E+01  0.00745 0.06500 0.44088 0.48666
  0.25000E+02  0.67008E-01  0.72276E+00 0.58187E+00  0.00985 0.03841 0.47343 0.47831
  0.35000E+02  0.71338E-01  0.10753E+00 0.94391E-01  0.01445 0.00284 0.49173 0.49098
  0.45000E+02  0.71573E-01  0.57109E-01 0.56385E-01  0.01727 0.00006 0.49167 0.49100
  0.55000E+02  0.71536E-01  0.43717E-01 0.42898E-01  0.01819 0.00000 0.49127 0.49054
  0.65000E+02  0.71486E-01  0.35159E-01 0.35147E-01  0.01910 0.00000 0.49054 0.49036
  0.75000E+02  0.71515E-01  0.27821E-01 0.27142E-01  0.01863 0.00000 0.49103 0.49035
  0.85000E+02  0.71543E-01  0.21683E-01 0.21580E-01  0.01791 0.00000 0.49103 0.49106
  0.95000E+02  0.71551E-01  0.14820E-01 0.15198E-01  0.01767 0.00000 0.49099 0.49134
  0.10500E+03  0.71624E-01  0.10912E-01 0.10562E-01  0.01629 0.00000 0.49190 0.49181
  0.11500E+03  0.71756E-01  0.77139E-02 0.74432E-02  0.01367 0.00000 0.49335 0.49298
  0.12500E+03  0.71815E-01  0.53992E-02 0.52083E-02  0.01241 0.00000 0.49380 0.49380
  0.13500E+03  0.71960E-01  0.34778E-02 0.35319E-02  0.00950 0.00000 0.49529 0.49521
  0.14500E+03  0.71977E-01  0.19441E-02 0.17304E-02  0.00917 0.00000 0.49547 0.49536
  0.15500E+03  0.72073E-01  0.12835E-02 0.10907E-02  0.00722 0.00000 0.49643 0.49635
  0.16500E+03  0.72125E-01  0.79147E-03 0.86095E-03  0.00617 0.00000 0.49690 0.49693
  0.17500E+03  0.72221E-01  0.45872E-03 0.43751E-03  0.00426 0.00000 0.49788 0.49786
  0.18500E+03  0.72247E-01  0.18274E-03 0.12949E-03  0.00374 0.00000 0.49814 0.49812
  0.19500E+03  0.72314E-01  0.88469E-04 0.11018E-03  0.00239 0.00000 0.49879 0.49882
  0.20500E+03  0.72354E-01  0.31675E-04 0.33729E-04  0.00160 0.00000 0.49920 0.49920
  0.21500E+03  0.72367E-01  0.27574E-04 0.27574E-04  0.00134 0.00000 0.49933 0.49933
  0.22500E+03  0.72397E-01  0.21902E-05 0.21902E-05  0.00074 0.00000 0.49963 0.49963
  0.23500E+03  0.72413E-01  0.00000E+00 0.00000E+00  0.00044 0.00000 0.49978 0.49978
