  0.934254E+00 F
   0.4048E+00   0.4051E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.59935E-01  0.30362E+01 0.33456E+01  0.00435 0.09434 0.36438 0.53692
  0.15000E+02  0.63761E-01  0.20877E+01 0.21027E+01  0.00600 0.06448 0.43526 0.49426
  0.25000E+02  0.68209E-01  0.57985E+00 0.46014E+00  0.00835 0.02939 0.48128 0.48099
  0.35000E+02  0.71536E-01  0.88187E-01 0.78431E-01  0.01263 0.00204 0.49313 0.49220
  0.45000E+02  0.71684E-01  0.49396E-01 0.48776E-01  0.01509 0.00002 0.49267 0.49222
  0.55000E+02  0.71669E-01  0.37710E-01 0.36890E-01  0.01550 0.00000 0.49259 0.49191
  0.65000E+02  0.71619E-01  0.30864E-01 0.30851E-01  0.01641 0.00000 0.49191 0.49168
  0.75000E+02  0.71633E-01  0.23688E-01 0.23039E-01  0.01618 0.00000 0.49213 0.49169
  0.85000E+02  0.71658E-01  0.18073E-01 0.18028E-01  0.01557 0.00000 0.49221 0.49222
  0.95000E+02  0.71683E-01  0.12442E-01 0.12895E-01  0.01502 0.00000 0.49237 0.49260
  0.10500E+03  0.71746E-01  0.93445E-02 0.89127E-02  0.01383 0.00000 0.49316 0.49302
  0.11500E+03  0.71847E-01  0.62465E-02 0.60556E-02  0.01181 0.00000 0.49423 0.49396
  0.12500E+03  0.71899E-01  0.44619E-02 0.44065E-02  0.01071 0.00000 0.49464 0.49464
  0.13500E+03  0.72000E-01  0.27775E-02 0.27762E-02  0.00870 0.00000 0.49569 0.49561
  0.14500E+03  0.72041E-01  0.17120E-02 0.15539E-02  0.00787 0.00000 0.49611 0.49603
  0.15500E+03  0.72128E-01  0.10494E-02 0.91076E-03  0.00613 0.00000 0.49698 0.49689
  0.16500E+03  0.72157E-01  0.68125E-03 0.74994E-03  0.00553 0.00000 0.49723 0.49725
  0.17500E+03  0.72252E-01  0.43034E-03 0.41069E-03  0.00364 0.00000 0.49819 0.49817
  0.18500E+03  0.72272E-01  0.10819E-03 0.55289E-04  0.00324 0.00000 0.49839 0.49837
  0.19500E+03  0.72322E-01  0.57387E-04 0.78076E-04  0.00224 0.00000 0.49887 0.49889
  0.20500E+03  0.72362E-01  0.29961E-04 0.32351E-04  0.00145 0.00000 0.49928 0.49928
  0.21500E+03  0.72377E-01  0.27579E-04 0.27579E-04  0.00115 0.00000 0.49942 0.49942
  0.22500E+03  0.72407E-01  0.25098E-05 0.25098E-05  0.00055 0.00000 0.49972 0.49972
  0.23500E+03  0.72415E-01  0.00000E+00 0.00000E+00  0.00040 0.00000 0.49980 0.49980
