  0.105551E+01 F
   0.3700E+00   0.3699E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.60726E-01  0.35390E+01 0.39263E+01  0.00390 0.08711 0.37371 0.53528
  0.15000E+02  0.63604E-01  0.22597E+01 0.22399E+01  0.00545 0.06629 0.43555 0.49272
  0.25000E+02  0.68722E-01  0.51293E+00 0.40398E+00  0.00758 0.02574 0.48487 0.48181
  0.35000E+02  0.71615E-01  0.78616E-01 0.70369E-01  0.01167 0.00178 0.49356 0.49299
  0.45000E+02  0.71739E-01  0.45458E-01 0.44660E-01  0.01399 0.00002 0.49331 0.49267
  0.55000E+02  0.71736E-01  0.34237E-01 0.33776E-01  0.01406 0.00000 0.49314 0.49280
  0.65000E+02  0.71676E-01  0.28117E-01 0.28037E-01  0.01526 0.00000 0.49251 0.49223
  0.75000E+02  0.71701E-01  0.21498E-01 0.20907E-01  0.01479 0.00000 0.49280 0.49241
  0.85000E+02  0.71720E-01  0.16713E-01 0.16646E-01  0.01432 0.00000 0.49286 0.49282
  0.95000E+02  0.71742E-01  0.11344E-01 0.11635E-01  0.01384 0.00000 0.49299 0.49317
  0.10500E+03  0.71815E-01  0.87529E-02 0.85075E-02  0.01241 0.00000 0.49381 0.49378
  0.11500E+03  0.71889E-01  0.58071E-02 0.55885E-02  0.01096 0.00000 0.49466 0.49439
  0.12500E+03  0.71937E-01  0.40104E-02 0.39782E-02  0.00995 0.00000 0.49503 0.49502
  0.13500E+03  0.72030E-01  0.24235E-02 0.24224E-02  0.00810 0.00000 0.49600 0.49590
  0.14500E+03  0.72085E-01  0.14521E-02 0.12710E-02  0.00700 0.00000 0.49654 0.49646
  0.15500E+03  0.72169E-01  0.93991E-03 0.82445E-03  0.00531 0.00000 0.49737 0.49732
  0.16500E+03  0.72184E-01  0.62773E-03 0.69532E-03  0.00499 0.00000 0.49749 0.49752
  0.17500E+03  0.72264E-01  0.40402E-03 0.38590E-03  0.00339 0.00000 0.49831 0.49829
  0.18500E+03  0.72285E-01  0.11017E-03 0.57619E-04  0.00297 0.00000 0.49853 0.49850
  0.19500E+03  0.72334E-01  0.57758E-04 0.77378E-04  0.00200 0.00000 0.49899 0.49901
  0.20500E+03  0.72365E-01  0.30311E-04 0.33048E-04  0.00138 0.00000 0.49931 0.49931
  0.21500E+03  0.72379E-01  0.27581E-04 0.27581E-04  0.00110 0.00000 0.49945 0.49945
  0.22500E+03  0.72410E-01  0.28521E-05 0.28521E-05  0.00048 0.00000 0.49976 0.49976
  0.23500E+03  0.72419E-01  0.00000E+00 0.00000E+00  0.00032 0.00000 0.49984 0.49984
