  0.111354E+01 F
   0.3112E+00   0.3087E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.61977E-01  0.23012E+01 0.25156E+01  0.00347 0.07763 0.39809 0.52081
  0.15000E+02  0.64161E-01  0.22986E+01 0.23762E+01  0.00437 0.06068 0.43345 0.50151
  0.25000E+02  0.69603E-01  0.39835E+00 0.31044E+00  0.00645 0.01927 0.48931 0.48496
  0.35000E+02  0.71782E-01  0.63144E-01 0.57519E-01  0.00989 0.00118 0.49461 0.49432
  0.45000E+02  0.71844E-01  0.37759E-01 0.37081E-01  0.01186 0.00002 0.49433 0.49378
  0.55000E+02  0.71814E-01  0.28730E-01 0.28366E-01  0.01244 0.00000 0.49385 0.49370
  0.65000E+02  0.71791E-01  0.23638E-01 0.23478E-01  0.01296 0.00000 0.49369 0.49335
  0.75000E+02  0.71825E-01  0.17655E-01 0.17075E-01  0.01229 0.00000 0.49407 0.49365
  0.85000E+02  0.71834E-01  0.13658E-01 0.13741E-01  0.01200 0.00000 0.49396 0.49404
  0.95000E+02  0.71837E-01  0.92769E-02 0.94951E-02  0.01192 0.00000 0.49396 0.49412
  0.10500E+03  0.71926E-01  0.71045E-02 0.69990E-02  0.01016 0.00000 0.49493 0.49491
  0.11500E+03  0.71993E-01  0.48283E-02 0.46392E-02  0.00888 0.00000 0.49568 0.49544
  0.12500E+03  0.72011E-01  0.34557E-02 0.33687E-02  0.00845 0.00000 0.49578 0.49577
  0.13500E+03  0.72088E-01  0.17483E-02 0.17693E-02  0.00692 0.00000 0.49655 0.49653
  0.14500E+03  0.72150E-01  0.10857E-02 0.90905E-03  0.00569 0.00000 0.49721 0.49710
  0.15500E+03  0.72205E-01  0.79158E-03 0.70031E-03  0.00457 0.00000 0.49773 0.49770
  0.16500E+03  0.72226E-01  0.51911E-03 0.58710E-03  0.00416 0.00000 0.49791 0.49793
  0.17500E+03  0.72292E-01  0.39588E-03 0.37879E-03  0.00283 0.00000 0.49859 0.49857
  0.18500E+03  0.72308E-01  0.11277E-03 0.60433E-04  0.00253 0.00000 0.49875 0.49872
  0.19500E+03  0.72346E-01  0.57984E-04 0.76972E-04  0.00177 0.00000 0.49911 0.49913
  0.20500E+03  0.72378E-01  0.58788E-05 0.88182E-05  0.00112 0.00000 0.49944 0.49944
  0.21500E+03  0.72397E-01  0.24599E-04 0.24599E-04  0.00075 0.00000 0.49962 0.49962
  0.22500E+03  0.72417E-01  0.30252E-05 0.30252E-05  0.00035 0.00000 0.49983 0.49983
  0.23500E+03  0.72422E-01  0.00000E+00 0.00000E+00  0.00025 0.00000 0.49987 0.49987
