  0.890725E+00 F
   0.1754E+00   0.1745E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.65824E-01  0.11951E+01 0.12775E+01  0.00230 0.04677 0.44313 0.50780
  0.15000E+02  0.66480E-01  0.18245E+01 0.19128E+01  0.00246 0.04198 0.45176 0.50379
  0.25000E+02  0.71279E-01  0.18415E+00 0.14138E+00  0.00359 0.00757 0.49700 0.49184
  0.35000E+02  0.72122E-01  0.31913E-01 0.29414E-01  0.00547 0.00029 0.49721 0.49703
  0.45000E+02  0.72101E-01  0.20166E-01 0.19607E-01  0.00676 0.00000 0.49690 0.49634
  0.55000E+02  0.72066E-01  0.15576E-01 0.15682E-01  0.00729 0.00000 0.49622 0.49649
  0.65000E+02  0.72072E-01  0.14002E-01 0.13782E-01  0.00729 0.00000 0.49649 0.49622
  0.75000E+02  0.72109E-01  0.94331E-02 0.91315E-02  0.00655 0.00000 0.49687 0.49657
  0.85000E+02  0.72126E-01  0.74867E-02 0.75376E-02  0.00612 0.00000 0.49690 0.49698
  0.95000E+02  0.72092E-01  0.50440E-02 0.51257E-02  0.00681 0.00000 0.49657 0.49662
  0.10500E+03  0.72122E-01  0.35614E-02 0.35641E-02  0.00622 0.00000 0.49687 0.49690
  0.11500E+03  0.72182E-01  0.24652E-02 0.23864E-02  0.00505 0.00000 0.49753 0.49742
  0.12500E+03  0.72184E-01  0.18709E-02 0.17884E-02  0.00500 0.00000 0.49750 0.49750
  0.13500E+03  0.72245E-01  0.96451E-03 0.95950E-03  0.00377 0.00000 0.49812 0.49812
  0.14500E+03  0.72281E-01  0.57449E-03 0.49745E-03  0.00307 0.00000 0.49849 0.49844
  0.15500E+03  0.72305E-01  0.52521E-03 0.46814E-03  0.00259 0.00000 0.49873 0.49868
  0.16500E+03  0.72316E-01  0.34534E-03 0.36655E-03  0.00236 0.00000 0.49881 0.49883
  0.17500E+03  0.72360E-01  0.22944E-03 0.20631E-03  0.00148 0.00000 0.49927 0.49925
  0.18500E+03  0.72366E-01  0.43608E-04 0.41317E-04  0.00136 0.00000 0.49932 0.49932
  0.19500E+03  0.72387E-01  0.27585E-04 0.27585E-04  0.00095 0.00000 0.49953 0.49953
  0.20500E+03  0.72403E-01  0.23974E-05 0.23974E-05  0.00063 0.00000 0.49968 0.49968
  0.21500E+03  0.72422E-01  0.25178E-04 0.25178E-04  0.00025 0.00000 0.49987 0.49987
  0.22500E+03  0.72426E-01  0.24382E-05 0.24382E-05  0.00017 0.00000 0.49991 0.49991
  0.23500E+03  0.72428E-01  0.00000E+00 0.00000E+00  0.00014 0.00000 0.49993 0.49993
