  0.977974E+00 F
   0.2010E+00   0.1989E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.64988E-01  0.17232E+01 0.19002E+01  0.00243 0.05267 0.43064 0.51426
  0.15000E+02  0.65911E-01  0.19080E+01 0.19563E+01  0.00275 0.04700 0.45043 0.49981
  0.25000E+02  0.71033E-01  0.21900E+00 0.16898E+00  0.00413 0.00927 0.49625 0.49035
  0.35000E+02  0.72059E-01  0.37726E-01 0.34909E-01  0.00640 0.00039 0.49656 0.49664
  0.45000E+02  0.72054E-01  0.23424E-01 0.22837E-01  0.00763 0.00003 0.49642 0.49592
  0.55000E+02  0.72024E-01  0.18034E-01 0.17926E-01  0.00819 0.00000 0.49591 0.49590
  0.65000E+02  0.72027E-01  0.16158E-01 0.16129E-01  0.00818 0.00000 0.49600 0.49581
  0.75000E+02  0.72058E-01  0.11232E-01 0.10903E-01  0.00756 0.00000 0.49636 0.49608
  0.85000E+02  0.72068E-01  0.85199E-02 0.85172E-02  0.00729 0.00000 0.49633 0.49638
  0.95000E+02  0.72045E-01  0.57025E-02 0.57562E-02  0.00777 0.00000 0.49609 0.49614
  0.10500E+03  0.72089E-01  0.41122E-02 0.41140E-02  0.00689 0.00000 0.49656 0.49656
  0.11500E+03  0.72145E-01  0.28310E-02 0.27262E-02  0.00579 0.00000 0.49717 0.49704
  0.12500E+03  0.72144E-01  0.23059E-02 0.22221E-02  0.00579 0.00000 0.49710 0.49711
  0.13500E+03  0.72219E-01  0.11255E-02 0.11458E-02  0.00428 0.00000 0.49784 0.49787
  0.14500E+03  0.72255E-01  0.66261E-03 0.56253E-03  0.00359 0.00000 0.49824 0.49817
  0.15500E+03  0.72292E-01  0.53173E-03 0.47235E-03  0.00284 0.00000 0.49861 0.49855
  0.16500E+03  0.72300E-01  0.37176E-03 0.39241E-03  0.00268 0.00000 0.49865 0.49867
  0.17500E+03  0.72348E-01  0.25774E-03 0.23502E-03  0.00172 0.00000 0.49915 0.49913
  0.18500E+03  0.72354E-01  0.47564E-04 0.45064E-04  0.00160 0.00000 0.49920 0.49920
  0.19500E+03  0.72381E-01  0.27581E-04 0.27581E-04  0.00107 0.00000 0.49946 0.49946
  0.20500E+03  0.72397E-01  0.26234E-05 0.26234E-05  0.00075 0.00000 0.49963 0.49963
  0.21500E+03  0.72416E-01  0.24943E-04 0.24943E-04  0.00037 0.00000 0.49982 0.49982
  0.22500E+03  0.72424E-01  0.26746E-05 0.26746E-05  0.00021 0.00000 0.49990 0.49990
  0.23500E+03  0.72427E-01  0.00000E+00 0.00000E+00  0.00014 0.00000 0.49993 0.49993
