  0.673689E+00 F
   0.4991E+00   0.5008E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.58600E-01  0.51885E+01 0.58064E+01  0.00542 0.10439 0.33294 0.55725
  0.15000E+02  0.63456E-01  0.15134E+01 0.13474E+01  0.00810 0.06830 0.44357 0.48003
  0.25000E+02  0.66885E-01  0.73838E+00 0.59515E+00  0.01087 0.03902 0.47226 0.47785
  0.35000E+02  0.71245E-01  0.11618E+00 0.10156E+00  0.01553 0.00318 0.49129 0.49000
  0.45000E+02  0.71518E-01  0.60680E-01 0.59932E-01  0.01835 0.00006 0.49104 0.49055
  0.55000E+02  0.71476E-01  0.46259E-01 0.45386E-01  0.01943 0.00000 0.49065 0.48992
  0.65000E+02  0.71428E-01  0.37034E-01 0.36982E-01  0.02030 0.00000 0.48997 0.48973
  0.75000E+02  0.71466E-01  0.29443E-01 0.28910E-01  0.01959 0.00000 0.49048 0.48993
  0.85000E+02  0.71489E-01  0.23076E-01 0.22933E-01  0.01900 0.00000 0.49049 0.49051
  0.95000E+02  0.71504E-01  0.15917E-01 0.16216E-01  0.01864 0.00000 0.49055 0.49081
  0.10500E+03  0.71568E-01  0.11548E-01 0.11348E-01  0.01742 0.00000 0.49132 0.49126
  0.11500E+03  0.71703E-01  0.83439E-02 0.79961E-02  0.01475 0.00000 0.49283 0.49242
  0.12500E+03  0.71780E-01  0.57115E-02 0.54971E-02  0.01311 0.00000 0.49345 0.49344
  0.13500E+03  0.71913E-01  0.37416E-02 0.37141E-02  0.01044 0.00000 0.49482 0.49474
  0.14500E+03  0.71952E-01  0.21052E-02 0.18591E-02  0.00968 0.00000 0.49523 0.49509
  0.15500E+03  0.72049E-01  0.14354E-02 0.12158E-02  0.00770 0.00000 0.49619 0.49611
  0.16500E+03  0.72108E-01  0.86713E-03 0.96731E-03  0.00651 0.00000 0.49672 0.49677
  0.17500E+03  0.72203E-01  0.50895E-03 0.46058E-03  0.00461 0.00000 0.49772 0.49767
  0.18500E+03  0.72238E-01  0.18079E-03 0.12578E-03  0.00391 0.00000 0.49806 0.49803
  0.19500E+03  0.72310E-01  0.87120E-04 0.11017E-03  0.00248 0.00000 0.49875 0.49877
  0.20500E+03  0.72347E-01  0.30785E-04 0.32397E-04  0.00175 0.00000 0.49912 0.49913
  0.21500E+03  0.72360E-01  0.27570E-04 0.27570E-04  0.00148 0.00000 0.49926 0.49926
  0.22500E+03  0.72390E-01  0.17613E-05 0.17613E-05  0.00089 0.00000 0.49955 0.49955
  0.23500E+03  0.72410E-01  0.00000E+00 0.00000E+00  0.00049 0.00000 0.49975 0.49975
