  0.767155E+00 F
   0.4846E+00   0.4853E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.58654E-01  0.48944E+01 0.54471E+01  0.00520 0.10467 0.33805 0.55208
  0.15000E+02  0.63633E-01  0.16215E+01 0.15112E+01  0.00788 0.06634 0.44224 0.48355
  0.25000E+02  0.66846E-01  0.74202E+00 0.59841E+00  0.01038 0.03949 0.47193 0.47820
  0.35000E+02  0.71311E-01  0.11184E+00 0.97862E-01  0.01497 0.00288 0.49166 0.49048
  0.45000E+02  0.71553E-01  0.58994E-01 0.58353E-01  0.01768 0.00006 0.49144 0.49082
  0.55000E+02  0.71501E-01  0.45069E-01 0.44150E-01  0.01892 0.00000 0.49092 0.49016
  0.65000E+02  0.71453E-01  0.36126E-01 0.36066E-01  0.01978 0.00000 0.49020 0.49002
  0.75000E+02  0.71484E-01  0.28535E-01 0.27910E-01  0.01924 0.00000 0.49071 0.49004
  0.85000E+02  0.71516E-01  0.22391E-01 0.22293E-01  0.01845 0.00000 0.49074 0.49081
  0.95000E+02  0.71532E-01  0.15501E-01 0.15856E-01  0.01807 0.00000 0.49080 0.49112
  0.10500E+03  0.71595E-01  0.11310E-01 0.11084E-01  0.01687 0.00000 0.49160 0.49153
  0.11500E+03  0.71728E-01  0.81970E-02 0.78199E-02  0.01424 0.00000 0.49308 0.49268
  0.12500E+03  0.71802E-01  0.56302E-02 0.53864E-02  0.01266 0.00000 0.49368 0.49366
  0.13500E+03  0.71936E-01  0.35807E-02 0.35807E-02  0.00998 0.00000 0.49505 0.49497
  0.14500E+03  0.71966E-01  0.20681E-02 0.18787E-02  0.00939 0.00000 0.49536 0.49525
  0.15500E+03  0.72055E-01  0.14152E-02 0.11967E-02  0.00759 0.00000 0.49625 0.49617
  0.16500E+03  0.72117E-01  0.79351E-03 0.86373E-03  0.00633 0.00000 0.49682 0.49684
  0.17500E+03  0.72213E-01  0.45654E-03 0.43462E-03  0.00442 0.00000 0.49780 0.49778
  0.18500E+03  0.72245E-01  0.18104E-03 0.12762E-03  0.00377 0.00000 0.49813 0.49810
  0.19500E+03  0.72313E-01  0.87963E-04 0.11018E-03  0.00241 0.00000 0.49878 0.49881
  0.20500E+03  0.72350E-01  0.31339E-04 0.33225E-04  0.00167 0.00000 0.49916 0.49916
  0.21500E+03  0.72366E-01  0.27573E-04 0.27573E-04  0.00137 0.00000 0.49931 0.49931
  0.22500E+03  0.72395E-01  0.20282E-05 0.20282E-05  0.00079 0.00000 0.49961 0.49961
  0.23500E+03  0.72411E-01  0.00000E+00 0.00000E+00  0.00046 0.00000 0.49977 0.49977
