  0.918628E+00 F
   0.1808E+00   0.1792E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.65642E-01  0.12947E+01 0.13945E+01  0.00232 0.04808 0.44070 0.50890
  0.15000E+02  0.66370E-01  0.18428E+01 0.19247E+01  0.00259 0.04293 0.45154 0.50294
  0.25000E+02  0.71234E-01  0.19201E+00 0.14774E+00  0.00363 0.00792 0.49699 0.49146
  0.35000E+02  0.72106E-01  0.33057E-01 0.30431E-01  0.00569 0.00032 0.49701 0.49699
  0.45000E+02  0.72091E-01  0.20972E-01 0.20467E-01  0.00695 0.00000 0.49676 0.49629
  0.55000E+02  0.72057E-01  0.15928E-01 0.16034E-01  0.00748 0.00000 0.49615 0.49637
  0.65000E+02  0.72060E-01  0.14329E-01 0.14109E-01  0.00753 0.00000 0.49637 0.49610
  0.75000E+02  0.72104E-01  0.96516E-02 0.93500E-02  0.00666 0.00000 0.49682 0.49652
  0.85000E+02  0.72118E-01  0.75977E-02 0.76484E-02  0.00629 0.00000 0.49682 0.49689
  0.95000E+02  0.72085E-01  0.51284E-02 0.52100E-02  0.00695 0.00000 0.49650 0.49655
  0.10500E+03  0.72118E-01  0.35919E-02 0.35682E-02  0.00631 0.00000 0.49685 0.49685
  0.11500E+03  0.72174E-01  0.25199E-02 0.24662E-02  0.00521 0.00000 0.49743 0.49735
  0.12500E+03  0.72173E-01  0.20302E-02 0.19493E-02  0.00522 0.00000 0.49739 0.49739
  0.13500E+03  0.72238E-01  0.10280E-02 0.10229E-02  0.00391 0.00000 0.49804 0.49804
  0.14500E+03  0.72275E-01  0.57899E-03 0.50214E-03  0.00319 0.00000 0.49843 0.49838
  0.15500E+03  0.72299E-01  0.52522E-03 0.46809E-03  0.00271 0.00000 0.49867 0.49862
  0.16500E+03  0.72315E-01  0.37119E-03 0.39219E-03  0.00237 0.00000 0.49881 0.49883
  0.17500E+03  0.72360E-01  0.23201E-03 0.20902E-03  0.00148 0.00000 0.49927 0.49925
  0.18500E+03  0.72365E-01  0.44092E-04 0.41732E-04  0.00138 0.00000 0.49931 0.49931
  0.19500E+03  0.72387E-01  0.27585E-04 0.27585E-04  0.00095 0.00000 0.49952 0.49952
  0.20500E+03  0.72401E-01  0.24679E-05 0.24679E-05  0.00066 0.00000 0.49967 0.49967
  0.21500E+03  0.72418E-01  0.25104E-04 0.25104E-04  0.00033 0.00000 0.49983 0.49983
  0.22500E+03  0.72426E-01  0.25136E-05 0.25136E-05  0.00018 0.00000 0.49991 0.49991
  0.23500E+03  0.72428E-01  0.00000E+00 0.00000E+00  0.00014 0.00000 0.49993 0.49993
