  0.942922E+00 F
   0.1909E+00   0.1891E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.65338E-01  0.15111E+01 0.16512E+01  0.00234 0.05011 0.43540 0.51215
  0.15000E+02  0.66154E-01  0.18754E+01 0.19398E+01  0.00272 0.04483 0.45101 0.50145
  0.25000E+02  0.71116E-01  0.20443E+00 0.15721E+00  0.00391 0.00872 0.49653 0.49084
  0.35000E+02  0.72086E-01  0.35019E-01 0.32275E-01  0.00596 0.00037 0.49687 0.49680
  0.45000E+02  0.72074E-01  0.22136E-01 0.21628E-01  0.00720 0.00003 0.49660 0.49617
  0.55000E+02  0.72039E-01  0.16737E-01 0.16656E-01  0.00789 0.00000 0.49603 0.49608
  0.65000E+02  0.72037E-01  0.15294E-01 0.15239E-01  0.00797 0.00000 0.49611 0.49592
  0.75000E+02  0.72080E-01  0.10469E-01 0.10140E-01  0.00713 0.00000 0.49659 0.49629
  0.85000E+02  0.72098E-01  0.78687E-02 0.78656E-02  0.00670 0.00000 0.49663 0.49668
  0.95000E+02  0.72061E-01  0.53958E-02 0.55032E-02  0.00744 0.00000 0.49624 0.49632
  0.10500E+03  0.72100E-01  0.38636E-02 0.38672E-02  0.00666 0.00000 0.49667 0.49667
  0.11500E+03  0.72154E-01  0.26882E-02 0.25833E-02  0.00562 0.00000 0.49724 0.49714
  0.12500E+03  0.72159E-01  0.22466E-02 0.21627E-02  0.00550 0.00000 0.49725 0.49725
  0.13500E+03  0.72228E-01  0.10685E-02 0.10891E-02  0.00411 0.00000 0.49793 0.49796
  0.14500E+03  0.72268E-01  0.65808E-03 0.55770E-03  0.00333 0.00000 0.49837 0.49830
  0.15500E+03  0.72296E-01  0.53150E-03 0.47225E-03  0.00277 0.00000 0.49864 0.49859
  0.16500E+03  0.72306E-01  0.37138E-03 0.39225E-03  0.00255 0.00000 0.49871 0.49874
  0.17500E+03  0.72356E-01  0.23225E-03 0.20936E-03  0.00158 0.00000 0.49922 0.49920
  0.18500E+03  0.72359E-01  0.44484E-04 0.42067E-04  0.00151 0.00000 0.49924 0.49924
  0.19500E+03  0.72385E-01  0.27584E-04 0.27584E-04  0.00099 0.00000 0.49950 0.49950
  0.20500E+03  0.72400E-01  0.25322E-05 0.25322E-05  0.00069 0.00000 0.49966 0.49966
  0.21500E+03  0.72418E-01  0.25038E-04 0.25038E-04  0.00034 0.00000 0.49983 0.49983
  0.22500E+03  0.72426E-01  0.25793E-05 0.25793E-05  0.00018 0.00000 0.49991 0.49991
  0.23500E+03  0.72428E-01  0.00000E+00 0.00000E+00  0.00014 0.00000 0.49993 0.49993
