  0.109385E+01 F
   0.3156E+00   0.3143E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.61887E-01  0.24252E+01 0.26614E+01  0.00341 0.07824 0.39583 0.52252
  0.15000E+02  0.64089E-01  0.22934E+01 0.23610E+01  0.00446 0.06141 0.43373 0.50040
  0.25000E+02  0.69532E-01  0.40754E+00 0.31758E+00  0.00652 0.01980 0.48902 0.48467
  0.35000E+02  0.71771E-01  0.64126E-01 0.58396E-01  0.01004 0.00120 0.49447 0.49429
  0.45000E+02  0.71833E-01  0.38322E-01 0.37687E-01  0.01207 0.00002 0.49421 0.49370
  0.55000E+02  0.71809E-01  0.29191E-01 0.28751E-01  0.01257 0.00000 0.49382 0.49362
  0.65000E+02  0.71778E-01  0.23803E-01 0.23615E-01  0.01322 0.00000 0.49357 0.49321
  0.75000E+02  0.71817E-01  0.17959E-01 0.17382E-01  0.01245 0.00000 0.49399 0.49357
  0.85000E+02  0.71826E-01  0.13856E-01 0.13940E-01  0.01216 0.00000 0.49388 0.49396
  0.95000E+02  0.71830E-01  0.94120E-02 0.96302E-02  0.01206 0.00000 0.49389 0.49405
  0.10500E+03  0.71917E-01  0.72050E-02 0.70985E-02  0.01034 0.00000 0.49484 0.49482
  0.11500E+03  0.71983E-01  0.49029E-02 0.47135E-02  0.00906 0.00000 0.49559 0.49535
  0.12500E+03  0.72006E-01  0.35074E-02 0.34207E-02  0.00856 0.00000 0.49572 0.49571
  0.13500E+03  0.72081E-01  0.18242E-02 0.18455E-02  0.00705 0.00000 0.49649 0.49646
  0.14500E+03  0.72146E-01  0.12177E-02 0.10405E-02  0.00577 0.00000 0.49717 0.49706
  0.15500E+03  0.72204E-01  0.80164E-03 0.71063E-03  0.00460 0.00000 0.49772 0.49768
  0.16500E+03  0.72223E-01  0.51848E-03 0.58683E-03  0.00421 0.00000 0.49788 0.49791
  0.17500E+03  0.72292E-01  0.39565E-03 0.37832E-03  0.00284 0.00000 0.49859 0.49857
  0.18500E+03  0.72307E-01  0.11213E-03 0.59736E-04  0.00255 0.00000 0.49874 0.49871
  0.19500E+03  0.72343E-01  0.57925E-04 0.77081E-04  0.00182 0.00000 0.49908 0.49910
  0.20500E+03  0.72378E-01  0.57696E-05 0.86544E-05  0.00112 0.00000 0.49944 0.49944
  0.21500E+03  0.72397E-01  0.24654E-04 0.24654E-04  0.00075 0.00000 0.49962 0.49962
  0.22500E+03  0.72417E-01  0.29708E-05 0.29708E-05  0.00035 0.00000 0.49983 0.49983
  0.23500E+03  0.72422E-01  0.00000E+00 0.00000E+00  0.00025 0.00000 0.49987 0.49987
