  0.107177E+01 F
   0.3553E+00   0.3546E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.61063E-01  0.32627E+01 0.36218E+01  0.00373 0.08448 0.38008 0.53171
  0.15000E+02  0.63700E-01  0.22755E+01 0.22777E+01  0.00519 0.06529 0.43493 0.49460
  0.25000E+02  0.68927E-01  0.48396E+00 0.37959E+00  0.00741 0.02419 0.48596 0.48244
  0.35000E+02  0.71679E-01  0.74046E-01 0.66737E-01  0.01115 0.00149 0.49390 0.49346
  0.45000E+02  0.71767E-01  0.42891E-01 0.42130E-01  0.01343 0.00002 0.49358 0.49296
  0.55000E+02  0.71755E-01  0.32874E-01 0.32365E-01  0.01366 0.00000 0.49330 0.49303
  0.65000E+02  0.71701E-01  0.27178E-01 0.27153E-01  0.01477 0.00000 0.49276 0.49247
  0.75000E+02  0.71734E-01  0.20125E-01 0.19530E-01  0.01413 0.00000 0.49314 0.49273
  0.85000E+02  0.71746E-01  0.16058E-01 0.16016E-01  0.01379 0.00000 0.49311 0.49309
  0.95000E+02  0.71762E-01  0.10769E-01 0.11091E-01  0.01342 0.00000 0.49318 0.49340
  0.10500E+03  0.71844E-01  0.84308E-02 0.81852E-02  0.01181 0.00000 0.49411 0.49408
  0.11500E+03  0.71912E-01  0.55789E-02 0.52791E-02  0.01050 0.00000 0.49491 0.49459
  0.12500E+03  0.71951E-01  0.38273E-02 0.38448E-02  0.00965 0.00000 0.49515 0.49520
  0.13500E+03  0.72044E-01  0.23698E-02 0.23449E-02  0.00781 0.00000 0.49614 0.49604
  0.14500E+03  0.72106E-01  0.13756E-02 0.12192E-02  0.00657 0.00000 0.49675 0.49667
  0.15500E+03  0.72172E-01  0.85903E-03 0.74528E-03  0.00523 0.00000 0.49741 0.49735
  0.16500E+03  0.72194E-01  0.54626E-03 0.61333E-03  0.00478 0.00000 0.49760 0.49762
  0.17500E+03  0.72270E-01  0.39736E-03 0.37950E-03  0.00328 0.00000 0.49837 0.49835
  0.18500E+03  0.72291E-01  0.11086E-03 0.58363E-04  0.00286 0.00000 0.49858 0.49855
  0.19500E+03  0.72337E-01  0.57818E-04 0.77269E-04  0.00194 0.00000 0.49902 0.49904
  0.20500E+03  0.72367E-01  0.30366E-04 0.33157E-04  0.00135 0.00000 0.49932 0.49933
  0.21500E+03  0.72386E-01  0.27584E-04 0.27584E-04  0.00097 0.00000 0.49951 0.49951
  0.22500E+03  0.72411E-01  0.28988E-05 0.28988E-05  0.00047 0.00000 0.49977 0.49977
  0.23500E+03  0.72420E-01  0.00000E+00 0.00000E+00  0.00029 0.00000 0.49985 0.49985
