  0.702831E+00 F
   0.1156E+00   0.1144E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.67469E-01  0.18512E+01 0.21624E+01  0.00123 0.03221 0.44506 0.52149
  0.15000E+02  0.68539E-01  0.89057E+00 0.76596E+00  0.00228 0.02859 0.48249 0.48664
  0.25000E+02  0.71754E-01  0.11482E+00 0.89050E-01  0.00243 0.00437 0.49847 0.49474
  0.35000E+02  0.72231E-01  0.21423E-01 0.19549E-01  0.00339 0.00024 0.49823 0.49814
  0.45000E+02  0.72215E-01  0.13830E-01 0.13448E-01  0.00448 0.00000 0.49800 0.49751
  0.55000E+02  0.72190E-01  0.10553E-01 0.10635E-01  0.00481 0.00000 0.49744 0.49775
  0.65000E+02  0.72177E-01  0.86835E-02 0.86015E-02  0.00516 0.00000 0.49750 0.49734
  0.75000E+02  0.72217E-01  0.62399E-02 0.61302E-02  0.00435 0.00000 0.49789 0.49775
  0.85000E+02  0.72236E-01  0.50276E-02 0.49445E-02  0.00397 0.00000 0.49803 0.49800
  0.95000E+02  0.72210E-01  0.29941E-02 0.30992E-02  0.00447 0.00000 0.49774 0.49779
  0.10500E+03  0.72226E-01  0.22245E-02 0.23345E-02  0.00414 0.00000 0.49789 0.49797
  0.11500E+03  0.72270E-01  0.15147E-02 0.14399E-02  0.00328 0.00000 0.49838 0.49833
  0.12500E+03  0.72276E-01  0.12498E-02 0.11410E-02  0.00317 0.00000 0.49844 0.49839
  0.13500E+03  0.72309E-01  0.61216E-03 0.63267E-03  0.00249 0.00000 0.49874 0.49877
  0.14500E+03  0.72339E-01  0.42250E-03 0.39798E-03  0.00191 0.00000 0.49906 0.49903
  0.15500E+03  0.72353E-01  0.38751E-03 0.30804E-03  0.00164 0.00000 0.49921 0.49915
  0.16500E+03  0.72346E-01  0.20477E-03 0.22557E-03  0.00176 0.00000 0.49911 0.49913
  0.17500E+03  0.72382E-01  0.11564E-03 0.91598E-04  0.00104 0.00000 0.49949 0.49947
  0.18500E+03  0.72385E-01  0.72794E-05 0.54596E-05  0.00099 0.00000 0.49950 0.49950
  0.19500E+03  0.72399E-01  0.25725E-04 0.25725E-04  0.00071 0.00000 0.49964 0.49964
  0.20500E+03  0.72413E-01  0.18989E-05 0.18989E-05  0.00043 0.00000 0.49978 0.49978
  0.21500E+03  0.72425E-01  0.25687E-04 0.25687E-04  0.00018 0.00000 0.49991 0.49991
  0.22500E+03  0.72429E-01  0.19273E-05 0.19273E-05  0.00011 0.00000 0.49994 0.49994
  0.23500E+03  0.72429E-01  0.00000E+00 0.00000E+00  0.00011 0.00000 0.49994 0.49994
