  0.840504E+00 F
   0.1559E+00   0.1541E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.66237E-01  0.22748E+01 0.26213E+01  0.00174 0.04119 0.43190 0.52517
  0.15000E+02  0.67239E-01  0.12180E+01 0.10643E+01  0.00261 0.03868 0.47412 0.48460
  0.25000E+02  0.71463E-01  0.16071E+00 0.12376E+00  0.00307 0.00635 0.49759 0.49299
  0.35000E+02  0.72161E-01  0.28642E-01 0.26311E-01  0.00475 0.00027 0.49755 0.49743
  0.45000E+02  0.72142E-01  0.18275E-01 0.17791E-01  0.00594 0.00000 0.49731 0.49675
  0.55000E+02  0.72102E-01  0.13868E-01 0.13923E-01  0.00658 0.00000 0.49659 0.49683
  0.65000E+02  0.72099E-01  0.12203E-01 0.12149E-01  0.00672 0.00000 0.49671 0.49657
  0.75000E+02  0.72147E-01  0.85799E-02 0.83066E-02  0.00579 0.00000 0.49725 0.49695
  0.85000E+02  0.72161E-01  0.66476E-02 0.66706E-02  0.00544 0.00000 0.49725 0.49730
  0.95000E+02  0.72129E-01  0.43111E-02 0.44189E-02  0.00608 0.00000 0.49692 0.49700
  0.10500E+03  0.72159E-01  0.30368E-02 0.30406E-02  0.00549 0.00000 0.49726 0.49726
  0.11500E+03  0.72215E-01  0.21289E-02 0.20500E-02  0.00439 0.00000 0.49784 0.49776
  0.12500E+03  0.72222E-01  0.16200E-02 0.15115E-02  0.00424 0.00000 0.49790 0.49787
  0.13500E+03  0.72263E-01  0.79293E-03 0.81239E-03  0.00341 0.00000 0.49828 0.49831
  0.14500E+03  0.72301E-01  0.53734E-03 0.46181E-03  0.00266 0.00000 0.49869 0.49864
  0.15500E+03  0.72318E-01  0.44641E-03 0.38942E-03  0.00233 0.00000 0.49886 0.49881
  0.16500E+03  0.72327E-01  0.31311E-03 0.33464E-03  0.00214 0.00000 0.49892 0.49894
  0.17500E+03  0.72372E-01  0.17597E-03 0.15260E-03  0.00126 0.00000 0.49938 0.49936
  0.18500E+03  0.72370E-01  0.38391E-04 0.36228E-04  0.00129 0.00000 0.49936 0.49936
  0.19500E+03  0.72389E-01  0.27586E-04 0.27586E-04  0.00092 0.00000 0.49954 0.49954
  0.20500E+03  0.72404E-01  0.22654E-05 0.22654E-05  0.00060 0.00000 0.49970 0.49970
  0.21500E+03  0.72423E-01  0.25312E-04 0.25312E-04  0.00023 0.00000 0.49989 0.49989
  0.22500E+03  0.72428E-01  0.23035E-05 0.23035E-05  0.00014 0.00000 0.49993 0.49993
  0.23500E+03  0.72429E-01  0.00000E+00 0.00000E+00  0.00011 0.00000 0.49994 0.49994
