  0.725346E+00 F
   0.1203E+00   0.1197E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.67252E-01  0.19198E+01 0.22402E+01  0.00133 0.03362 0.44189 0.52316
  0.15000E+02  0.68330E-01  0.93795E+00 0.80910E+00  0.00234 0.03028 0.48177 0.48560
  0.25000E+02  0.71708E-01  0.12202E+00 0.93943E-01  0.00258 0.00466 0.49831 0.49446
  0.35000E+02  0.72227E-01  0.22121E-01 0.20167E-01  0.00350 0.00024 0.49821 0.49804
  0.45000E+02  0.72205E-01  0.14453E-01 0.14045E-01  0.00467 0.00000 0.49792 0.49741
  0.55000E+02  0.72180E-01  0.10881E-01 0.11018E-01  0.00500 0.00000 0.49732 0.49768
  0.65000E+02  0.72165E-01  0.93385E-02 0.92565E-02  0.00541 0.00000 0.49738 0.49721
  0.75000E+02  0.72205E-01  0.64893E-02 0.63525E-02  0.00460 0.00000 0.49778 0.49762
  0.85000E+02  0.72226E-01  0.51663E-02 0.50828E-02  0.00416 0.00000 0.49794 0.49791
  0.95000E+02  0.72201E-01  0.32391E-02 0.33440E-02  0.00463 0.00000 0.49766 0.49771
  0.10500E+03  0.72219E-01  0.23926E-02 0.25025E-02  0.00427 0.00000 0.49782 0.49790
  0.11500E+03  0.72266E-01  0.15748E-02 0.15002E-02  0.00337 0.00000 0.49834 0.49829
  0.12500E+03  0.72269E-01  0.12787E-02 0.11699E-02  0.00330 0.00000 0.49838 0.49832
  0.13500E+03  0.72305E-01  0.61445E-03 0.63477E-03  0.00257 0.00000 0.49870 0.49872
  0.14500E+03  0.72334E-01  0.42270E-03 0.39827E-03  0.00202 0.00000 0.49900 0.49898
  0.15500E+03  0.72346E-01  0.38751E-03 0.30814E-03  0.00178 0.00000 0.49914 0.49908
  0.16500E+03  0.72342E-01  0.20512E-03 0.22571E-03  0.00184 0.00000 0.49907 0.49909
  0.17500E+03  0.72381E-01  0.11580E-03 0.91878E-04  0.00108 0.00000 0.49947 0.49945
  0.18500E+03  0.72383E-01  0.75124E-05 0.56343E-05  0.00102 0.00000 0.49949 0.49949
  0.19500E+03  0.72398E-01  0.25665E-04 0.25665E-04  0.00074 0.00000 0.49963 0.49963
  0.20500E+03  0.72411E-01  0.19597E-05 0.19597E-05  0.00046 0.00000 0.49977 0.49977
  0.21500E+03  0.72425E-01  0.25625E-04 0.25625E-04  0.00019 0.00000 0.49991 0.49991
  0.22500E+03  0.72429E-01  0.19895E-05 0.19895E-05  0.00011 0.00000 0.49994 0.49994
  0.23500E+03  0.72429E-01  0.00000E+00 0.00000E+00  0.00011 0.00000 0.49994 0.49994
