  0.723668E+00 F
   0.4896E+00   0.4903E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.58678E-01  0.49825E+01 0.55550E+01  0.00523 0.10411 0.33648 0.55417
  0.15000E+02  0.63580E-01  0.15869E+01 0.14598E+01  0.00796 0.06693 0.44266 0.48245
  0.25000E+02  0.66861E-01  0.74112E+00 0.59773E+00  0.01050 0.03931 0.47193 0.47826
  0.35000E+02  0.71284E-01  0.11370E+00 0.99576E-01  0.01518 0.00302 0.49154 0.49026
  0.45000E+02  0.71543E-01  0.59492E-01 0.58791E-01  0.01787 0.00006 0.49132 0.49076
  0.55000E+02  0.71493E-01  0.45359E-01 0.44471E-01  0.01907 0.00000 0.49083 0.49010
  0.65000E+02  0.71450E-01  0.36303E-01 0.36258E-01  0.01985 0.00000 0.49017 0.48998
  0.75000E+02  0.71479E-01  0.28841E-01 0.28295E-01  0.01933 0.00000 0.49063 0.49003
  0.85000E+02  0.71508E-01  0.22789E-01 0.22599E-01  0.01863 0.00000 0.49069 0.49068
  0.95000E+02  0.71524E-01  0.15656E-01 0.16007E-01  0.01823 0.00000 0.49072 0.49104
  0.10500E+03  0.71583E-01  0.11420E-01 0.11193E-01  0.01711 0.00000 0.49147 0.49142
  0.11500E+03  0.71727E-01  0.82341E-02 0.78578E-02  0.01426 0.00000 0.49308 0.49266
  0.12500E+03  0.71795E-01  0.56187E-02 0.53763E-02  0.01281 0.00000 0.49361 0.49358
  0.13500E+03  0.71932E-01  0.36350E-02 0.36350E-02  0.01006 0.00000 0.49501 0.49493
  0.14500E+03  0.71962E-01  0.20601E-02 0.18698E-02  0.00947 0.00000 0.49532 0.49521
  0.15500E+03  0.72053E-01  0.14386E-02 0.12200E-02  0.00763 0.00000 0.49623 0.49614
  0.16500E+03  0.72110E-01  0.79119E-03 0.86292E-03  0.00646 0.00000 0.49676 0.49678
  0.17500E+03  0.72209E-01  0.45492E-03 0.43247E-03  0.00449 0.00000 0.49777 0.49774
  0.18500E+03  0.72244E-01  0.17975E-03 0.12621E-03  0.00380 0.00000 0.49811 0.49809
  0.19500E+03  0.72312E-01  0.87580E-04 0.11018E-03  0.00243 0.00000 0.49877 0.49880
  0.20500E+03  0.72351E-01  0.31086E-04 0.32847E-04  0.00167 0.00000 0.49916 0.49916
  0.21500E+03  0.72363E-01  0.27572E-04 0.27572E-04  0.00142 0.00000 0.49929 0.49929
  0.22500E+03  0.72391E-01  0.19043E-05 0.19043E-05  0.00087 0.00000 0.49957 0.49957
  0.23500E+03  0.72411E-01  0.00000E+00 0.00000E+00  0.00047 0.00000 0.49977 0.49977
