  0.108253E+01 F
   0.3455E+00   0.3444E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.61252E-01  0.30603E+01 0.33942E+01  0.00369 0.08292 0.38310 0.53029
  0.15000E+02  0.63790E-01  0.22803E+01 0.22972E+01  0.00500 0.06433 0.43430 0.49637
  0.25000E+02  0.69100E-01  0.46358E+00 0.36305E+00  0.00721 0.02293 0.48693 0.48293
  0.35000E+02  0.71695E-01  0.71702E-01 0.64779E-01  0.01095 0.00144 0.49396 0.49365
  0.45000E+02  0.71782E-01  0.41796E-01 0.41035E-01  0.01313 0.00002 0.49375 0.49309
  0.55000E+02  0.71770E-01  0.32126E-01 0.31799E-01  0.01333 0.00000 0.49340 0.49327
  0.65000E+02  0.71719E-01  0.26314E-01 0.26191E-01  0.01442 0.00000 0.49297 0.49261
  0.75000E+02  0.71754E-01  0.19609E-01 0.18989E-01  0.01373 0.00000 0.49334 0.49293
  0.85000E+02  0.71769E-01  0.15452E-01 0.15486E-01  0.01331 0.00000 0.49331 0.49337
  0.95000E+02  0.71784E-01  0.10511E-01 0.10809E-01  0.01299 0.00000 0.49341 0.49360
  0.10500E+03  0.71868E-01  0.79702E-02 0.76973E-02  0.01135 0.00000 0.49436 0.49428
  0.11500E+03  0.71929E-01  0.53964E-02 0.51232E-02  0.01016 0.00000 0.49507 0.49477
  0.12500E+03  0.71964E-01  0.37218E-02 0.37392E-02  0.00938 0.00000 0.49529 0.49533
  0.13500E+03  0.72057E-01  0.22127E-02 0.22141E-02  0.00755 0.00000 0.49626 0.49619
  0.14500E+03  0.72115E-01  0.13164E-02 0.11620E-02  0.00638 0.00000 0.49685 0.49677
  0.15500E+03  0.72178E-01  0.85606E-03 0.74218E-03  0.00512 0.00000 0.49747 0.49741
  0.16500E+03  0.72196E-01  0.54679E-03 0.61354E-03  0.00475 0.00000 0.49761 0.49763
  0.17500E+03  0.72274E-01  0.39761E-03 0.37993E-03  0.00321 0.00000 0.49841 0.49839
  0.18500E+03  0.72295E-01  0.11132E-03 0.58863E-04  0.00278 0.00000 0.49862 0.49860
  0.19500E+03  0.72337E-01  0.57856E-04 0.77194E-04  0.00194 0.00000 0.49902 0.49904
  0.20500E+03  0.72369E-01  0.30404E-04 0.33233E-04  0.00130 0.00000 0.49935 0.49935
  0.21500E+03  0.72388E-01  0.27586E-04 0.27586E-04  0.00092 0.00000 0.49954 0.49954
  0.22500E+03  0.72414E-01  0.29313E-05 0.29313E-05  0.00041 0.00000 0.49979 0.49979
  0.23500E+03  0.72420E-01  0.00000E+00 0.00000E+00  0.00028 0.00000 0.49986 0.49986
