  0.101248E+01 F
   0.3849E+00   0.3850E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.60076E-01  0.25453E+01 0.27665E+01  0.00412 0.09420 0.37280 0.52889
  0.15000E+02  0.63910E-01  0.21646E+01 0.22275E+01  0.00559 0.06263 0.43241 0.49937
  0.25000E+02  0.68544E-01  0.54224E+00 0.42847E+00  0.00780 0.02702 0.48366 0.48152
  0.35000E+02  0.71602E-01  0.81764E-01 0.72939E-01  0.01196 0.00179 0.49352 0.49273
  0.45000E+02  0.71707E-01  0.47026E-01 0.46505E-01  0.01459 0.00002 0.49288 0.49251
  0.55000E+02  0.71700E-01  0.35958E-01 0.35224E-01  0.01483 0.00000 0.49287 0.49229
  0.65000E+02  0.71646E-01  0.29381E-01 0.29314E-01  0.01587 0.00000 0.49220 0.49193
  0.75000E+02  0.71674E-01  0.22360E-01 0.21751E-01  0.01533 0.00000 0.49255 0.49212
  0.85000E+02  0.71699E-01  0.17323E-01 0.17264E-01  0.01475 0.00000 0.49264 0.49260
  0.95000E+02  0.71714E-01  0.11903E-01 0.12268E-01  0.01439 0.00000 0.49267 0.49294
  0.10500E+03  0.71789E-01  0.89865E-02 0.87141E-02  0.01294 0.00000 0.49357 0.49349
  0.11500E+03  0.71877E-01  0.60318E-02 0.58134E-02  0.01122 0.00000 0.49454 0.49424
  0.12500E+03  0.71915E-01  0.42666E-02 0.42091E-02  0.01037 0.00000 0.49480 0.49483
  0.13500E+03  0.72018E-01  0.26055E-02 0.26035E-02  0.00834 0.00000 0.49588 0.49578
  0.14500E+03  0.72071E-01  0.15326E-02 0.13502E-02  0.00726 0.00000 0.49641 0.49633
  0.15500E+03  0.72152E-01  0.99296E-03 0.87808E-03  0.00565 0.00000 0.49720 0.49715
  0.16500E+03  0.72170E-01  0.62966E-03 0.69838E-03  0.00527 0.00000 0.49736 0.49738
  0.17500E+03  0.72257E-01  0.42808E-03 0.40935E-03  0.00353 0.00000 0.49824 0.49822
  0.18500E+03  0.72274E-01  0.11092E-03 0.58243E-04  0.00321 0.00000 0.49841 0.49838
  0.19500E+03  0.72327E-01  0.57617E-04 0.77633E-04  0.00214 0.00000 0.49892 0.49894
  0.20500E+03  0.72363E-01  0.30183E-04 0.32794E-04  0.00142 0.00000 0.49929 0.49929
  0.21500E+03  0.72379E-01  0.27581E-04 0.27581E-04  0.00110 0.00000 0.49945 0.49945
  0.22500E+03  0.72407E-01  0.27271E-05 0.27271E-05  0.00055 0.00000 0.49972 0.49972
  0.23500E+03  0.72416E-01  0.00000E+00 0.00000E+00  0.00037 0.00000 0.49981 0.49981
