  0.104936E+01 F
   0.3748E+00   0.3751E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.60190E-01  0.37710E+01 0.40732E+01  0.00404 0.09356 0.37660 0.52580
  0.15000E+02  0.63936E-01  0.21588E+01 0.22341E+01  0.00538 0.06221 0.43099 0.50142
  0.25000E+02  0.68661E-01  0.52446E+00 0.41368E+00  0.00764 0.02620 0.48457 0.48159
  0.35000E+02  0.71609E-01  0.79894E-01 0.71466E-01  0.01176 0.00180 0.49353 0.49292
  0.45000E+02  0.71729E-01  0.46101E-01 0.45525E-01  0.01415 0.00002 0.49313 0.49270
  0.55000E+02  0.71717E-01  0.35045E-01 0.34371E-01  0.01449 0.00000 0.49302 0.49249
  0.65000E+02  0.71666E-01  0.28562E-01 0.28483E-01  0.01547 0.00000 0.49241 0.49213
  0.75000E+02  0.71696E-01  0.21743E-01 0.21177E-01  0.01489 0.00000 0.49275 0.49236
  0.85000E+02  0.71719E-01  0.16784E-01 0.16692E-01  0.01436 0.00000 0.49286 0.49279
  0.95000E+02  0.71731E-01  0.11498E-01 0.11789E-01  0.01405 0.00000 0.49287 0.49308
  0.10500E+03  0.71811E-01  0.88340E-02 0.86159E-02  0.01249 0.00000 0.49377 0.49374
  0.11500E+03  0.71885E-01  0.58558E-02 0.56374E-02  0.01104 0.00000 0.49462 0.49435
  0.12500E+03  0.71929E-01  0.40612E-02 0.40027E-02  0.01011 0.00000 0.49495 0.49494
  0.13500E+03  0.72025E-01  0.24495E-02 0.24472E-02  0.00819 0.00000 0.49596 0.49585
  0.14500E+03  0.72082E-01  0.14523E-02 0.12709E-02  0.00705 0.00000 0.49652 0.49643
  0.15500E+03  0.72163E-01  0.96484E-03 0.84949E-03  0.00541 0.00000 0.49732 0.49726
  0.16500E+03  0.72180E-01  0.62945E-03 0.69724E-03  0.00507 0.00000 0.49745 0.49747
  0.17500E+03  0.72261E-01  0.40380E-03 0.38558E-03  0.00345 0.00000 0.49829 0.49826
  0.18500E+03  0.72285E-01  0.10992E-03 0.57351E-04  0.00298 0.00000 0.49852 0.49850
  0.19500E+03  0.72331E-01  0.57734E-04 0.77418E-04  0.00205 0.00000 0.49896 0.49899
  0.20500E+03  0.72365E-01  0.30291E-04 0.33009E-04  0.00139 0.00000 0.49931 0.49931
  0.21500E+03  0.72379E-01  0.27581E-04 0.27581E-04  0.00110 0.00000 0.49945 0.49945
  0.22500E+03  0.72409E-01  0.28325E-05 0.28325E-05  0.00051 0.00000 0.49975 0.49975
  0.23500E+03  0.72417E-01  0.00000E+00 0.00000E+00  0.00034 0.00000 0.49983 0.49983
