  0.106417E+01 F
   0.3653E+00   0.3647E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.60905E-01  0.34384E+01 0.38152E+01  0.00384 0.08563 0.37671 0.53381
  0.15000E+02  0.63626E-01  0.22644E+01 0.22519E+01  0.00534 0.06600 0.43501 0.49365
  0.25000E+02  0.68767E-01  0.50218E+00 0.39537E+00  0.00752 0.02538 0.48498 0.48212
  0.35000E+02  0.71630E-01  0.77175E-01 0.69208E-01  0.01151 0.00173 0.49365 0.49311
  0.45000E+02  0.71748E-01  0.44587E-01 0.43820E-01  0.01383 0.00002 0.49338 0.49277
  0.55000E+02  0.71740E-01  0.33654E-01 0.33101E-01  0.01398 0.00000 0.49319 0.49282
  0.65000E+02  0.71688E-01  0.27651E-01 0.27618E-01  0.01503 0.00000 0.49263 0.49234
  0.75000E+02  0.71710E-01  0.20944E-01 0.20302E-01  0.01460 0.00000 0.49290 0.49249
  0.85000E+02  0.71728E-01  0.16539E-01 0.16498E-01  0.01416 0.00000 0.49293 0.49291
  0.95000E+02  0.71749E-01  0.11057E-01 0.11377E-01  0.01368 0.00000 0.49305 0.49327
  0.10500E+03  0.71827E-01  0.86733E-02 0.84278E-02  0.01216 0.00000 0.49393 0.49390
  0.11500E+03  0.71899E-01  0.57062E-02 0.54605E-02  0.01077 0.00000 0.49476 0.49447
  0.12500E+03  0.71943E-01  0.39321E-02 0.39253E-02  0.00982 0.00000 0.49508 0.49510
  0.13500E+03  0.72036E-01  0.23708E-02 0.23447E-02  0.00797 0.00000 0.49607 0.49596
  0.14500E+03  0.72093E-01  0.13732E-02 0.12166E-02  0.00684 0.00000 0.49662 0.49654
  0.15500E+03  0.72169E-01  0.88375E-03 0.77009E-03  0.00530 0.00000 0.49738 0.49732
  0.16500E+03  0.72188E-01  0.54790E-03 0.61524E-03  0.00491 0.00000 0.49753 0.49755
  0.17500E+03  0.72268E-01  0.39717E-03 0.37918E-03  0.00331 0.00000 0.49835 0.49833
  0.18500E+03  0.72287E-01  0.11049E-03 0.57971E-04  0.00294 0.00000 0.49854 0.49852
  0.19500E+03  0.72335E-01  0.57788E-04 0.77325E-04  0.00198 0.00000 0.49900 0.49902
  0.20500E+03  0.72365E-01  0.30337E-04 0.33102E-04  0.00138 0.00000 0.49931 0.49931
  0.21500E+03  0.72382E-01  0.27582E-04 0.27582E-04  0.00105 0.00000 0.49947 0.49947
  0.22500E+03  0.72411E-01  0.28761E-05 0.28761E-05  0.00048 0.00000 0.49976 0.49976
  0.23500E+03  0.72419E-01  0.00000E+00 0.00000E+00  0.00032 0.00000 0.49984 0.49984
