  0.790918E+00 F
   0.4746E+00   0.4753E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.58750E-01  0.46972E+01 0.52090E+01  0.00521 0.10404 0.34122 0.54953
  0.15000E+02  0.63780E-01  0.16787E+01 0.15974E+01  0.00757 0.06486 0.44171 0.48586
  0.25000E+02  0.66977E-01  0.72864E+00 0.58678E+00  0.00998 0.03854 0.47276 0.47872
  0.35000E+02  0.71331E-01  0.10898E+00 0.95748E-01  0.01458 0.00284 0.49168 0.49089
  0.45000E+02  0.71567E-01  0.57893E-01 0.57166E-01  0.01738 0.00006 0.49160 0.49095
  0.55000E+02  0.71521E-01  0.44261E-01 0.43433E-01  0.01851 0.00000 0.49111 0.49038
  0.65000E+02  0.71471E-01  0.35479E-01 0.35398E-01  0.01942 0.00000 0.49039 0.49019
  0.75000E+02  0.71504E-01  0.28048E-01 0.27396E-01  0.01884 0.00000 0.49091 0.49026
  0.85000E+02  0.71533E-01  0.21898E-01 0.21800E-01  0.01811 0.00000 0.49092 0.49096
  0.95000E+02  0.71545E-01  0.14985E-01 0.15363E-01  0.01780 0.00000 0.49094 0.49126
  0.10500E+03  0.71614E-01  0.11081E-01 0.10782E-01  0.01649 0.00000 0.49180 0.49171
  0.11500E+03  0.71746E-01  0.78619E-02 0.75638E-02  0.01387 0.00000 0.49325 0.49288
  0.12500E+03  0.71811E-01  0.54491E-02 0.52043E-02  0.01248 0.00000 0.49376 0.49376
  0.13500E+03  0.71950E-01  0.34723E-02 0.35270E-02  0.00971 0.00000 0.49519 0.49511
  0.14500E+03  0.71972E-01  0.19644E-02 0.17495E-02  0.00925 0.00000 0.49543 0.49532
  0.15500E+03  0.72064E-01  0.13877E-02 0.11951E-02  0.00740 0.00000 0.49634 0.49626
  0.16500E+03  0.72123E-01  0.79432E-03 0.86483E-03  0.00620 0.00000 0.49689 0.49691
  0.17500E+03  0.72217E-01  0.45748E-03 0.43586E-03  0.00434 0.00000 0.49784 0.49782
  0.18500E+03  0.72245E-01  0.18176E-03 0.12842E-03  0.00377 0.00000 0.49813 0.49810
  0.19500E+03  0.72313E-01  0.88178E-04 0.11018E-03  0.00241 0.00000 0.49878 0.49881
  0.20500E+03  0.72354E-01  0.31484E-04 0.33443E-04  0.00160 0.00000 0.49920 0.49920
  0.21500E+03  0.72366E-01  0.27573E-04 0.27573E-04  0.00137 0.00000 0.49932 0.49932
  0.22500E+03  0.72397E-01  0.20962E-05 0.20962E-05  0.00074 0.00000 0.49963 0.49963
  0.23500E+03  0.72411E-01  0.00000E+00 0.00000E+00  0.00046 0.00000 0.49977 0.49977
