  0.106932E+01 F
   0.2613E+00   0.2586E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.63437E-01  0.27792E+01 0.31210E+01  0.00284 0.06386 0.40575 0.52754
  0.15000E+02  0.64595E-01  0.20851E+01 0.20495E+01  0.00380 0.05855 0.44550 0.49215
  0.25000E+02  0.70286E-01  0.31184E+00 0.24253E+00  0.00547 0.01442 0.49277 0.48734
  0.35000E+02  0.71899E-01  0.52859E-01 0.48348E-01  0.00842 0.00085 0.49551 0.49522
  0.45000E+02  0.71960E-01  0.31101E-01 0.30680E-01  0.00949 0.00003 0.49544 0.49505
  0.55000E+02  0.71919E-01  0.23728E-01 0.23534E-01  0.01031 0.00000 0.49487 0.49483
  0.65000E+02  0.71889E-01  0.20585E-01 0.20335E-01  0.01098 0.00000 0.49467 0.49435
  0.75000E+02  0.71921E-01  0.14852E-01 0.14446E-01  0.01032 0.00000 0.49497 0.49470
  0.85000E+02  0.71928E-01  0.11260E-01 0.11178E-01  0.01014 0.00000 0.49496 0.49490
  0.95000E+02  0.71930E-01  0.74372E-02 0.76808E-02  0.01003 0.00000 0.49489 0.49508
  0.10500E+03  0.72005E-01  0.56826E-02 0.56352E-02  0.00858 0.00000 0.49571 0.49571
  0.11500E+03  0.72056E-01  0.39059E-02 0.37195E-02  0.00760 0.00000 0.49632 0.49608
  0.12500E+03  0.72070E-01  0.28504E-02 0.27624E-02  0.00725 0.00000 0.49635 0.49639
  0.13500E+03  0.72152E-01  0.15418E-02 0.15622E-02  0.00563 0.00000 0.49718 0.49719
  0.14500E+03  0.72210E-01  0.94762E-03 0.87328E-03  0.00448 0.00000 0.49780 0.49772
  0.15500E+03  0.72250E-01  0.62981E-03 0.54729E-03  0.00369 0.00000 0.49818 0.49812
  0.16500E+03  0.72254E-01  0.40450E-03 0.42235E-03  0.00358 0.00000 0.49820 0.49822
  0.17500E+03  0.72320E-01  0.31076E-03 0.28837E-03  0.00228 0.00000 0.49887 0.49885
  0.18500E+03  0.72332E-01  0.54421E-04 0.51735E-04  0.00205 0.00000 0.49898 0.49897
  0.19500E+03  0.72359E-01  0.27570E-04 0.27570E-04  0.00149 0.00000 0.49925 0.49925
  0.20500E+03  0.72385E-01  0.28507E-05 0.28507E-05  0.00099 0.00000 0.49951 0.49951
  0.21500E+03  0.72406E-01  0.24699E-04 0.24699E-04  0.00057 0.00000 0.49972 0.49972
  0.22500E+03  0.72423E-01  0.29220E-05 0.29220E-05  0.00023 0.00000 0.49989 0.49989
  0.23500E+03  0.72425E-01  0.00000E+00 0.00000E+00  0.00019 0.00000 0.49990 0.49990
