  0.885124E+00 F
   0.1658E+00   0.1642E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.66144E-01  0.19617E+01 0.20700E+01  0.00229 0.04445 0.44739 0.50587
  0.15000E+02  0.66730E-01  0.17460E+01 0.18362E+01  0.00241 0.03996 0.45342 0.50421
  0.25000E+02  0.71362E-01  0.17173E+00 0.13180E+00  0.00338 0.00700 0.49725 0.49236
  0.35000E+02  0.72143E-01  0.30098E-01 0.27798E-01  0.00511 0.00027 0.49736 0.49726
  0.45000E+02  0.72120E-01  0.19431E-01 0.18896E-01  0.00640 0.00000 0.49709 0.49651
  0.55000E+02  0.72091E-01  0.14794E-01 0.14928E-01  0.00680 0.00000 0.49646 0.49673
  0.65000E+02  0.72083E-01  0.12938E-01 0.12746E-01  0.00707 0.00000 0.49659 0.49634
  0.75000E+02  0.72135E-01  0.89869E-02 0.87129E-02  0.00604 0.00000 0.49713 0.49683
  0.85000E+02  0.72139E-01  0.71906E-02 0.72137E-02  0.00588 0.00000 0.49704 0.49709
  0.95000E+02  0.72108E-01  0.47513E-02 0.48590E-02  0.00649 0.00000 0.49672 0.49680
  0.10500E+03  0.72143E-01  0.32642E-02 0.32681E-02  0.00582 0.00000 0.49709 0.49709
  0.11500E+03  0.72196E-01  0.23491E-02 0.22704E-02  0.00477 0.00000 0.49765 0.49757
  0.12500E+03  0.72192E-01  0.18140E-02 0.17315E-02  0.00483 0.00000 0.49759 0.49758
  0.13500E+03  0.72254E-01  0.96211E-03 0.95703E-03  0.00360 0.00000 0.49820 0.49820
  0.14500E+03  0.72293E-01  0.57484E-03 0.49783E-03  0.00283 0.00000 0.49861 0.49856
  0.15500E+03  0.72312E-01  0.49975E-03 0.44267E-03  0.00245 0.00000 0.49880 0.49875
  0.16500E+03  0.72323E-01  0.34327E-03 0.36449E-03  0.00222 0.00000 0.49888 0.49890
  0.17500E+03  0.72365E-01  0.22943E-03 0.20629E-03  0.00139 0.00000 0.49931 0.49929
  0.18500E+03  0.72367E-01  0.43529E-04 0.41250E-04  0.00135 0.00000 0.49933 0.49932
  0.19500E+03  0.72388E-01  0.27586E-04 0.27586E-04  0.00092 0.00000 0.49954 0.49954
  0.20500E+03  0.72403E-01  0.23846E-05 0.23846E-05  0.00063 0.00000 0.49968 0.49968
  0.21500E+03  0.72422E-01  0.25191E-04 0.25191E-04  0.00025 0.00000 0.49987 0.49987
  0.22500E+03  0.72427E-01  0.24252E-05 0.24252E-05  0.00015 0.00000 0.49993 0.49993
  0.23500E+03  0.72429E-01  0.00000E+00 0.00000E+00  0.00011 0.00000 0.49994 0.49994
