 cpt#    psproj# nr.coll deposition site x,y,z
                         (Angs)
   1        6248  213    0.695600E+02 -0.738186E+02 -0.654396E+02
   1        6249  217    0.109949E+03  0.749653E+01 -0.398400E+01
   2        6253   13    0.704036E+01 -0.165244E+02 -0.150533E+02
   1        6258  204    0.388406E+02 -0.108577E+03  0.174632E+02
   2        6259   13    0.279928E+01 -0.149626E+02 -0.677649E+01
   2        6263   10    0.570662E+01 -0.220659E+02 -0.741908E+00
   2        6264   12    0.138546E+02 -0.603449E+01 -0.138938E+01
   1        6265  221    0.973882E+02 -0.808614E+02  0.949512E+02
   1        6270  215    0.686116E+02 -0.403647E+02 -0.933451E+02
   2        6273   13    0.112084E+02 -0.877507E+01 -0.107833E+02
   1        6274  211    0.576735E+02 -0.260299E+02  0.455725E+02
   1        6275  216    0.200243E+02 -0.162266E+03 -0.639095E+01
   1        6283  226    0.393176E+02 -0.897163E+02  0.161656E+02
   2        6285   12    0.451379E+01 -0.108286E+02  0.133523E+02
   2        6290   17    0.299231E+01 -0.260439E+02  0.116814E+01
   1        6291  221    0.985623E+02 -0.508374E+02  0.472179E+02
   2        6296   18    0.238199E+02 -0.246254E+02  0.535421E+01
   1        6297  213    0.792454E+02 -0.116451E+03  0.367417E+02
   1        6299  219    0.893395E+02 -0.129884E+03  0.226195E+01
   1        6301  205    0.285897E+02 -0.240903E+02  0.537778E+02
   2        6306   19    0.217081E+02 -0.773484E+01  0.186051E+02
   1        6314  216    0.275793E+02 -0.576700E+02 -0.390398E+02
   1        6315  213    0.507291E+02 -0.142545E+03 -0.110653E+03
   2        6318   16    0.628252E+01 -0.224674E+02 -0.306492E+01
   1        6319  218    0.873349E+02 -0.441491E+00 -0.463380E+02
   1        6322  218    0.100429E+03 -0.970940E+01 -0.389116E+02
   2        6324   11    0.175418E+01 -0.160086E+02 -0.248674E+01
   1        6325  201    0.130074E+03 -0.107525E+03  0.588369E+02
   2        6327   13    0.832777E+01 -0.218191E+02 -0.129740E+01
   2        6330    9    0.843895E+01 -0.979024E+01 -0.330292E+01
   1        6335  221    0.106428E+03 -0.129161E+03  0.711048E+01
   2        6337   15    0.693350E+01 -0.198446E+02 -0.763498E+01
   2        6339   18    0.119376E+02 -0.256389E+02  0.829807E+01
   1        6340  217    0.815686E+02  0.400583E+01  0.867146E+02
   1        6344  226    0.135824E+02 -0.749757E+02  0.149497E+02
   2        6346    7    0.427817E+01 -0.444878E+01 -0.599426E+01
   2        6349   13    0.164444E+02 -0.155591E+02 -0.706363E+01
   1        6351  220    0.138009E+03 -0.483428E+02  0.121426E+02
   2        6352   18    0.631546E+01  0.476438E+01 -0.447575E+01
   2        6353   17    0.158385E+02 -0.107026E+02  0.578722E+01
   2        6357   10    0.430016E+01 -0.227194E+01 -0.940607E+01
   1        6358  219    0.698521E+02 -0.249465E+02 -0.752854E+02
   1        6359  218    0.230865E+02  0.746780E+02  0.499212E+02
   2        6360   11    0.851722E+01 -0.848557E+01  0.530629E+01
   2        6363   10    0.940034E+01 -0.127352E+02  0.190009E+00
   2        6364   14    0.484315E+01 -0.180001E+02 -0.763284E+01
   1        6368  219    0.532116E+02 -0.860009E+02 -0.725235E+02
   2        6369   12    0.403323E+01 -0.800712E+01 -0.690123E+01
   1        6371  216    0.335800E+02 -0.195114E+03  0.259128E+02
   2        6372   14    0.183683E+02 -0.136798E+02 -0.609190E+01
   2        6373    7    0.429923E+01 -0.365310E+01  0.805478E+01
   2        6375   14    0.563522E+01 -0.160756E+02  0.124511E+02
   2        6378   11    0.692021E+01 -0.978393E+01 -0.635461E+01
   1        6382  210    0.472592E+02 -0.104213E+03  0.267969E+02
   1        6388  226    0.142433E+02 -0.188765E+03 -0.717138E+02
   2        6391   10    0.941751E+01 -0.887140E+01  0.207724E+01
   1        6392  232    0.926389E+02 -0.527327E+02 -0.112723E+03
   1        6393  216    0.121804E+03 -0.246074E+02  0.611196E+02
   1        6395  198    0.457724E+02 -0.840649E+02  0.102444E+01
   2        6396   15    0.818259E+01  0.310062E+01 -0.129323E+02
   2        6399    3    0.218955E+01 -0.722283E+01  0.992048E+00
   1        6403  219    0.859062E+02 -0.483519E+02  0.668170E+02
   1        6405  233    0.166609E+03 -0.520207E+02 -0.180258E+02
   1        6414  214    0.301115E+02  0.113432E+02 -0.183542E+03
   2        6417   15    0.702922E+01 -0.103499E+02  0.194411E+02
   1        6419  214    0.859814E+02 -0.819337E+02 -0.805011E+02
   1        6420  223    0.640621E+02  0.189699E+01 -0.454629E+01
   2        6421   16    0.889505E+01 -0.211435E+02  0.197051E+02
   1        6423  223    0.197304E+03 -0.753809E+02  0.117769E+03
   1        6425  213    0.970329E+02 -0.643437E+02 -0.386836E+01
   2        6427   15    0.350191E+01 -0.157699E+02 -0.735523E+01
   1        6432  221    0.178954E+03  0.269692E+02  0.904254E+02
   2        6433   20    0.203601E+02 -0.168059E+02  0.115201E+02
   1        6434  215    0.595028E+02 -0.119800E+03  0.386405E+02
   2        6435    8    0.377023E+01 -0.103649E+02 -0.752306E+01
   1        6436  217    0.838472E+02 -0.428424E+01 -0.109618E+03
   2        6437    9    0.465572E+01 -0.110810E+02 -0.809784E+01
   2        6447   19    0.242640E+02 -0.225804E+02 -0.101383E+02
   2        6453    4    0.398735E+01 -0.523129E+01 -0.200011E+01
   1        6456  216    0.118244E+03  0.852596E+02 -0.242488E+02
   2        6457    9    0.866569E+01 -0.856926E+01  0.110190E+02
   1        6458  219    0.115244E+03 -0.105001E+03 -0.102418E+03
   1        6462  228    0.874588E+02 -0.153658E+03  0.899433E+01
   2        6466    9    0.694842E+01 -0.164772E+02 -0.744612E+01
   2        6467   12    0.819430E+01 -0.976809E+01 -0.162584E+01
   2        6468   17    0.123223E+02 -0.135440E+02 -0.555174E+01
   2        6470   14    0.171616E+02  0.442336E+01  0.484726E+01
   1        6476  231    0.185656E+02 -0.804769E+02  0.501660E+02
   2        6477   14    0.627461E+01 -0.127360E+02 -0.819845E+01
   2        6483   13    0.147414E+02 -0.745999E+00  0.508808E+01
   1        6484  217    0.187962E+03 -0.106109E+03  0.453383E+02
   1        6485  212    0.976784E+02 -0.523339E+02 -0.602086E+02
   2        6486    7    0.569962E+01 -0.125823E+02  0.122644E+01
   1        6487  218    0.497587E+02 -0.864091E+01 -0.152043E+03
   1        6488  222    0.132648E+03 -0.104320E+03  0.292307E+02
   1        6489  215    0.956174E+02  0.647584E+02 -0.691584E+02
   2        6490    4    0.394095E+01 -0.106827E+02 -0.153712E+01
   2        6491   13    0.437056E+01 -0.130273E+02  0.117903E+02
   2        6493   22    0.193080E+02 -0.283714E+02  0.149653E+02
   2        6494    4    0.591588E+00 -0.906793E+01  0.109502E+01
   2        6496   12    0.164896E+02 -0.138484E+02 -0.699318E+01
   2        6502   14    0.175565E+01 -0.161150E+01  0.976070E+01
   1        6507  194    0.580623E+02  0.503094E+02  0.104013E+03
   2        6509   16    0.174151E+02 -0.215268E+02  0.445451E+01
   1        6510  226    0.113115E+03  0.896726E+02  0.626850E+02
   1        6513  218    0.117250E+03 -0.421300E+02 -0.133521E+03
   1        6514  223    0.101028E+03 -0.257843E+01 -0.731056E+02
   1        6516  221    0.195677E+03  0.552270E+02 -0.162932E+02
   2        6518    8    0.586336E+01 -0.696607E+01  0.889721E+01
   1        6519  217    0.132042E+03 -0.696016E+02 -0.119760E+03
   2        6524   13    0.517336E+01 -0.251377E+02  0.146822E+01
   1        6526  214    0.164381E+03 -0.419746E+02  0.107562E+03
   2        6528   18    0.241428E+02 -0.325895E+01 -0.742095E+01
   2        6531   11    0.134536E+02 -0.109117E+02  0.372889E+01
   1        6535  208    0.683118E+02  0.971345E+02  0.247463E+02
   2        6542    9    0.662048E+01 -0.151642E+02  0.463377E+01
   2        6543   16    0.164783E+02 -0.210357E+02  0.386536E+01
   2        6544   10    0.123541E+02  0.353950E+01  0.755400E+01
   1        6545  207    0.725720E+02 -0.840853E+02 -0.706882E+02
   2        6546   12    0.141539E+02 -0.880971E+01 -0.187390E+01
   1        6547  207    0.557263E+02  0.779668E+01 -0.189893E+02
   2        6552   13    0.904466E+01 -0.191726E+02 -0.378872E+01
   1        6553  208    0.381002E+02  0.129395E+03  0.571246E+02
   2        6554   10    0.573116E+01 -0.797943E+01  0.719224E+01
   2        6556   14    0.162641E+02 -0.161881E+02 -0.884961E+01
   2        6557   16    0.549632E+01 -0.300774E+02 -0.761781E+01
   1        6559  222    0.943148E+02 -0.157070E+03  0.817793E+02
   1        6560  212    0.107061E+03 -0.173521E+02  0.714180E+02
   2        6564   14    0.938461E+01 -0.458021E+01 -0.166332E+02
   2        6567   20    0.118722E+02 -0.153953E+02  0.786387E+01
   2        6569    9    0.100778E+02 -0.154154E+02 -0.797195E+01
   2        6570   17    0.224235E+02 -0.232380E+02 -0.110299E+02
   2        6571   13    0.212927E+01 -0.147437E+02 -0.141824E+02
   2        6572   11    0.153764E+02 -0.111951E+02 -0.559112E+01
   2        6573   13    0.963336E+01 -0.160712E+02  0.106783E+02
   2        6574    6    0.400211E+01 -0.140209E+02  0.175155E+00
   1        6575  219    0.242967E+02 -0.156753E+03 -0.277807E+02
   1        6576  234    0.158367E+03 -0.267084E+03  0.602458E+02
   1        6584  230    0.744308E+02 -0.129245E+03  0.119630E+03
   1        6585  198    0.557694E+02 -0.517768E+02  0.142424E+03
   2        6586   16    0.170041E+02 -0.126560E+02  0.390386E+01
   2        6587   15    0.168818E+01 -0.219148E+02  0.522920E+01
   2        6588    8    0.106211E+02 -0.942692E+01 -0.174739E+01
   2        6589   11    0.830538E+01 -0.175906E+01 -0.601705E+01
   2        6590   10    0.924166E+01 -0.178396E+01 -0.165280E+01
   2        6593   17    0.188780E+02 -0.933703E+01 -0.436752E+01
   2        6594   13    0.120069E+02 -0.341972E+01  0.577561E+01
   2        6596   11    0.137351E+02 -0.112122E+02 -0.459121E+01
   2        6597   10    0.732560E+01 -0.136665E+02  0.191162E+01
   1        6600  210    0.610196E+02 -0.444331E+02  0.532711E+02
   1        6606  228    0.859657E+02 -0.183176E+03  0.835694E+02
   1        6608  206    0.655251E+02 -0.634246E+02 -0.999022E+02
   1        6611  222    0.164394E+03  0.115802E+03  0.931507E+02
   1        6613  235    0.159131E+03  0.439133E+02  0.672841E+02
   2        6618   13    0.232490E+01 -0.120636E+02 -0.519177E+01
   2        6619   14    0.801937E+01 -0.231297E+02 -0.192745E+01
   1        6620  229    0.177068E+03 -0.420220E+02 -0.769722E+02
   2        6621   17    0.104892E+02 -0.183312E+02 -0.124293E+01
   1        6628  236    0.130859E+03 -0.131962E+03 -0.815297E+01
   1        6629  220    0.355945E+02 -0.216431E+02 -0.644714E+02
   1        6630  227    0.135811E+03  0.475860E+02 -0.367490E+02
   1        6634  222    0.688205E+02 -0.186148E+03  0.255602E+02
   2        6635   16    0.963445E+01 -0.668402E+01 -0.178181E+02
   2        6636    5    0.382579E+01 -0.907777E+01  0.389929E+00
   1        6637  219    0.965657E+02  0.218970E+02  0.135735E+03
   2        6639   15    0.535965E+01 -0.261514E+02 -0.116243E+02
   1        6640  214    0.619457E+02 -0.222647E+03 -0.424787E+02
   2        6648   19    0.148563E+02 -0.295222E+02 -0.117685E+01
   1        6649  212    0.147441E+03  0.294027E+02 -0.149171E+02
   1        6652  212    0.948932E+01  0.112813E+03 -0.259508E+02
   2        6657   12    0.411636E+01 -0.795159E+01  0.511008E+01
   1        6662  226    0.162742E+03 -0.419433E+02 -0.303581E+02
   1        6664  206    0.290276E+02 -0.174893E+03  0.457682E+02
   2        6668   14    0.634384E+01 -0.291574E+02 -0.342378E+01
   2        6671   12    0.462874E+01 -0.854374E+01 -0.163194E+02
   2        6675   10    0.693381E+01 -0.128456E+02  0.412307E+01
   1        6677  222    0.172755E+03  0.116549E+02  0.348395E+02
   2        6678   14    0.190605E+02 -0.182808E+02  0.103063E+02
   1        6680  214    0.613494E+02  0.989305E+02  0.364924E+02
   2        6682   13    0.147999E+02 -0.915122E+01 -0.145841E+02
   1        6684  207    0.680416E+02  0.131994E+03 -0.437038E+01
   1        6685  216    0.905058E+02 -0.750891E+02 -0.677136E+02
   2        6687   19    0.104385E+01 -0.261920E+01  0.218894E+02
   2        6689   10    0.550463E+01 -0.277174E+01 -0.673965E+01
   1        6690  204    0.562252E+02 -0.117971E+03  0.472364E+02
   1        6692  222    0.997350E+02 -0.208074E+03 -0.197937E+02
   1        6694  221    0.147705E+03  0.287034E+02 -0.453279E+02
   2        6697    9    0.359804E+01 -0.108918E+02  0.145622E+01
   1        6701  221    0.101235E+03  0.572953E+02  0.149107E+03
   1        6705  219    0.467174E+02  0.424271E+02 -0.423069E+02
   1        6706  219    0.693545E+02 -0.556754E+02 -0.137929E+03
   2        6714   11    0.427347E+01 -0.166654E+02  0.345011E+01
   2        6715    7    0.830045E+01 -0.795069E+01 -0.690026E+01
   2        6719   10    0.365199E+01 -0.197036E+02 -0.301881E+01
   2        6723   14    0.318026E+01 -0.375330E+01 -0.487198E+01
   2        6725    9    0.371366E+01 -0.126810E+02 -0.247299E+01
   2        6726   11    0.710669E+01 -0.965961E+01 -0.120947E+02
   1        6729  217    0.109789E+03  0.739399E+02 -0.233849E+02
   1        6734  209    0.519018E+02 -0.245425E+02  0.116053E+03
   2        6735   14    0.156691E+02 -0.473993E+01 -0.759647E+01
   1        6737  223    0.445061E+02 -0.103244E+03  0.781654E+02
   1        6740  217    0.620846E+02 -0.791516E+02  0.624024E+02
   2        6743   16    0.114247E+02 -0.661513E+01 -0.666758E+01
   1        6745  216    0.977073E+02 -0.274972E+02 -0.495631E+01
   2        6749   22    0.104922E+02 -0.366999E+02  0.177274E+02
   1        6750  221    0.767964E+02 -0.986628E+01  0.408629E+02
   2        6751    9    0.875674E+01 -0.907321E+01  0.663434E+01
   1        6753  204    0.263605E+02 -0.648886E+02 -0.158240E+03
   1        6754  221    0.111085E+03 -0.174516E+03 -0.817078E+02
   2        6755   10    0.969036E+01 -0.625072E+01 -0.323723E+01
   2        6757   14    0.267286E+01 -0.263640E+02  0.143269E+01
   2        6760   15    0.178284E+02 -0.479934E+01 -0.455379E+01
   2        6761   16    0.148481E+02 -0.173172E+02 -0.830904E+01
   1        6762  215    0.431595E+02  0.830498E+00 -0.605150E+02
   2        6763   16    0.828914E+01 -0.102216E+02 -0.589128E+01
   2        6764   12    0.102947E+02 -0.110109E+02  0.114342E+02
   1        6767  208    0.638350E+02 -0.501322E+02 -0.101589E+03
   1        6768  230    0.132483E+03 -0.139070E+03  0.702224E+02
   2        6770   16    0.938189E+01 -0.101318E+02  0.135327E+02
   2        6771    3    0.113279E+01 -0.703837E+01  0.136504E+01
   1        6775  216    0.128595E+03 -0.119223E+03 -0.869716E+02
   1        6778  232    0.835088E+02 -0.509069E+02  0.270900E+02
   2        6780   11    0.225192E+01 -0.149562E+02  0.598980E+01
   1        6782  219    0.602861E+02 -0.285024E+02 -0.784395E+02
   2        6787    6    0.905813E+01 -0.634502E+01  0.149765E+01
   2        6791   11    0.283504E+01 -0.179128E+02 -0.574123E-01
   2        6794   11    0.313742E+01  0.974355E+01 -0.770986E+01
   1        6796  226    0.201782E+03 -0.136656E+03  0.275406E+02
   1        6797  218    0.123751E+03 -0.503963E+02  0.770231E+02
   2        6798   13    0.117225E+02 -0.215644E+02  0.454511E+01
   1        6801  222    0.114862E+02 -0.437676E+02 -0.350970E+02
   1        6802  232    0.132596E+03 -0.637562E+02  0.118076E+02
   2        6805   17    0.175537E+02  0.943273E+01 -0.674727E+01
   2        6806   16    0.138050E+02 -0.257796E+02 -0.179145E+01
   1        6807  221    0.139282E+02 -0.173291E+03 -0.516471E+02
   1        6808  217    0.106805E+03 -0.104045E+03  0.391860E+02
   2        6809   14    0.342942E+01 -0.237549E+02 -0.682552E+01
   1        6814  213    0.700785E+02  0.958174E+02 -0.740177E+02
   1        6815  225    0.671280E+01 -0.561318E+02 -0.324010E+02
   2        6816   13    0.128506E+02  0.332824E+01 -0.111801E+02
   1        6818  218    0.753378E+02  0.266585E+02  0.278305E+02
   1        6821  220    0.551957E+02 -0.156527E+03 -0.994126E+00
   2        6822   13    0.102470E+02 -0.197836E+02 -0.130405E+02
   2        6823   11    0.307733E+01 -0.133204E+02 -0.144384E+01
   1        6824  210    0.180576E+03 -0.891719E+01  0.153324E+02
   2        6827   12    0.170248E+02 -0.692385E+01 -0.363100E+01
   1        6828  234    0.202726E+03 -0.157142E+03 -0.468814E+02
   2        6830   12    0.138360E+02 -0.127286E+02 -0.883240E+01
   1        6831  235    0.174559E+03  0.107470E+03 -0.138629E+03
   1        6833  204    0.109563E+02 -0.937466E+02 -0.829907E+02
   1        6834  219    0.721544E+02  0.607153E+02  0.972307E+02
   2        6837   12    0.963384E+01 -0.147847E+02  0.782581E+01
   1        6838  217    0.582303E+02 -0.138981E+03  0.259406E+01
   1        6839  219    0.496413E+02 -0.251420E+02 -0.143266E+03
   2        6843   16    0.608109E+01 -0.274141E+02 -0.786754E+01
   2        6846    8    0.338575E+01 -0.113302E+02 -0.141322E+01
   2        6847   15    0.152911E+02 -0.121054E+02  0.168996E+00
   2        6848   11    0.903651E+01 -0.147700E+02 -0.118148E+02
   2        6849   10    0.262214E+01 -0.652448E+01  0.783016E+01
   2        6850   16    0.778075E+01 -0.287333E+02 -0.467972E+01
   2        6852    9    0.441139E+01 -0.920190E+01 -0.108622E+02
   2        6853    9    0.142410E+02 -0.737377E+00  0.152050E+01
   2        6856   22    0.162613E+02 -0.339939E+02 -0.347048E+01
   1        6858  209    0.645580E+02  0.113666E+03  0.295846E+02
   1        6860  240    0.612538E+02 -0.115539E+03  0.217331E+03
   2        6861    6    0.353520E+01 -0.348769E+01  0.287389E+01
   1        6864  220    0.658646E+02 -0.150476E+02  0.180624E+02
   1        6865  203    0.155980E+02 -0.431635E+02 -0.542044E+02
   2        6866    9    0.610729E+01 -0.817249E+01  0.813916E+00
   2        6868   10    0.672498E+01 -0.101783E+02 -0.164883E+01
   2        6871   22    0.673445E+01 -0.385630E+02 -0.136351E+02
   1        6874  214    0.829513E+02 -0.369386E+02 -0.457153E+02
   2        6875    8    0.395080E+01 -0.438977E+01 -0.104523E+02
   2        6876    8    0.199033E+01 -0.145633E+02  0.199310E+01
   1        6879  230    0.155777E+03  0.139378E+03 -0.178363E+03
   2        6881   11    0.757830E+01 -0.924568E+01 -0.821019E+01
   1        6883  235    0.163895E+03 -0.981307E+02 -0.958184E+01
   1        6888  212    0.628450E+02 -0.719563E+02 -0.438924E+02
   1        6894  211    0.617741E+02 -0.175995E+03 -0.136620E+03
   2        6896   20    0.105125E+02 -0.225483E+02  0.314137E+02
   1        6898  211    0.522630E+02  0.476813E+02  0.244371E+02
   2        6902   13    0.156696E+02 -0.250247E+02  0.117426E+01
   2        6905   15    0.114866E+02 -0.161473E+02 -0.911125E+01
   2        6907    4    0.100319E+01 -0.903439E+01  0.136346E+01
   2        6910   10    0.840193E+01 -0.202741E+02 -0.289525E+00
   1        6916  214    0.796200E+02  0.379571E+02  0.213322E+02
   2        6928   10    0.110173E+02  0.327542E+01  0.515061E+01
   2        6931   15    0.135292E+02 -0.152135E+02 -0.134254E+02
   1        6934  222    0.342935E+02 -0.960784E+02 -0.284385E+02
   1        6935  220    0.217945E+02  0.598317E+02  0.449273E+02
   2        6937   17    0.179202E+02 -0.748333E+01 -0.830547E+01
   2        6938   12    0.100150E+02 -0.965537E+01  0.152857E+02
   2        6940    9    0.259096E+01 -0.184182E+02  0.429155E+01
   1        6942  219    0.455828E+02 -0.881470E+02  0.545931E+02
   2        6943   17    0.235249E+02 -0.170642E+02  0.531722E+01
   2        6944   16    0.143810E+02 -0.175213E+02 -0.765045E+01
   2        6945   16    0.859593E+00 -0.242678E+02 -0.922314E+01
   1        6946  223    0.104676E+03  0.412224E+02 -0.329027E+02
   1        6948  225    0.181699E+03 -0.843300E+02  0.733265E+02
   1        6950  236    0.814209E+02 -0.183146E+03  0.607806E+02
   1        6951  225    0.858019E+02 -0.159690E+02 -0.241239E+02
   1        6954  202    0.107415E+03 -0.195561E+02  0.946141E+02
   2        6955   14    0.647628E+01 -0.299930E+02 -0.120980E+01
   1        6958  222    0.172591E+02 -0.637642E+02  0.366834E+02
   1        6961  222    0.147654E+03 -0.622546E+02  0.725087E+02
   2        6964   12    0.667211E+01  0.123707E+02  0.149877E+01
   2        6966   15    0.120394E+02 -0.173761E+02  0.112949E+02
   2        6969   18    0.642222E+01  0.900489E+01 -0.150228E+02
   2        6971   10    0.537285E+01 -0.164281E+02 -0.693539E+01
   2        6972   19    0.176227E+02  0.438158E+01 -0.500790E+01
   2        6973    9    0.593932E+01 -0.575387E+01  0.243486E+01
   2        6977   13    0.723867E+01 -0.228774E+02  0.115370E+02
   2        6980   14    0.476946E+01 -0.140764E+02  0.792933E+01
   2        6981   12    0.284362E+01 -0.930881E+01 -0.372920E+01
   2        6982   14    0.232430E+01 -0.229571E+02 -0.716570E+01
   1        6984  221    0.489535E+02  0.361271E+02 -0.112473E+03
   2        6990   10    0.682478E+01 -0.186718E+02  0.239595E+01
   1        6992  213    0.397328E+02 -0.118062E+03  0.402088E+02
   1        6998  221    0.872658E+02  0.166534E+01 -0.284875E+02
   1        7002  229    0.190246E+02 -0.718998E+02  0.180727E+02
   2        7003   15    0.802961E+01  0.195188E+01  0.875363E+01
   1        7005  211    0.997732E+02  0.709286E+01 -0.147533E+03
   1        7010  219    0.211431E+02 -0.826976E+02 -0.258294E+01
   2        7013    9    0.210663E+01 -0.152105E+02  0.528469E+01
   1        7019  222    0.940504E+02 -0.100780E+02 -0.795617E+02
   2        7020    7    0.179947E+01 -0.140774E+02  0.391373E+01
   2        7022    9    0.889701E+00 -0.127921E+02  0.759664E+01
   1        7023  225    0.551740E+02 -0.871485E+02  0.519495E+02
   1        7026  228    0.170486E+03 -0.778213E+02 -0.158549E+02
   2        7029   21    0.332688E+02 -0.303617E+00  0.107004E+02
   1        7031  209    0.109698E+03 -0.996158E+02 -0.175028E+01
   1        7033  231    0.427067E+02 -0.161818E+03  0.614333E+02
   2        7041   18    0.168262E+02 -0.289749E+02  0.205238E+01
   2        7042   17    0.212493E+01 -0.294283E+02  0.739460E+00
   2        7048   12    0.108101E+02 -0.391323E+01 -0.110949E+02
   1        7050  207    0.685258E+02 -0.117350E+03  0.193010E+02
   1        7052  219    0.943238E+02 -0.140450E+02  0.665047E+02
   2        7054   12    0.107943E+02 -0.136913E+02  0.885674E+00
   2        7055   12    0.133142E+02 -0.565341E+01 -0.642987E+01
   2        7057   11    0.121617E+02 -0.591340E+01 -0.280543E+01
   2        7058   10    0.142315E+02 -0.555609E+01 -0.706044E+01
   1        7061  211    0.922384E+02 -0.387520E+01 -0.485087E+02
   1        7062  221    0.179146E+02 -0.520420E+02  0.859787E+02
   2        7063   10    0.615762E+01 -0.173847E+02  0.125337E+01
   1        7064  196    0.150322E+03 -0.623933E+02 -0.306646E+02
   2        7066    5    0.154107E+01 -0.116601E+02 -0.230748E+01
   2        7070   16    0.131993E+02 -0.159071E+02 -0.385295E+01
   2        7072    7    0.453759E+01 -0.973775E+01  0.287498E+01
   1        7073  228    0.214532E+03 -0.997323E+02 -0.634250E+02
   2        7074   11    0.156825E+02 -0.979178E+01 -0.492133E+01
   1        7085  224    0.492426E+02 -0.853632E+02  0.195727E+02
   2        7087    8    0.266975E+01 -0.811114E+01  0.685334E+01
   2        7089   15    0.156353E+02 -0.228005E+02 -0.107530E+02
   2        7093   14    0.146528E+02 -0.182288E+02  0.134050E+01
   2        7095    5    0.763139E+01 -0.691793E+01 -0.295003E+01
   1        7096  218    0.186654E+02  0.886650E+02  0.929596E+02
   2        7099   14    0.544069E+01 -0.701473E+01 -0.489741E+01
   2        7100    8    0.805022E+01 -0.171395E+02 -0.627581E+00
   2        7103   10    0.628718E+01  0.601416E+01  0.795145E+01
   1        7106  214    0.635435E+02  0.145171E+03 -0.244921E+02
   1        7109  206    0.415257E+02 -0.936796E+02 -0.386392E+02
   1        7112  218    0.180528E+03 -0.376711E+02 -0.107111E+02
   1        7113  222    0.122298E+03 -0.455844E+02 -0.724899E+02
   2        7116    5    0.934637E+00 -0.868785E+01  0.191929E+01
   2        7117   12    0.140635E+02 -0.511235E+01  0.125222E+02
   2        7118   17    0.113056E+02 -0.198992E+02  0.581308E+01
   1        7120  216    0.146374E+03 -0.185113E+03 -0.164290E+02
   1        7121  204    0.258445E+02 -0.968620E+02  0.234691E+02
   1        7124  216    0.401475E+02  0.192489E+02  0.807046E+01
   2        7126   14    0.546944E+01 -0.172451E+02 -0.664537E+01
   1        7127  217    0.828063E+02 -0.125577E+02 -0.105917E+03
   1        7130  220    0.123154E+03 -0.220053E+02  0.557889E+02
   1        7132  217    0.547388E+02 -0.803360E+02  0.219512E+02
   1        7136  213    0.800594E+02  0.225472E+02  0.140433E+02
   2        7137    5    0.431483E+01 -0.116334E+02 -0.393422E+01
   2        7138   12    0.115251E+02  0.291943E+01 -0.765217E+01
   2        7140    8    0.708168E+01 -0.801121E+01  0.363710E+01
   1        7141  220    0.663942E+02 -0.126344E+02  0.218882E+02
   1        7143  220    0.100783E+02 -0.410432E+02  0.477267E+02
   2        7147   17    0.693964E+01 -0.361449E+01  0.164916E+02
   2        7150   10    0.582002E+01 -0.603232E+01 -0.156120E+02
   2        7152    4    0.220614E+01 -0.558049E+01 -0.125398E+01
   1        7154  220    0.309527E+02 -0.209034E+02 -0.126202E+02
   2        7155   11    0.821671E+01 -0.559846E+01 -0.871727E+01
   1        7156  215    0.341322E+02 -0.106839E+03  0.111466E+02
   2        7159   14    0.151694E+02 -0.121434E+02 -0.105077E+02
   1        7163  220    0.316271E+02 -0.918114E+01 -0.152416E+03
   1        7165  215    0.599521E+02 -0.172715E+03  0.372688E+01
   2        7168   14    0.783391E+01 -0.731862E+01  0.102389E+01
   2        7170   14    0.172196E+02 -0.116080E+02 -0.745246E+01
   1        7171  214    0.139862E+02 -0.570211E+02 -0.261006E+02
   1        7173  229    0.115292E+02  0.115455E+03  0.523505E+02
   2        7177   24    0.179693E+02 -0.334250E+02  0.154301E+01
   2        7178   14    0.106171E+02 -0.133789E+02  0.284954E+00
   2        7180   14    0.145076E+02 -0.109209E+02  0.920922E+01
   2        7181   15    0.788008E+01 -0.273398E+01  0.177063E+02
   2        7186   10    0.703734E+01 -0.884734E+01 -0.119600E+02
   2        7192    8    0.762492E+01 -0.160309E+02  0.770497E+01
   1        7194  227    0.505560E+02  0.678360E+02  0.568060E+02
   2        7195   13    0.136539E+02 -0.828437E+01 -0.819019E+01
   2        7200   14    0.904879E+01 -0.170875E+02  0.523665E+01
   2        7201   10    0.806797E+01 -0.285981E+01  0.964789E+01
   1        7204  224    0.972175E+02  0.169030E+02 -0.150637E+03
   1        7207  219    0.122575E+02 -0.517444E+02  0.134340E+02
   2        7210    8    0.828049E+01  0.151344E+01 -0.119857E+01
   2        7212   13    0.700380E+01 -0.145649E+02  0.126023E+01
   2        7214   11    0.122364E+02 -0.429377E+01 -0.111662E+01
   1        7215  209    0.724058E+02 -0.307058E+02 -0.291621E+02
   1        7217  206    0.930115E+02 -0.101167E+03 -0.709676E+02
   2        7218   12    0.872606E+01 -0.160167E+02 -0.357227E+01
   1        7219  228    0.160467E+03  0.113887E+03 -0.430718E+02
   1        7221  218    0.935408E+02 -0.676846E+02  0.168304E+01
   1        7222  209    0.398778E+02 -0.451674E+02 -0.310334E+02
   2        7224    7    0.885375E+01 -0.102903E+02  0.313578E+01
   1        7225  234    0.601672E+02 -0.505386E+02  0.170702E+03
   1        7227  225    0.422414E+02  0.314320E+02 -0.227400E+03
   2        7229    6    0.286269E+01 -0.137687E+02  0.496382E+01
   2        7231   14    0.448692E+01 -0.193581E+02  0.707686E+01
