 cpt#    psproj# nr.coll deposition site x,y,z
                         (Angs)
   2       47010   10    0.104507E+02 -0.173171E+02 -0.445633E+01
   1       47012  224    0.537385E+02 -0.722509E+02  0.203383E+03
   1       47019  223    0.980004E+02 -0.111721E+03 -0.298883E+01
   1       47022  206    0.832742E+02  0.115463E+02 -0.111199E+02
   2       47023   17    0.119174E+02 -0.142097E+02  0.138800E+02
   1       47024  226    0.626254E+02  0.132834E+02 -0.107845E+03
   1       47026  212    0.106744E+03 -0.253862E+02  0.881209E+02
   1       47030  228    0.289821E+02  0.229235E+02 -0.641029E+02
   2       47031   11    0.909281E+01 -0.489656E+01 -0.135168E+02
   1       47033  238    0.417196E+02 -0.207285E+03 -0.912198E+02
   2       47041   16    0.800225E+01 -0.168980E+02  0.133525E+02
   2       47046   15    0.223418E+01 -0.487442E+01 -0.210966E+02
   1       47048  232    0.140051E+03  0.211054E+03  0.457154E+02
   1       47050  205    0.825255E+02  0.483155E+00 -0.158575E+02
   2       47052   12    0.127651E+02 -0.184736E+02  0.147709E+02
   1       47053  226    0.114561E+03 -0.423301E+02 -0.191069E+02
   2       47056   19    0.162552E+02 -0.302147E+02  0.888268E+01
   1       47058  210    0.122614E+03 -0.107147E+03 -0.349538E+02
   1       47060  222    0.530940E+02 -0.183017E+02  0.312032E+02
   1       47061  228    0.112885E+03 -0.135556E+03  0.596870E+02
   2       47062   16    0.431956E+01 -0.194253E+02  0.300416E+01
   1       47063  216    0.112203E+02 -0.413830E+02 -0.662265E+02
   2       47064    8    0.922960E+01 -0.111320E+02 -0.117409E+01
   1       47067  196    0.101818E+03  0.213041E+02  0.252382E+02
   1       47068  223    0.579874E+02 -0.116434E+03  0.339246E+02
   2       47070   14    0.162280E+02 -0.146281E+02  0.955350E+01
   2       47072   19    0.130493E+02 -0.116804E+02 -0.721189E+01
   2       47075   20    0.423872E+01 -0.312049E+02 -0.984681E+01
   2       47077   19    0.124499E+02 -0.206109E+02  0.162506E+02
   2       47080    9    0.848032E+01 -0.697090E+01  0.783040E+01
   2       47081   13    0.133220E+02 -0.137762E+02  0.652776E+01
   2       47082   22    0.185383E+02 -0.183191E+02 -0.269642E+02
   2       47084   15    0.212143E+02 -0.147857E+02 -0.361216E+01
   2       47087    7    0.484673E+01 -0.803969E+01  0.395518E+01
   2       47088   16    0.240948E+02 -0.215335E+02  0.806726E+01
   1       47089  214    0.562664E+02  0.975111E+02 -0.942257E+02
   2       47091    8    0.544183E+01 -0.128171E+02  0.121566E+01
   2       47092   21    0.153495E+02 -0.346706E+02  0.148551E+02
   2       47099   17    0.145951E+02 -0.224236E+02 -0.409737E+01
   1       47100  220    0.118925E+02  0.189893E+03 -0.730053E+02
   1       47102  235    0.517636E+02 -0.131725E+03 -0.200564E+03
   2       47103   16    0.115944E+02 -0.238050E+02  0.725578E+01
   1       47104  224    0.134303E+03 -0.987607E+02  0.923254E+02
   1       47107  224    0.850873E+02 -0.327772E+02  0.661029E+02
   1       47109  223    0.866605E+02 -0.852597E+02 -0.107002E+03
   1       47110  232    0.143854E+02 -0.387458E+02  0.337467E+02
   1       47111  194    0.200916E+02 -0.230080E+01  0.904627E+02
   2       47115   11    0.716430E+01 -0.848253E+01  0.443706E+01
   1       47120  218    0.116291E+03 -0.696301E+02  0.173455E+02
   1       47122  218    0.133939E+03 -0.122380E+03  0.349846E+02
   1       47123  223    0.136944E+03  0.924755E+02 -0.754159E+02
   1       47124  217    0.829733E+02  0.402960E+02 -0.154652E+03
   2       47126    7    0.648235E+01 -0.857812E+01  0.687472E+01
   2       47130   20    0.139206E+02 -0.237827E+02 -0.114257E+02
   2       47132   18    0.740509E+01 -0.145775E+02  0.198162E+02
   1       47136  222    0.887640E+02  0.674617E+02  0.149694E+03
   1       47141  217    0.752453E+02 -0.122502E+03  0.430783E+02
   2       47146    6    0.518412E+01 -0.126332E+02  0.110368E+00
   1       47147  225    0.101929E+03 -0.100915E+03  0.187976E+02
   2       47148   14    0.941220E+01 -0.224255E+02 -0.799691E+01
   2       47152   11    0.817160E+01 -0.180384E+02  0.660942E+01
   2       47153   15    0.717201E+01 -0.336282E+01 -0.109572E+02
   1       47156  219    0.174806E+03  0.162778E+02 -0.774135E+02
   1       47159  222    0.152454E+03  0.624892E+02  0.177378E+02
   2       47162   14    0.126029E+02  0.395770E+01 -0.413729E+01
   2       47163   13    0.164863E+02 -0.202901E+02  0.764284E+01
   1       47166  231    0.231829E+03 -0.681739E+02 -0.252813E+02
   2       47168   14    0.447463E+01 -0.261004E+02  0.160115E+02
   1       47170  235    0.389460E+02 -0.296838E+02 -0.157038E+03
   2       47171   17    0.756184E+01 -0.197535E+02  0.175786E+02
   1       47174  213    0.571440E+02 -0.848702E+02  0.331674E+01
   2       47179   13    0.710659E+01 -0.127374E+02  0.434281E+01
   1       47185  226    0.276107E+02 -0.233212E+02 -0.861036E+02
   2       47187   15    0.742416E+01 -0.321176E+02  0.134550E+02
   1       47191  206    0.674701E+02 -0.524627E+02  0.169978E+03
   1       47192  217    0.133404E+03 -0.721477E+02 -0.746669E+02
   2       47193    9    0.145830E+02 -0.574293E+01  0.167970E+01
   1       47195  209    0.147601E+03 -0.481386E+02  0.682334E+02
   1       47197  222    0.611517E+02  0.108225E+03 -0.583006E+02
   1       47199  225    0.588264E+02 -0.239947E+02  0.113708E+03
   2       47202   16    0.113567E+02 -0.283480E+02 -0.638572E+01
   2       47203   19    0.220321E+02 -0.181658E+02 -0.122705E+02
   2       47204   17    0.936892E+01 -0.233482E+02 -0.184024E+02
   2       47205   15    0.113304E+02  0.113047E+02  0.103266E+02
   2       47208   19    0.150406E+02 -0.176718E+02 -0.174010E+02
   2       47212   19    0.110796E+02 -0.261089E+02  0.212209E+01
   1       47215  207    0.353227E+02  0.529241E+02  0.530546E+02
   1       47218  233    0.130066E+03 -0.625474E+02 -0.181688E+03
   2       47220   14    0.130223E+02 -0.909866E+01 -0.821378E+01
   1       47223  220    0.135952E+03 -0.519532E+02 -0.417435E+01
   1       47228  219    0.682910E+02 -0.834549E+02 -0.131730E+03
   2       47230    6    0.508309E+01 -0.125427E+02 -0.263184E+01
   2       47232   22    0.197622E+01 -0.373784E+02 -0.208865E+02
   1       47233  210    0.683939E+02 -0.142495E+03  0.110494E+03
   2       47237   13    0.682109E+01 -0.520452E+01  0.408966E+01
   1       47238  208    0.106213E+03 -0.166653E+03  0.625465E+02
   1       47245  237    0.119139E+03  0.675835E+02 -0.248870E+02
   2       47252   15    0.701075E+01 -0.180627E+02  0.251363E+01
   2       47253   11    0.135649E+02 -0.123610E+02 -0.114631E+02
   2       47254   19    0.241720E+02 -0.251938E+02 -0.112103E+02
   1       47256  223    0.157926E+03 -0.168851E+02 -0.327793E+02
   1       47257  226    0.155273E+03 -0.609551E+02  0.387204E+02
   2       47260    6    0.158822E+01 -0.127817E+02  0.322636E+01
   2       47261   21    0.196820E+01 -0.242078E+02 -0.382093E+01
   2       47263   16    0.110355E+02 -0.148350E+02 -0.440801E+01
   1       47264  238    0.151224E+03 -0.142504E+03  0.321842E+02
   2       47266    9    0.420537E+01 -0.641039E+01 -0.983361E+01
   1       47271  218    0.767315E+02  0.514533E+02 -0.449979E+02
   1       47272  225    0.977166E+02  0.575142E+02 -0.153728E+03
   2       47274   15    0.133949E+02 -0.280883E+02  0.429502E+01
   2       47276   16    0.885995E+01 -0.206719E+02  0.873069E+01
   1       47277  227    0.102812E+03 -0.221143E+03 -0.268409E+02
   1       47281  219    0.273571E+02 -0.254047E+02 -0.417066E+02
   1       47282  226    0.152999E+03 -0.993777E+02  0.951722E+02
   2       47283   17    0.132658E+02 -0.217034E+02  0.878605E+01
   2       47286    9    0.991736E+00 -0.100548E+02 -0.773095E+01
   1       47287  230    0.101113E+03 -0.162841E+03  0.110729E+03
   2       47288   11    0.519729E+01 -0.104119E+02 -0.692157E+01
   1       47292  232    0.679952E+02 -0.132453E+03  0.757901E+02
   1       47293  222    0.151002E+03  0.273325E+02  0.332868E+01
   1       47295  228    0.616873E+02 -0.807215E+02  0.838985E+02
   2       47297    6    0.283792E+01 -0.145995E+01  0.677480E+01
   2       47298   11    0.741873E+01 -0.102991E+02  0.118523E+02
   2       47299   14    0.136132E+02 -0.120726E+02  0.126949E+02
   2       47300   11    0.132428E+02 -0.958175E+01 -0.362291E+01
   2       47302   12    0.180199E+02 -0.534474E+01  0.768047E+01
   2       47303   17    0.197259E+02 -0.203197E+02 -0.658407E+01
   2       47305   12    0.905110E+01 -0.115008E+02 -0.153415E+01
   1       47312  220    0.704598E+02 -0.102833E+03 -0.352879E+02
   2       47313   23    0.316815E+02 -0.115175E+02 -0.100002E+02
   2       47319   13    0.530215E+01  0.226958E+01 -0.125949E+02
   2       47323   16    0.690675E+01 -0.347187E+02 -0.571904E+01
   2       47324   18    0.117897E+02 -0.176323E+02 -0.505292E+01
   2       47326   17    0.189018E+02 -0.152154E+02 -0.372069E+00
   1       47327  224    0.639758E+02 -0.196102E+02  0.293064E+02
   2       47328   14    0.141000E+02 -0.128745E+01 -0.445097E+01
   2       47331    7    0.657032E+01 -0.804398E+01  0.126853E+01
   1       47332  226    0.910564E+02 -0.146988E+03 -0.224734E+02
   2       47333   13    0.221217E+02 -0.635244E+01 -0.804861E+01
   1       47338  232    0.173871E+03 -0.187501E+01 -0.265038E+02
   1       47341  230    0.486793E+02 -0.183590E+03 -0.697416E+02
   2       47345   10    0.951682E+01  0.110216E+01 -0.459611E+01
   2       47346   10    0.895025E+01 -0.133136E+02 -0.931858E+01
   2       47349   14    0.120767E+02 -0.528820E+00  0.850423E+01
   2       47351   11    0.454737E+01 -0.375950E-01  0.158330E+02
   2       47353   10    0.516922E+01 -0.118868E+02 -0.405449E+01
   1       47356  207    0.745969E+02 -0.182524E+01  0.476602E+02
   2       47357    6    0.427011E+01 -0.421558E+01 -0.178629E+01
   1       47359  224    0.112824E+03 -0.161473E+03  0.904551E+01
   1       47360  217    0.130766E+03  0.677812E+02  0.395043E+02
   1       47362  219    0.511473E+02 -0.652706E+02  0.669037E+02
   2       47365   12    0.594164E+01 -0.558345E+01 -0.288256E+01
   2       47366   17    0.682905E+01 -0.183321E+02  0.113694E+02
   1       47369  229    0.531025E+02 -0.160807E+03 -0.530779E+02
   2       47370   12    0.124619E+01 -0.412356E+01  0.189482E+02
   1       47372  232    0.294421E+02  0.155190E+03 -0.636934E+02
   2       47374   14    0.120649E+02  0.127782E+02 -0.405664E+01
   1       47375  225    0.207577E+02 -0.930258E+02 -0.858395E+02
   2       47377   15    0.160880E+02 -0.229040E+02 -0.109490E+02
   1       47380  212    0.818611E+02 -0.106668E+03 -0.577495E+02
   1       47382  132    0.104096E+03 -0.132915E+03 -0.801306E+02
   1       47386  226    0.163374E+03 -0.156820E+03 -0.782413E+02
   2       47389    6    0.505114E+01 -0.605349E+01 -0.390043E+01
   1       47390  177    0.621968E+02 -0.151422E+03 -0.902596E+02
   1       47391  210    0.740935E+02 -0.227209E+02  0.648457E+02
   2       47394   12    0.112783E+02 -0.144733E+02 -0.434167E+01
   1       47398  225    0.187884E+03 -0.898405E+02  0.386480E+02
   2       47403    8    0.414472E+01 -0.940329E+01 -0.279799E+01
   2       47405    9    0.633601E+01 -0.184001E+02  0.311013E+01
   2       47408    6    0.412551E+01 -0.106624E+02 -0.370055E+01
   1       47409  216    0.977638E+02 -0.756226E+02  0.102312E+03
   1       47411  234    0.807846E+02  0.525898E+02 -0.962932E+02
   1       47413  218    0.160083E+03 -0.751824E+02 -0.623151E+02
   2       47415    9    0.343503E+01 -0.113949E+02 -0.184292E+01
   1       47416  226    0.109251E+03 -0.568721E+02  0.199395E+03
   2       47417   12    0.756456E+01 -0.283801E+00 -0.104576E+01
   1       47424  227    0.426798E+02 -0.159387E+03  0.267143E+02
   1       47425  224    0.113417E+03 -0.441411E+02 -0.498685E+02
   2       47426   21    0.130701E+02 -0.185095E+02  0.272984E+02
   1       47428  243    0.527465E+02 -0.464139E+02  0.171244E+02
   2       47429   16    0.151245E+02 -0.851467E+01 -0.758521E+01
   1       47432  215    0.144377E+03 -0.177001E+03 -0.865528E+02
   1       47435  223    0.703411E+02 -0.722516E+02 -0.590694E+01
   2       47436   12    0.346536E+01 -0.186157E+02  0.603599E+01
   1       47437  210    0.102627E+03  0.792211E+02 -0.595188E+02
   1       47438  222    0.614442E+02 -0.669444E+02  0.123578E+03
   2       47439   11    0.946168E+00 -0.149899E+02 -0.159827E+01
   1       47440  231    0.679013E+02  0.337367E+02  0.909876E+02
   2       47443   16    0.189850E+02 -0.117237E+02 -0.191528E+02
   1       47444  226    0.219623E+03 -0.852082E+02  0.348450E+00
   1       47446  236    0.140761E+02 -0.844257E+02 -0.899440E+01
   2       47447    7    0.483654E+01 -0.113963E+02  0.507270E+01
   2       47450   17    0.727735E+01 -0.356760E+01 -0.195073E+01
   2       47452   22    0.175387E+02 -0.220676E+02 -0.207263E+02
   2       47454    7    0.491622E+01 -0.138738E+02 -0.708118E+01
   1       47455  224    0.347672E+02 -0.569870E+01 -0.127131E+03
   2       47458   19    0.239341E+01 -0.477613E-01  0.305415E+01
   1       47462  228    0.195593E+03 -0.157417E+03 -0.260412E+02
   2       47466   10    0.122757E+02  0.438895E+01 -0.392234E+01
   2       47467   21    0.265103E+01 -0.284000E+02 -0.186689E+01
   2       47472   12    0.696496E+01 -0.645211E+01  0.452683E+01
   1       47473  220    0.143985E+03 -0.559854E+00 -0.132765E+02
   1       47474  241    0.893840E+02 -0.723278E+02 -0.430923E+02
   1       47476  220    0.768062E+02 -0.137167E+03  0.797756E+02
   1       47478  220    0.118304E+03 -0.194912E+03  0.134215E+03
   2       47481    5    0.203313E+01 -0.747592E+01 -0.284341E+01
   1       47483  225    0.112804E+02  0.160456E+02  0.108738E+03
   1       47488  215    0.144002E+02 -0.475678E+02  0.652057E+02
   1       47490  204    0.309343E+02 -0.455273E+02 -0.305842E+02
   1       47491  199    0.996923E+02 -0.459520E+02  0.243195E+02
   2       47494   11    0.114344E+02 -0.857364E+01  0.100760E+02
   2       47495   19    0.202697E+02 -0.158619E+02 -0.426133E+01
   1       47496  216    0.558768E+02 -0.154766E+03 -0.879459E+02
   2       47498   21    0.237781E+02 -0.638535E+01 -0.137642E+02
   1       47502  210    0.642376E+02  0.412879E+02  0.113252E+03
   1       47503  216    0.106551E+03 -0.137640E+02  0.864891E+02
   2       47504    7    0.346389E+01 -0.107551E+02  0.322923E+01
   2       47506   16    0.168458E+02 -0.230640E+02 -0.140489E+02
   2       47507   21    0.405954E+01 -0.231530E+02 -0.277997E+02
   1       47508  209    0.149678E+03  0.536078E+02 -0.146321E+03
   2       47511   19    0.241448E+02 -0.215911E+02  0.112155E+02
   1       47512  225    0.935117E+02  0.368798E+01  0.225109E+02
   1       47517  225    0.974098E+02 -0.172215E+03  0.108593E+03
   2       47519   16    0.886301E+01 -0.285650E+02  0.403143E+01
   2       47522   25    0.228575E+02 -0.121129E+02 -0.151395E+02
   1       47523  224    0.168334E+03 -0.626279E+02 -0.200653E+02
   1       47526  224    0.758761E+02 -0.523218E+02  0.254186E+02
   2       47527   11    0.408511E+01 -0.147235E+02  0.853545E+00
   1       47530  230    0.823731E+02 -0.616774E+02 -0.372287E+02
   2       47533   14    0.131228E+02 -0.144721E+01 -0.711283E+01
   2       47534   10    0.790418E+01 -0.252684E+01 -0.111908E+01
   1       47540  213    0.124555E+03 -0.838086E+01  0.284496E+02
   2       47543   15    0.121726E+02 -0.132763E+01  0.847679E+01
   2       47547   17    0.474138E+01 -0.115981E+02  0.157660E+02
   1       47554  215    0.611610E+02 -0.904365E+02 -0.272598E+02
   2       47556   13    0.110092E+02 -0.176495E+02 -0.144683E-01
   1       47557  230    0.120046E+02 -0.435944E+02 -0.717244E+02
   1       47559  232    0.704344E+02  0.400979E+02 -0.222317E+03
   1       47560  229    0.961600E+02 -0.951918E+02 -0.741097E+02
   2       47564   17    0.163884E+02 -0.244083E+02 -0.302131E+01
   2       47569   19    0.193924E+02 -0.181511E+02  0.358693E+01
   2       47570   20    0.734587E+01 -0.254851E+02  0.223810E+02
   2       47571   14    0.181347E+02 -0.303555E+00  0.107256E+02
   2       47572   19    0.546539E+01 -0.308590E+02 -0.191719E+02
   1       47573  220    0.479140E+02 -0.494309E+02 -0.334723E+02
   2       47576   20    0.119231E+02  0.123316E+02  0.336385E+01
   2       47578   12    0.367270E+01 -0.176379E+02 -0.682829E+01
   2       47580   18    0.142694E+02 -0.240416E+01 -0.941914E+00
   2       47582   16    0.578006E+01 -0.126182E+02  0.134898E+02
   2       47584   10    0.730000E+01 -0.136076E+02  0.111324E+02
   2       47587    8    0.207196E+01 -0.126151E+02 -0.119535E+01
   1       47588  228    0.696641E+02 -0.557397E+02 -0.223756E+02
   2       47589   20    0.127578E+02 -0.224909E+02 -0.310828E+02
   2       47594   18    0.122549E+02 -0.959977E+01 -0.236453E+02
   2       47600   14    0.121045E+02 -0.181910E+02  0.709911E+01
   2       47602    7    0.584937E+01 -0.294376E+01 -0.265763E+01
   2       47603   12    0.136284E+02 -0.212957E+02 -0.274369E+01
   2       47604   10    0.159008E+02 -0.554390E+01 -0.125247E+01
   2       47605   11    0.909097E+01 -0.159925E+02 -0.333357E+01
   1       47609  212    0.701415E+02  0.256253E+02  0.136886E+02
   2       47610   19    0.241933E+02 -0.730517E+01 -0.163857E+02
   2       47612    9    0.149527E+01 -0.172847E+02  0.104743E+02
   1       47614  212    0.720013E+02 -0.933079E+02  0.327527E+02
   2       47615   19    0.258704E+02 -0.320378E+02 -0.323921E+00
   1       47617  218    0.162528E+03 -0.425368E+02  0.562963E+02
   1       47620  230    0.105399E+03 -0.173468E+03 -0.255067E+02
   2       47623    9    0.112866E+02 -0.158466E+02 -0.220841E+01
   2       47626   12    0.114125E+02 -0.254704E+02  0.553403E-01
   1       47631  218    0.508757E+02 -0.699751E+02  0.725335E+02
   2       47634   14    0.156496E+02  0.176896E+01 -0.519026E+01
   1       47635  199    0.566700E+02 -0.622304E+02  0.124686E+01
   2       47636    5    0.170580E+01 -0.113842E+02 -0.225441E+00
   2       47638   13    0.936707E+01 -0.224475E+02  0.492932E+01
   2       47639    9    0.531223E+01 -0.204358E+02 -0.819226E+00
   1       47640  220    0.749473E+02 -0.174834E+02 -0.929324E+01
   1       47641  223    0.166489E+03 -0.106443E+03  0.299271E+02
   2       47643    7    0.111117E+02 -0.134729E+02  0.640939E+00
   2       47645    8    0.422547E+01 -0.114346E+02  0.883530E+01
   1       47648  219    0.135250E+03 -0.999557E+02 -0.295098E+02
   2       47652   20    0.230972E+02 -0.205368E+02 -0.116608E+02
   2       47661   20    0.134390E+02 -0.206655E+02  0.234853E+02
   1       47664  214    0.111439E+03 -0.531015E+02 -0.631360E+01
   2       47665   15    0.127533E+02 -0.181493E+01 -0.160914E+02
   2       47668   10    0.556938E+01 -0.174099E+02  0.480969E+01
   2       47679    5    0.600455E+01 -0.873346E+01  0.359826E+01
   2       47685   18    0.232192E+02 -0.204446E+02 -0.155000E+01
   2       47687   21    0.985379E+01 -0.336414E+02  0.683620E+01
   1       47689  229    0.797524E+02 -0.426614E+02 -0.343600E+02
   1       47691  213    0.362723E+02 -0.288715E+02  0.537965E+02
   1       47692  213    0.493006E+02 -0.510846E+02  0.489548E+02
   2       47693   13    0.109299E+02 -0.254827E+02 -0.136828E+02
   2       47696    9    0.421293E+01 -0.201228E+02 -0.220153E+01
   1       47697  228    0.141374E+03 -0.300927E+01  0.141778E+03
   1       47700  225    0.104005E+02  0.897290E+02 -0.540016E+02
   1       47703  224    0.218193E+02 -0.421726E+02 -0.147717E+03
   2       47705   19    0.335144E+01 -0.360453E+02 -0.150175E+02
   2       47706    9    0.110894E+02 -0.251816E+01  0.219263E+01
   2       47707    6    0.440728E+01 -0.126394E+02  0.464904E+01
   2       47709   12    0.820451E+01 -0.223129E+02 -0.102930E+02
   1       47711  212    0.101272E+03 -0.113249E+03  0.147464E+02
   1       47714  217    0.517390E+02 -0.666283E+02  0.205526E+02
   2       47715   12    0.309330E+01 -0.238376E+02  0.133008E+02
   1       47717  229    0.203893E+03 -0.114004E+03 -0.950131E+02
   2       47721   18    0.737452E+01 -0.761853E+01 -0.207609E+02
   2       47722   18    0.247093E+02 -0.228357E+02  0.151926E+02
   2       47724   18    0.230702E+02 -0.302946E+02  0.698492E+01
   2       47729   16    0.133630E+02 -0.111162E+02 -0.260096E+02
   1       47731  226    0.752577E+02 -0.122800E+03  0.993057E+02
   2       47733   16    0.825586E+01 -0.101761E+02  0.143713E+01
   1       47735  225    0.862010E+02 -0.150610E+03  0.331008E+02
   2       47739   16    0.864078E+01 -0.206811E+02  0.548088E+01
   1       47743  221    0.105208E+03 -0.422947E+02  0.169152E+01
   2       47745    5    0.445291E+01 -0.154793E+02  0.110851E+01
   2       47746    9    0.109462E+02 -0.112862E+02  0.812562E+00
   2       47747   17    0.124645E+02 -0.277222E+02 -0.974273E+01
   2       47748   12    0.148620E+02 -0.808128E+01  0.491195E+01
   1       47749  219    0.110791E+03  0.236355E+02 -0.270080E+02
   2       47754   13    0.297026E+01 -0.247129E+02 -0.160291E+02
   1       47755  219    0.132175E+03  0.108005E+03  0.349827E+02
   2       47758   16    0.264048E+02  0.173561E+01  0.469826E+01
   2       47762   12    0.756065E+01 -0.131190E+02  0.909325E+00
   1       47766  223    0.775575E+02 -0.388193E+02 -0.104789E+03
   1       47769  208    0.113966E+03 -0.397817E+02 -0.434495E+02
   2       47770   10    0.995238E+01 -0.162687E+02 -0.456379E+00
   2       47772   15    0.116457E+02 -0.200558E+02  0.164325E+02
   1       47774  223    0.467812E+02 -0.590798E+02  0.482979E+02
   1       47778  219    0.660706E+02  0.145793E+03 -0.715787E+02
   2       47779   10    0.825598E+01 -0.570803E+01 -0.800613E+01
   2       47780    9    0.128343E+02 -0.109289E+02 -0.425947E+01
   2       47781   15    0.205044E+02 -0.141661E+02  0.138877E+02
   2       47791   11    0.130099E+02 -0.523601E+01  0.107921E+01
   2       47793   13    0.580992E+01 -0.161902E+02  0.715260E+01
   2       47795   19    0.202605E+02 -0.170140E+02 -0.992023E+01
   2       47796   10    0.907939E+01 -0.126618E+02 -0.112159E+02
   2       47797   12    0.983400E+01  0.422961E+00 -0.128701E+02
   1       47800  113    0.538711E+02  0.691430E+02  0.252700E+02
   1       47801  227    0.358166E+02  0.716465E+02  0.850047E+02
   2       47802   17    0.554193E+01 -0.140936E+02 -0.867156E+01
   2       47804   15    0.230674E+02 -0.100953E+02  0.326470E+01
   2       47805   26    0.638106E+01  0.145121E+02 -0.112666E+02
   2       47807   13    0.103047E+02 -0.163238E+01  0.521630E+01
   2       47808   15    0.136092E+02 -0.251958E+02  0.313042E+01
   1       47811  220    0.589996E+02  0.361712E+02  0.360239E+02
   1       47814  216    0.155333E+03  0.642106E+02  0.611512E+01
   1       47818  228    0.203459E+03  0.607176E+02 -0.443151E+02
   2       47820    9    0.128970E+02 -0.104694E+02  0.924156E+01
   1       47821  229    0.168175E+03 -0.104950E+03  0.879182E+02
   2       47822   11    0.672835E+01 -0.254894E+02  0.494644E+01
   1       47823  217    0.245138E+02 -0.473505E+02  0.933830E+02
   2       47825   15    0.667490E+01 -0.209216E+02  0.103603E+02
   1       47826  237    0.227640E+03  0.575721E+02 -0.980096E+02
   2       47827   12    0.145509E+02 -0.945761E+01 -0.134216E+02
   1       47832  215    0.100517E+03  0.543486E+02  0.518591E+02
   2       47834   18    0.155540E+02 -0.907513E+01 -0.473819E+01
   2       47838    7    0.788946E+01 -0.919546E+01  0.678380E+00
   2       47840   19    0.144962E+02  0.405102E+01 -0.647909E+01
   2       47842   22    0.707171E+01 -0.355651E+02  0.815143E+01
   2       47843   21    0.712048E+01 -0.140660E+02 -0.194128E+02
   1       47845  211    0.102646E+03  0.256089E+02  0.112521E+03
   1       47846  242    0.151522E+02  0.932475E+01 -0.117828E+03
   1       47848  223    0.122973E+03 -0.425697E+02  0.376094E+02
   1       47849  204    0.412825E+02 -0.146595E+03 -0.550200E+02
   1       47851  212    0.632719E+02 -0.785469E+02 -0.339004E+02
   2       47852   16    0.806440E+01 -0.143624E+02  0.242393E+02
   2       47853    1    0.195225E+00 -0.502664E+01 -0.580426E-11
   1       47856  232    0.807279E+02 -0.821322E+02 -0.288128E+02
   2       47857   21    0.783858E+01 -0.407973E+02  0.125594E+01
   1       47859  223    0.179178E+03 -0.388875E+02 -0.564202E+02
   2       47860   12    0.448980E+01 -0.523646E+01  0.134661E+02
   2       47862   12    0.128932E+02 -0.187791E+02 -0.468082E+01
   2       47863   16    0.127836E+02 -0.127360E+02 -0.893275E+01
   1       47866  210    0.137135E+03 -0.111172E+03  0.169264E+02
   2       47871   17    0.777689E+01 -0.542131E+01  0.643244E+01
   1       47874  222    0.265211E+02  0.103921E+03 -0.111879E+03
   1       47877  206    0.174077E+02  0.111541E+03  0.626106E+02
   1       47881  219    0.791519E+02 -0.491523E+01 -0.918436E+02
   2       47885   16    0.112261E+02 -0.870840E+01  0.163145E+02
   2       47886   16    0.900545E+01 -0.185186E+02  0.698129E+01
   1       47888  217    0.109939E+03 -0.303679E+02 -0.130581E+02
   1       47889  211    0.829254E+02 -0.503008E+02  0.987440E+02
   2       47895   21    0.163124E+01 -0.336802E+02 -0.522212E+01
   2       47896   19    0.777967E+01 -0.145019E+02 -0.179427E+02
   1       47898  229    0.100810E+03 -0.174308E+03 -0.107628E+03
   2       47899   24    0.160143E+02 -0.134794E+02 -0.239833E+01
   2       47900    3    0.158753E+01 -0.699596E+01 -0.329462E+01
   2       47901    9    0.638546E+01 -0.737437E+01  0.674977E+01
   2       47904    9    0.918775E+01 -0.718028E+01  0.482673E+01
   1       47910  230    0.997604E+02 -0.467645E+02 -0.908621E+02
   2       47912   14    0.171168E+02 -0.201552E+02  0.695981E+01
   1       47915  221    0.410429E+02 -0.298232E+02  0.170084E+02
   2       47917   16    0.189670E+02 -0.228708E+02  0.632229E+01
   2       47918   21    0.172391E+01 -0.241290E+02 -0.214928E+02
   2       47920   10    0.524815E+01 -0.515804E+01  0.532436E+01
   1       47923  208    0.363636E+02 -0.112765E+03 -0.459194E+02
   1       47924  226    0.134138E+03  0.636956E+02  0.991423E+02
   1       47926  230    0.517451E+02 -0.688754E+02  0.532948E+02
   2       47927    8    0.130378E+02 -0.882921E+01 -0.539847E+01
   1       47928  220    0.734077E+02  0.153555E+02 -0.997299E+02
   2       47932   14    0.202412E+02 -0.267585E+02 -0.105122E+01
   2       47934   13    0.131806E+01 -0.164572E+02 -0.574557E+01
   2       47941    5    0.489731E+01 -0.667363E+01  0.654658E+01
   2       47942   15    0.885025E+01 -0.583129E+01 -0.101821E+02
   1       47943  225    0.437435E+02 -0.139203E+03 -0.109665E+02
   2       47944   11    0.134588E+02 -0.536897E+01 -0.924407E+01
   1       47945  220    0.151085E+03 -0.451985E-01  0.172949E+03
   1       47947  232    0.519988E+02 -0.211348E+02  0.403916E+02
   2       47948   10    0.612273E+01 -0.180294E+02 -0.438990E+01
   2       47950   17    0.136369E+02 -0.304633E+02 -0.146908E+01
   2       47953   17    0.640815E+01 -0.558931E+01  0.222468E+01
   2       47954   17    0.245047E+01 -0.314920E+02 -0.170847E+01
   1       47955  216    0.587908E+02 -0.354776E+02 -0.150935E+03
   1       47959  199    0.885489E+02 -0.805359E+02  0.340004E+02
   2       47961   14    0.110329E+02 -0.101066E+02 -0.358529E+01
   1       47963  227    0.126618E+03  0.434668E+02  0.150732E+03
   1       47966  234    0.815639E+02  0.115520E+03 -0.127852E+03
   1       47969  223    0.672015E+02  0.562549E+02 -0.427273E+02
   2       47970   14    0.829638E+01 -0.108859E+02  0.528383E+01
   2       47971   17    0.198228E+02 -0.115122E+02  0.532593E+01
