  0.111194E+01 F
   0.3009E+00   0.2990E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.62130E-01  0.20813E+01 0.22543E+01  0.00341 0.07662 0.40172 0.51825
  0.15000E+02  0.64283E-01  0.23068E+01 0.24048E+01  0.00424 0.05944 0.43315 0.50317
  0.25000E+02  0.69754E-01  0.38280E+00 0.29842E+00  0.00626 0.01818 0.49009 0.48547
  0.35000E+02  0.71811E-01  0.61537E-01 0.55989E-01  0.00954 0.00109 0.49483 0.49453
  0.45000E+02  0.71862E-01  0.36552E-01 0.35898E-01  0.01149 0.00002 0.49449 0.49399
  0.55000E+02  0.71841E-01  0.27702E-01 0.27357E-01  0.01191 0.00000 0.49411 0.49398
  0.65000E+02  0.71812E-01  0.23193E-01 0.22964E-01  0.01254 0.00000 0.49393 0.49353
  0.75000E+02  0.71842E-01  0.17243E-01 0.16793E-01  0.01191 0.00000 0.49419 0.49390
  0.85000E+02  0.71849E-01  0.13082E-01 0.13164E-01  0.01171 0.00000 0.49412 0.49417
  0.95000E+02  0.71859E-01  0.89804E-02 0.91442E-02  0.01149 0.00000 0.49419 0.49432
  0.10500E+03  0.71946E-01  0.69219E-02 0.67629E-02  0.00979 0.00000 0.49515 0.49507
  0.11500E+03  0.72005E-01  0.44867E-02 0.43754E-02  0.00861 0.00000 0.49578 0.49562
  0.12500E+03  0.72023E-01  0.33389E-02 0.32294E-02  0.00821 0.00000 0.49590 0.49589
  0.13500E+03  0.72101E-01  0.16944E-02 0.17134E-02  0.00666 0.00000 0.49669 0.49666
  0.14500E+03  0.72166E-01  0.98123E-03 0.88129E-03  0.00537 0.00000 0.49736 0.49728
  0.15500E+03  0.72213E-01  0.73254E-03 0.62259E-03  0.00442 0.00000 0.49782 0.49776
  0.16500E+03  0.72231E-01  0.51453E-03 0.57994E-03  0.00404 0.00000 0.49797 0.49799
  0.17500E+03  0.72299E-01  0.37110E-03 0.32917E-03  0.00270 0.00000 0.49866 0.49864
  0.18500E+03  0.72315E-01  0.60591E-04 0.55083E-04  0.00239 0.00000 0.49881 0.49880
  0.19500E+03  0.72348E-01  0.27563E-04 0.27563E-04  0.00173 0.00000 0.49914 0.49914
  0.20500E+03  0.72381E-01  0.29439E-05 0.29439E-05  0.00106 0.00000 0.49947 0.49947
  0.21500E+03  0.72402E-01  0.24600E-04 0.24600E-04  0.00065 0.00000 0.49968 0.49968
  0.22500E+03  0.72419E-01  0.30226E-05 0.30226E-05  0.00031 0.00000 0.49984 0.49984
  0.23500E+03  0.72422E-01  0.00000E+00 0.00000E+00  0.00025 0.00000 0.49987 0.49987
