  0.859938E+00 F
   0.4551E+00   0.4548E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.58981E-01  0.42942E+01 0.47306E+01  0.00488 0.10264 0.34866 0.54381
  0.15000E+02  0.63809E-01  0.17690E+01 0.17317E+01  0.00714 0.06419 0.43857 0.49010
  0.25000E+02  0.67257E-01  0.68961E+00 0.55368E+00  0.00946 0.03660 0.47541 0.47853
  0.35000E+02  0.71389E-01  0.10367E+00 0.91217E-01  0.01384 0.00269 0.49219 0.49128
  0.45000E+02  0.71597E-01  0.55721E-01 0.55012E-01  0.01677 0.00006 0.49188 0.49129
  0.55000E+02  0.71562E-01  0.42516E-01 0.41648E-01  0.01767 0.00000 0.49153 0.49080
  0.65000E+02  0.71513E-01  0.34125E-01 0.34156E-01  0.01857 0.00000 0.49082 0.49062
  0.75000E+02  0.71541E-01  0.26789E-01 0.26035E-01  0.01807 0.00000 0.49127 0.49066
  0.85000E+02  0.71563E-01  0.21010E-01 0.20927E-01  0.01747 0.00000 0.49121 0.49131
  0.95000E+02  0.71578E-01  0.13949E-01 0.14334E-01  0.01715 0.00000 0.49131 0.49154
  0.10500E+03  0.71647E-01  0.10570E-01 0.10218E-01  0.01581 0.00000 0.49213 0.49206
  0.11500E+03  0.71773E-01  0.75707E-02 0.72464E-02  0.01333 0.00000 0.49351 0.49316
  0.12500E+03  0.71843E-01  0.52658E-02 0.51567E-02  0.01184 0.00000 0.49408 0.49408
  0.13500E+03  0.71966E-01  0.32178E-02 0.32982E-02  0.00938 0.00000 0.49535 0.49527
  0.14500E+03  0.71995E-01  0.19206E-02 0.17358E-02  0.00880 0.00000 0.49566 0.49555
  0.15500E+03  0.72088E-01  0.12336E-02 0.10680E-02  0.00693 0.00000 0.49658 0.49649
  0.16500E+03  0.72132E-01  0.79110E-03 0.83467E-03  0.00603 0.00000 0.49697 0.49700
  0.17500E+03  0.72228E-01  0.46028E-03 0.43787E-03  0.00411 0.00000 0.49796 0.49793
  0.18500E+03  0.72259E-01  0.18395E-03 0.13081E-03  0.00350 0.00000 0.49826 0.49823
  0.19500E+03  0.72315E-01  0.88787E-04 0.11018E-03  0.00237 0.00000 0.49880 0.49882
  0.20500E+03  0.72357E-01  0.31886E-04 0.34045E-04  0.00155 0.00000 0.49922 0.49923
  0.21500E+03  0.72369E-01  0.27575E-04 0.27575E-04  0.00131 0.00000 0.49934 0.49934
  0.22500E+03  0.72401E-01  0.22916E-05 0.22916E-05  0.00066 0.00000 0.49967 0.49967
  0.23500E+03  0.72413E-01  0.00000E+00 0.00000E+00  0.00043 0.00000 0.49978 0.49978
