  0.101479E+01 F
   0.2260E+00   0.2240E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.64237E-01  0.22104E+01 0.24737E+01  0.00247 0.05819 0.41945 0.51988
  0.15000E+02  0.65354E-01  0.19815E+01 0.19906E+01  0.00310 0.05190 0.44860 0.49640
  0.25000E+02  0.70736E-01  0.25704E+00 0.19931E+00  0.00481 0.01122 0.49462 0.48935
  0.35000E+02  0.71990E-01  0.43370E-01 0.39777E-01  0.00735 0.00057 0.49613 0.49595
  0.45000E+02  0.72012E-01  0.26297E-01 0.25826E-01  0.00843 0.00003 0.49596 0.49558
  0.55000E+02  0.71977E-01  0.20500E-01 0.20468E-01  0.00912 0.00000 0.49541 0.49548
  0.65000E+02  0.71970E-01  0.18162E-01 0.17969E-01  0.00934 0.00000 0.49549 0.49516
  0.75000E+02  0.72001E-01  0.12752E-01 0.12396E-01  0.00870 0.00000 0.49577 0.49553
  0.85000E+02  0.72005E-01  0.96665E-02 0.96935E-02  0.00857 0.00000 0.49572 0.49572
  0.95000E+02  0.72003E-01  0.64569E-02 0.65381E-02  0.00860 0.00000 0.49566 0.49574
  0.10500E+03  0.72055E-01  0.47381E-02 0.47140E-02  0.00757 0.00000 0.49623 0.49620
  0.11500E+03  0.72102E-01  0.32989E-02 0.31665E-02  0.00665 0.00000 0.49674 0.49661
  0.12500E+03  0.72111E-01  0.24851E-02 0.23739E-02  0.00646 0.00000 0.49676 0.49678
  0.13500E+03  0.72198E-01  0.12389E-02 0.12830E-02  0.00471 0.00000 0.49763 0.49766
  0.14500E+03  0.72242E-01  0.72189E-03 0.62400E-03  0.00385 0.00000 0.49811 0.49804
  0.15500E+03  0.72277E-01  0.56146E-03 0.50201E-03  0.00314 0.00000 0.49846 0.49840
  0.16500E+03  0.72283E-01  0.39949E-03 0.41997E-03  0.00301 0.00000 0.49849 0.49851
  0.17500E+03  0.72339E-01  0.28553E-03 0.26294E-03  0.00190 0.00000 0.49906 0.49904
  0.18500E+03  0.72347E-01  0.50749E-04 0.48172E-04  0.00174 0.00000 0.49913 0.49913
  0.19500E+03  0.72372E-01  0.27577E-04 0.27577E-04  0.00124 0.00000 0.49938 0.49938
  0.20500E+03  0.72391E-01  0.27142E-05 0.27142E-05  0.00086 0.00000 0.49957 0.49957
  0.21500E+03  0.72412E-01  0.24845E-04 0.24845E-04  0.00046 0.00000 0.49977 0.49977
  0.22500E+03  0.72424E-01  0.27747E-05 0.27747E-05  0.00022 0.00000 0.49989 0.49989
  0.23500E+03  0.72426E-01  0.00000E+00 0.00000E+00  0.00017 0.00000 0.49992 0.49992
