  0.916370E+00 F
   0.4153E+00   0.4146E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.59848E-01  0.32614E+01 0.36070E+01  0.00436 0.09482 0.36132 0.53951
  0.15000E+02  0.63731E-01  0.20478E+01 0.20412E+01  0.00614 0.06496 0.43662 0.49228
  0.25000E+02  0.67998E-01  0.59909E+00 0.47595E+00  0.00855 0.03102 0.48018 0.48025
  0.35000E+02  0.71506E-01  0.90874E-01 0.80637E-01  0.01286 0.00218 0.49293 0.49202
  0.45000E+02  0.71668E-01  0.50586E-01 0.50001E-01  0.01538 0.00002 0.49249 0.49210
  0.55000E+02  0.71652E-01  0.38719E-01 0.37890E-01  0.01584 0.00000 0.49242 0.49174
  0.65000E+02  0.71594E-01  0.31544E-01 0.31538E-01  0.01692 0.00000 0.49167 0.49141
  0.75000E+02  0.71615E-01  0.24344E-01 0.23624E-01  0.01655 0.00000 0.49198 0.49147
  0.85000E+02  0.71635E-01  0.18705E-01 0.18639E-01  0.01603 0.00000 0.49198 0.49199
  0.95000E+02  0.71653E-01  0.12691E-01 0.13142E-01  0.01562 0.00000 0.49206 0.49232
  0.10500E+03  0.71731E-01  0.96016E-02 0.92237E-02  0.01411 0.00000 0.49300 0.49289
  0.11500E+03  0.71835E-01  0.65721E-02 0.63539E-02  0.01205 0.00000 0.49412 0.49382
  0.12500E+03  0.71891E-01  0.46182E-02 0.45634E-02  0.01087 0.00000 0.49456 0.49456
  0.13500E+03  0.71992E-01  0.28546E-02 0.28535E-02  0.00885 0.00000 0.49561 0.49553
  0.14500E+03  0.72031E-01  0.17109E-02 0.15524E-02  0.00808 0.00000 0.49600 0.49592
  0.15500E+03  0.72117E-01  0.11255E-02 0.98699E-03  0.00634 0.00000 0.49687 0.49679
  0.16500E+03  0.72147E-01  0.68511E-03 0.75436E-03  0.00572 0.00000 0.49713 0.49715
  0.17500E+03  0.72245E-01  0.42972E-03 0.40983E-03  0.00377 0.00000 0.49813 0.49810
  0.18500E+03  0.72270E-01  0.10752E-03 0.54559E-04  0.00328 0.00000 0.49838 0.49835
  0.19500E+03  0.72319E-01  0.57330E-04 0.78181E-04  0.00229 0.00000 0.49884 0.49887
  0.20500E+03  0.72362E-01  0.29909E-04 0.32247E-04  0.00145 0.00000 0.49927 0.49928
  0.21500E+03  0.72375E-01  0.27579E-04 0.27579E-04  0.00118 0.00000 0.49941 0.49941
  0.22500E+03  0.72407E-01  0.24591E-05 0.24591E-05  0.00056 0.00000 0.49972 0.49972
  0.23500E+03  0.72415E-01  0.00000E+00 0.00000E+00  0.00040 0.00000 0.49980 0.49980
