  0.892123E+00 F
   0.4452E+00   0.4447E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.59100E-01  0.40995E+01 0.45008E+01  0.00471 0.10185 0.35195 0.54149
  0.15000E+02  0.63835E-01  0.17934E+01 0.17728E+01  0.00690 0.06376 0.43714 0.49220
  0.25000E+02  0.67427E-01  0.66636E+00 0.53321E+00  0.00925 0.03534 0.47676 0.47865
  0.35000E+02  0.71414E-01  0.10090E+00 0.88865E-01  0.01360 0.00259 0.49233 0.49147
  0.45000E+02  0.71612E-01  0.54134E-01 0.53462E-01  0.01644 0.00006 0.49201 0.49148
  0.55000E+02  0.71588E-01  0.41718E-01 0.40782E-01  0.01716 0.00000 0.49180 0.49104
  0.65000E+02  0.71537E-01  0.33416E-01 0.33418E-01  0.01810 0.00000 0.49109 0.49081
  0.75000E+02  0.71568E-01  0.26170E-01 0.25458E-01  0.01752 0.00000 0.49152 0.49096
  0.85000E+02  0.71579E-01  0.20398E-01 0.20313E-01  0.01715 0.00000 0.49138 0.49147
  0.95000E+02  0.71596E-01  0.13660E-01 0.14078E-01  0.01678 0.00000 0.49149 0.49172
  0.10500E+03  0.71666E-01  0.10428E-01 0.10102E-01  0.01542 0.00000 0.49232 0.49226
  0.11500E+03  0.71790E-01  0.73682E-02 0.70427E-02  0.01299 0.00000 0.49368 0.49333
  0.12500E+03  0.71852E-01  0.51304E-02 0.50212E-02  0.01165 0.00000 0.49417 0.49417
  0.13500E+03  0.71976E-01  0.30920E-02 0.31985E-02  0.00917 0.00000 0.49544 0.49539
  0.14500E+03  0.72003E-01  0.19229E-02 0.17401E-02  0.00864 0.00000 0.49574 0.49563
  0.15500E+03  0.72097E-01  0.12105E-02 0.10448E-02  0.00675 0.00000 0.49667 0.49658
  0.16500E+03  0.72134E-01  0.76541E-03 0.80812E-03  0.00600 0.00000 0.49699 0.49701
  0.17500E+03  0.72236E-01  0.45982E-03 0.43772E-03  0.00396 0.00000 0.49803 0.49801
  0.18500E+03  0.72264E-01  0.18496E-03 0.13191E-03  0.00339 0.00000 0.49832 0.49829
  0.19500E+03  0.72315E-01  0.89070E-04 0.11019E-03  0.00237 0.00000 0.49880 0.49883
  0.20500E+03  0.72359E-01  0.32075E-04 0.34328E-04  0.00150 0.00000 0.49925 0.49925
  0.21500E+03  0.72370E-01  0.27576E-04 0.27576E-04  0.00128 0.00000 0.49936 0.49936
  0.22500E+03  0.72401E-01  0.23818E-05 0.23818E-05  0.00066 0.00000 0.49967 0.49967
  0.23500E+03  0.72414E-01  0.00000E+00 0.00000E+00  0.00041 0.00000 0.49980 0.49980
