  0.113356E+01 F
   0.2863E+00   0.2837E+00
   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
  depth        at.density   interstit.  vacancies    atomic fractions of components
  Angs         Angs^-3      dpa         dpa
  0.50000E+01  0.62441E-01  0.30928E+01 0.32998E+01  0.00331 0.07445 0.40830 0.51394
  0.15000E+02  0.64505E-01  0.22633E+01 0.23791E+01  0.00399 0.05741 0.43365 0.50495
  0.25000E+02  0.69942E-01  0.35590E+00 0.27661E+00  0.00595 0.01689 0.49123 0.48593
  0.35000E+02  0.71844E-01  0.58338E-01 0.53326E-01  0.00911 0.00101 0.49513 0.49474
  0.45000E+02  0.71898E-01  0.34509E-01 0.33851E-01  0.01076 0.00003 0.49485 0.49436
  0.55000E+02  0.71874E-01  0.26606E-01 0.26261E-01  0.01124 0.00000 0.49444 0.49432
  0.65000E+02  0.71835E-01  0.22266E-01 0.22067E-01  0.01208 0.00000 0.49416 0.49376
  0.75000E+02  0.71873E-01  0.16530E-01 0.16126E-01  0.01129 0.00000 0.49450 0.49421
  0.85000E+02  0.71890E-01  0.12426E-01 0.12426E-01  0.01090 0.00000 0.49455 0.49455
  0.95000E+02  0.71887E-01  0.85356E-02 0.87261E-02  0.01090 0.00000 0.49446 0.49465
  0.10500E+03  0.71963E-01  0.65000E-02 0.63704E-02  0.00944 0.00000 0.49532 0.49524
  0.11500E+03  0.72022E-01  0.43547E-02 0.42441E-02  0.00826 0.00000 0.49595 0.49579
  0.12500E+03  0.72044E-01  0.32872E-02 0.31517E-02  0.00780 0.00000 0.49610 0.49609
  0.13500E+03  0.72117E-01  0.16736E-02 0.16646E-02  0.00633 0.00000 0.49685 0.49682
  0.14500E+03  0.72177E-01  0.95667E-03 0.88056E-03  0.00514 0.00000 0.49747 0.49739
  0.15500E+03  0.72227E-01  0.73121E-03 0.62357E-03  0.00415 0.00000 0.49795 0.49789
  0.16500E+03  0.72242E-01  0.49038E-03 0.55518E-03  0.00382 0.00000 0.49808 0.49810
  0.17500E+03  0.72304E-01  0.34400E-03 0.30245E-03  0.00261 0.00000 0.49871 0.49868
  0.18500E+03  0.72319E-01  0.58667E-04 0.53009E-04  0.00231 0.00000 0.49885 0.49885
  0.19500E+03  0.72349E-01  0.27564E-04 0.27564E-04  0.00170 0.00000 0.49915 0.49915
  0.20500E+03  0.72382E-01  0.30140E-05 0.30140E-05  0.00104 0.00000 0.49948 0.49948
  0.21500E+03  0.72405E-01  0.24533E-04 0.24533E-04  0.00060 0.00000 0.49970 0.49970
  0.22500E+03  0.72420E-01  0.30890E-05 0.30890E-05  0.00028 0.00000 0.49986 0.49986
  0.23500E+03  0.72423E-01  0.00000E+00 0.00000E+00  0.00022 0.00000 0.49989 0.49989
