 cpt#    psproj#  energy       directional cosines x,y,z
                  (eV)
   2        8523  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8524  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8525  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8526  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8527  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8528  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8529  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8530  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8531  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8532  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8533  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8534  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8535  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8536  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8537  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8538  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8539  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8540  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8541  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8542  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8543  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8544  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8545  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8546  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8547  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8548  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8549  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8550  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8551  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8552  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8553  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8554  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8555  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8556  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8557  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8558  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8559  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8560  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8561  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8562  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8563  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8564  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8565  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8566  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8567  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8568  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8569  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8570  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8571  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8572  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8573  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8574  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8575  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8576  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8577  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8578  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8579  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8580  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8581  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8582  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8583  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8584  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8585  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8586  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8587  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8588  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8589  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8590  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8591  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8592  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8593  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8594  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8595  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8596  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8597  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8598  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8599  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8600  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8601  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8602  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8603  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8604  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8605  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8606  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8607  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8608  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8609  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8610  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8611  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8612  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8613  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8614  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8615  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8616  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8617  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8618  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8619  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8620  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8621  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8622  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8623  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8624  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8625  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8626  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8627  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8628  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8629  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8630  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8631  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8632  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8633  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8634  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8635  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8636  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8637  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8638  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8639  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8640  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8641  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8642  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8643  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8644  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8645  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8646  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8647  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8648  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8649  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8650  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8651  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8652  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8653  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8654  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8655  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8656  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8657  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8658  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8659  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8660  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8661  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8662  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8663  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8664  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8665  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8666  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8667  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8668  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8669  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8670  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8671  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8672  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8673  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8674  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8675  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8676  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8677  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8678  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8679  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8680  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8681  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8682  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8683  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8684  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8685  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8686  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8687  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8688  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8689  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8690  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8691  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8692  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8693  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8694  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8695  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8696  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8697  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8698  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8699  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8700  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8701  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8702  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8703  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8704  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8705  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8706  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8707  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8708  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8709  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8710  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8711  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8712  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8713  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8714  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8715  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8716  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8717  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8718  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8719  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8720  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8721  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8722  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8723  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8724  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8725  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8726  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8727  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8728  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8729  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8730  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8731  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8732  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8733  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8734  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8735  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8736  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8737  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8738  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8739  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8740  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8741  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8742  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8743  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8744  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8745  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8746  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8747  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8748  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8749  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8750  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8751  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8752  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8753  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8754  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8755  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8756  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8757  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8758  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8759  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8760  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8761  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8762  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8763  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8764  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8765  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8766  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8767  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8768  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8769  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8770  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8771  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8772  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8773  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8774  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8775  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8776  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8777  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8778  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8779  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8780  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8781  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8782  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8783  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8784  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8785  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8786  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8787  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8788  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8789  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8790  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8791  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8792  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8793  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8794  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8795  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8796  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8797  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8798  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8799  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8800  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8801  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8802  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8803  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8804  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8805  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8806  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8807  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8808  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8809  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8810  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8811  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8812  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8813  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8814  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8815  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8816  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8817  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8818  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8819  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8820  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8821  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8822  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8823  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8824  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8825  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8826  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8827  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8828  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8829  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8830  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8831  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8832  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8833  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8834  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8835  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8836  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8837  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8838  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8839  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8840  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8841  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8842  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8843  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   1        8844  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8845  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
   2        8846  0.5000E+03   0.49999994E+00 -0.86602539E+00 -0.10000000E-11
